,PDAC020T,PDAC019T,PDAC018T,PDAC017T,PDAC016T,PDAC015T,PDAC014T,PDAC013T,PDAC012T,PDAC011T,PDAC009T,PDAC008T,PDAC007T,PDAC006T,PDAC005T,PDAC004T,PDAC003T,PDAC001T,PDAC021T,PDAC031T,PDAC030T,PDAC029T,PDAC028T,PDAC027T,PDAC026T,PDAC025T,PDAC024T,PDAC023T,PDAC022T,PDAC032T
ENSG00000176022,8.69671858345072,7.54697898861524,8.8623588775411,7.70355141718129,8.45091033473375,9.19702445460661,7.74525178807234,7.76442621497954,8.49656685919624,7.20422531046208,8.15062134621539,8.21262854490391,8.36532719197633,7.99523514700085,8.45249671552412,8.54567570828886,7.38543586338697,8.58782940231463,8.27214639092523,9.9170870229954,9.19455401899752,7.35435838021489,8.44119448023411,8.19322475602096,8.05898019492649,8.27238791770846,8.49684757610221,9.22864525669113,8.7557741115841,7.84337099788927
ENSG00000158008,0,0,0.582806542600045,0.519127118538424,0,0,0.562377963409622,0,0.973091934208442,0,0.82675745328012,0,0.476050246385523,0.577779434758108,0.529923508805704,0.516871200158226,3.23111472273162,1.86224928802786,0,0,0.708155058348192,1.06963418783705,1.07296516386371,1.05129278366961,1.36817851729729,0.908281388884782,0,0,0.560166692960328,0.711003800302251
ENSG00000060642,7.38593114454747,8.15667690107406,8.38155910062939,7.53860443431046,7.49847687880465,8.06509641719448,8.23058909321848,9.09299540468567,8.86762752951866,7.82821663970763,8.24009468893427,9.01679727924313,9.19241621287086,8.57831169189556,8.62784390394623,9.69538724013142,9.50646311183192,9.19638468155264,8.05022558293121,8.51082167683627,8.92795066529304,8.18814046830535,9.87357652171972,8.92556835996365,8.77827460712399,9.42897691888959,9.66557418290387,8.69945914627667,8.17721648743242,7.96971188563189
ENSG00000126091,7.37318411613708,6.44502513054149,4.87638554063206,5.28952969251973,7.18195734265756,7.31480789979584,5.89806927675732,6.92767703466863,7.13092824293277,6.75583171848311,4.52671300494603,5.12895713145885,6.44302128594046,5.40511473679388,6.21404096477399,8.04810236844401,6.54980427802405,6.95829358236811,8.47085291796747,5.77024029965104,7.33952263973443,6.66603862348336,6.12896450606148,6.36634565535915,6.15199477529929,6.63230519491218,7.4466942336203,9.95523636229024,7.68952514448502,5.06540327068025
ENSG00000117411,10.9153999082129,10.7087129682289,10.6142046013531,10.1852150856587,10.3982069673471,10.279104731794,9.48871452295293,9.6602031556632,10.7698661919074,10.3537817336297,9.96611073770464,9.71107179321449,9.61692814232092,9.42028069013626,10.2825820532438,10.5589370956338,9.81749282376383,9.64223633657378,9.28990547054422,10.7638357499496,9.86210697229711,10.026948984899,10.0574090275532,8.44482060965254,9.86735934868368,10.1553400909682,9.61568272879692,11.13572553469,10.3289629780877,9.86648160264194
ENSG00000085998,11.3655391402498,10.9559955439875,10.7814286673335,10.8079060615263,10.0301638887735,10.2412508644802,10.0358200409502,10.8401204025162,10.8597124669744,10.5980430984038,10.6384691756775,9.8033079638555,10.4404381960811,9.53583527224017,11.1260012404182,11.2908965912236,10.4529815896467,10.4271626113272,11.0379139838021,10.4570245758577,10.0694642320756,10.4254003719902,10.5638570685028,10.7509179833436,10.7900521621676,10.1746219927663,10.3266359944998,11.4894812234139,10.7850370717628,9.83664340523041
ENSG00000088035,8.26224694914041,9.41976804059372,9.52783407375495,9.14290748156223,9.27285501564756,9.26357739218356,8.70280805999355,8.5953378414697,9.05951454213727,9.26595830998102,8.54360028454905,9.07716403203402,9.0485901891917,8.71986058031623,8.35024964185067,9.56359431003352,9.03993224056869,9.09294516784011,8.88527378744103,8.84639295898329,9.51505272008147,9.00460633953071,8.75124845968822,9.35451233395132,8.69814355276066,8.98061041926409,9.27248355590874,9.20620514900722,9.77222094033248,9.33588813245241
ENSG00000184005,0,5.25558349169163,2.90127838898057,5.39723316619488,0,0.532992510422297,0,0,3.47404059767541,8.43019909153823,4.17162930765456,0,0.476050246385523,2.44173619651569,0,0,0,3.06696294935302,0,0.435612614328434,4.49481630201907,4.74546193958246,0,0.619359508501667,4.77385955953391,3.6822264733895,1.25112053390392,2.66916825648481,0.560166692960328,3.96806139347054
ENSG00000117069,0,0,0,0,0,0,0,0,0,0.589811900382552,0,0,1.90169250336483,0,0.529923508805704,7.11760785365575,0,5.80279823022879,0,4.10553652424712,0,0,1.40905368712984,5.75710620761217,0,0,1.50606854627272,6.63576230995967,1.75368917930772,0
ENSG00000172339,8.57026332311798,8.45995422291675,9.27314346284481,8.36696392567387,7.41386396166437,8.91924619103708,7.8353334733571,7.27433263144436,9.1194454460901,8.80725733386527,7.95533232179015,8.41329344145769,8.28804261626811,8.54254975118732,8.21886550708409,8.03156892278131,8.05464306837981,8.32396341006026,8.56680587087663,8.80833191916882,8.05469801857545,8.64151585829513,6.99299146656481,8.34843151214671,8.21044220871724,8.15525301465584,8.27052184901078,8.57593357432966,8.4183672777831,8.43555746563444
