id	filename	md5	size	state
0401cfb1-2922-40fb-bb2c-f5c6966dbe49	0401cfb1-2922-40fb-bb2c-f5c6966dbe49/4a9685ac-1be6-4253-bfd0-2fcf182e37c3.rna_seq.augmented_star_gene_counts.tsv	1cc43f89272f7117987e882fedf6c1f5	4219276	validated
0486cbe7-ea63-4a75-8bad-7e95993b34ce	0486cbe7-ea63-4a75-8bad-7e95993b34ce/bf95f48b-ab11-4950-9bbe-8f4e7445dca1.rna_seq.augmented_star_gene_counts.tsv	e6982e0b22e744c196a6713a775374a9	4210822	validated
0621ca2f-3e91-4b15-8989-1bd6ec48131f	0621ca2f-3e91-4b15-8989-1bd6ec48131f/e410b0de-1afd-4c69-a6f9-ed11e9c5f96c.rna_seq.augmented_star_gene_counts.tsv	c32f50603806835489c04ab6e2218ac7	4252923	validated
0fc7262e-048c-4a70-b311-976db2f17c30	0fc7262e-048c-4a70-b311-976db2f17c30/3e6e180f-26a2-4c9d-95cd-3bde0a723fb6.rna_seq.augmented_star_gene_counts.tsv	dd140cd9da251a279854f663c5f06032	4222262	validated
1140cd49-2d5f-4830-a135-bb887567be41	1140cd49-2d5f-4830-a135-bb887567be41/8dcf6e9e-0a20-4199-a732-b2c5e3f0a7c7.rna_seq.augmented_star_gene_counts.tsv	c95714237ae0861d7374fd55126ea9a3	4235569	validated
12356fb5-98f2-461e-b590-6bde94eac461	12356fb5-98f2-461e-b590-6bde94eac461/a8a49ac4-34a6-4d21-afb6-8893155d4592.rna_seq.augmented_star_gene_counts.tsv	a4e3093e9b40f053913997b57e646e2f	4232042	validated
15b120ca-b99c-43f9-b836-529583c50fe9	15b120ca-b99c-43f9-b836-529583c50fe9/155b4627-6a5a-4991-a58e-609c4fcbd5b9.rna_seq.augmented_star_gene_counts.tsv	82551e76d1e5e99eb22794cd00baef3c	4239242	validated
1c9c9ad2-892d-4b36-82e9-51d465e9b68a	1c9c9ad2-892d-4b36-82e9-51d465e9b68a/e9db5bb8-59df-44be-a985-3a86c2626247.rna_seq.augmented_star_gene_counts.tsv	a1c91b62fc5c8ec35e3406d261af2982	4219208	validated
1ea7ed6e-0e4c-440b-b54f-229ada1a69f7	1ea7ed6e-0e4c-440b-b54f-229ada1a69f7/5222c206-b98b-41bb-820e-17cc3be33df1.rna_seq.augmented_star_gene_counts.tsv	84a913dd8488792160cb9596630257a0	4234901	validated
1f34ef35-95b0-4470-a17a-d7ccc0fb97e6	1f34ef35-95b0-4470-a17a-d7ccc0fb97e6/8ae22161-dc61-4454-86d9-60cc3fb0191e.rna_seq.augmented_star_gene_counts.tsv	20b87678332d086e3b047355be22fab2	4238731	validated
22c1ef89-458e-4753-b55b-140c0a3993bc	22c1ef89-458e-4753-b55b-140c0a3993bc/720cb7e6-fc6c-4e0b-927e-08427dbb5d8e.rna_seq.augmented_star_gene_counts.tsv	0d57533338245514acff1e4739b527ab	4233721	validated
23a30a82-7b8d-4ace-94c0-1844651bf5c2	23a30a82-7b8d-4ace-94c0-1844651bf5c2/a3834287-f9b6-4856-b94e-8cf83dff9f28.rna_seq.augmented_star_gene_counts.tsv	7bbc06c1e27040f74308cd6ac6377800	4240425	validated
24bd3bd0-24c5-4db8-9e04-429c3c08015c	24bd3bd0-24c5-4db8-9e04-429c3c08015c/6e4be81a-7e2f-428a-aaf4-7a028494df2d.rna_seq.augmented_star_gene_counts.tsv	e53d755d0c202eacb8c58d5d2321afb4	4230387	validated
2d16a5f3-bcc1-4809-9137-9170ddfd8026	2d16a5f3-bcc1-4809-9137-9170ddfd8026/3ce69b87-c522-4d5c-9a2c-96dad83d50ea.rna_seq.augmented_star_gene_counts.tsv	0860d209bfc31eaf863f71cd91c16776	4240104	validated
2d667907-3666-4cb4-8629-6c20b4ef77b3	2d667907-3666-4cb4-8629-6c20b4ef77b3/0363c6fe-a60c-4cb9-9454-311bbf7c82f0.rna_seq.augmented_star_gene_counts.tsv	b0a6791a082c5aa5935fc5aaaa6704fa	4237462	validated
2f940d2e-7aca-4897-8a52-2eed03d5b002	2f940d2e-7aca-4897-8a52-2eed03d5b002/1b4a799b-96e4-48da-b94c-486bc2a8ae91.rna_seq.augmented_star_gene_counts.tsv	a6d94cf2fd775355a5915bed38a4be96	4237616	validated
340f6bf2-e251-4e6e-beb0-0d835e292df4	340f6bf2-e251-4e6e-beb0-0d835e292df4/934910be-b029-4990-86be-d73e637c19fa.rna_seq.augmented_star_gene_counts.tsv	d7707657403a7ec870667a7c5a873737	4214491	validated
34e3a8ec-b5c4-45e7-8370-fda9d20deaec	34e3a8ec-b5c4-45e7-8370-fda9d20deaec/8e78d4b9-7fc2-41e1-9d56-d4435e062ca3.rna_seq.augmented_star_gene_counts.tsv	42db42e177817cc9e49e34ec4b32c408	4203298	validated
36967820-2fb2-41f5-9fa8-b2021d09e0ad	36967820-2fb2-41f5-9fa8-b2021d09e0ad/4d7feeb8-25fb-424d-83ca-144102bb869f.rna_seq.augmented_star_gene_counts.tsv	cf385fde8e8007cd0054ddf4157f8c60	4224938	validated
3706e408-1107-49d5-a526-5746c0e581ae	3706e408-1107-49d5-a526-5746c0e581ae/6693042e-6ee0-4f1b-9167-aa29701e679e.rna_seq.augmented_star_gene_counts.tsv	94cd555689847bb1e58840036efa96ba	4225031	validated
