,TPM_BALB_notx_rep1,TPM_BALB_notx_rep2,TPM_BALB_KLA_rep1,TPM_BALB_KLA_rep2,TPM_C57_notx_rep1,TPM_C57_notx_rep2,TPM_C57_KLA_rep1,TPM_C57_KLA_rep2,TPM_NOD_notx_rep1,TPM_NOD_notx_rep2,TPM_NOD_KLA_rep1,TPM_NOD_KLA_rep2,TPM_PWK_notx_rep1,TPM_PWK_notx_rep2,TPM_PWK_KLA_rep1,TPM_PWK_KLA_rep2,TPM_SPRET_notx_rep1,TPM_SPRET_notx_rep2,TPM_SPRET_KLA_rep1,TPM_SPRET_KLA_rep2
NM_010240,18045.086,15463.928,15733.634,14341.678,18324.906,14821.064,15284.989,12599.083,13224.029,11238.109,11139.992,10052.458,6528.345,4191.959,4858.093,3796.167,6159.091,7361.568,5091.249,6287.347
NM_009983,11438.979,13926.371,9626.801,12320.499,7945.476,8294.304,6671.063,6847.422,7582.024,5557.777,6592.688,5016.852,7879.051,8167.536,6429.948,6778.878,4389.357,6387.591,3596.006,5292.23
NM_007798,5319.285,6057.581,4892.658,5439.633,4785.919,5140.508,4106.086,4386.208,4101.907,3232.516,3627.479,3120.712,3776.789,3847.793,3268.948,3399.799,4053.797,4713.79,3700.796,4061.959
NM_001329527,5530.421,3931.137,5070.521,3586.577,4715.013,3715.214,4043.789,3404.111,3787.997,3748.727,3532.85,3377.355,3826.967,2299.758,3265.351,2163.129,2439.376,2691.754,2212.037,2371.836
NM_007682,2244.01,1851.852,1587.257,1595.569,2038.935,1703.397,1731.283,1513.774,1464.008,1796.787,1209.32,1523.351,1216.219,939.301,879.9,832.56,722.654,585.424,559.75,485.058
NM_009976,2399.753,1830.847,2060.601,1589.474,1618.431,1363.677,1341.782,1152.38,1092.963,1367.59,960.409,1170.963,1157.245,838.923,986.055,759.919,1468.569,1057.547,1206.916,876.324
NM_001317353,1491.987,1608.147,1346.644,1413.531,1282.744,1420.933,1120.509,1199.934,966.775,846.324,853.749,798.817,1204.751,1266.854,1006.631,1112.839,962.315,1093.185,810.344,945.379
NM_001305819,1884.988,468.988,1341.791,411.967,1829.018,827.538,1529.406,708.456,50.223,66.05,54.764,68.974,167.557,332.793,141.301,296.401,166.228,239.41,139.24,205.411
NM_031254,1465.157,1282.267,1170.134,1051.149,1162.201,1044.345,911.946,846.653,712.07,741.786,561.379,597.41,722.814,533.829,485.731,450.462,983.038,776.716,812.143,672.845
NM_001291894,1227.417,1174.517,1660.177,1245.343,1043.985,1075.705,1309.804,1210.965,1545.299,1099.929,1762.022,1185.078,500.713,582.385,820.497,751.285,704.117,622.639,762.482,679.305
