,TPM_BALB_notx_rep1,TPM_BALB_notx_rep2,TPM_BALB_KLA_rep1,TPM_BALB_KLA_rep2,TPM_C57_notx_rep1,TPM_C57_notx_rep2,TPM_C57_KLA_rep1,TPM_C57_KLA_rep2,TPM_NOD_notx_rep1,TPM_NOD_notx_rep2,TPM_NOD_KLA_rep1,TPM_NOD_KLA_rep2,TPM_PWK_notx_rep1,TPM_PWK_notx_rep2,TPM_PWK_KLA_rep1,TPM_PWK_KLA_rep2,TPM_SPRET_notx_rep1,TPM_SPRET_notx_rep2,TPM_SPRET_KLA_rep1,TPM_SPRET_KLA_rep2
NM_029711,166.235,152.855,152.787,128.036,184.244,173.716,168.821,155.735,162.31,154.333,144.269,145.561,124.365,104.179,107.443,95.905,183.666,167.402,155.768,139.929
NM_026744,184.795,186.623,148.709,136.911,193.205,159.706,149.82,155.977,169.509,212.644,173.833,137.652,158.662,157.254,99.493,124.894,191.706,155.578,189.147,150.189
NM_008098,162.924,197.138,173.326,202.148,150.376,188.242,154.831,188,165.352,148.149,181.382,144.922,212.928,224.393,210.321,219.799,191.71,196.085,189.147,202.714
NM_012002,144.209,134.216,127.948,122.009,180.624,157.974,140.436,134.998,163.449,187.589,145.762,154.654,138.021,156.167,111.758,140.127,149.737,135.748,135.377,116.524
NM_026404,140.772,160.113,119.354,144.715,169.267,163.473,151.309,154.057,175.922,186.595,161.631,172.92,116.276,112.815,106.242,99.395,169.669,145.88,151.313,136.711
NM_027289,112.829,95.69,93.665,89.534,177.993,149.916,156.13,133.033,187.242,183.736,164.869,153.731,101.682,50.713,70.932,42.253,37.843,32.347,32.171,24.334
NM_009104,145.384,133.107,138.078,110.738,178.331,147.771,162.517,134.631,151.764,185.039,139.531,182.746,47.27,13.034,47.383,14.238,199.328,171.104,169.156,163.291
NM_001163510,149.515,125.736,131.938,100.785,172.398,153.204,158.97,132.854,129.984,134.742,104.112,121.293,60.451,39.904,44.951,32.072,171.414,154.582,154.897,127.312
NM_007457,174.135,130.359,149.814,120.704,171.055,141.338,154.839,125.341,155.424,182.564,133.9,140.322,124.867,111.509,96.693,95.511,170.719,123.383,152.171,104.939
NM_025521,161.46,163.791,114.158,125.022,162.193,149.862,126.019,112.356,159.451,201.812,121.786,139.34,102.356,107.317,66.148,66.79,125.5,102.769,96.255,79.646
NM_146023,119.626,111.635,100.844,92.662,152.471,158.206,122.116,141.068,180.234,183.025,147.526,149.699,88.38,61.013,80.273,58.787,94.118,87.604,69.37,77.85
NM_024226,114.7,111.536,135.129,121.513,148.531,160.958,155.631,173.337,157.961,161.571,161.06,146.523,59.921,66.661,56.009,62.262,104.35,98.828,97.139,85.659
NM_001002004,123.581,140.636,101.238,120.559,147.957,155.7,121.672,131.879,175.967,165.886,151.217,149.843,101.598,74.94,91.433,67.727,139.664,138.972,119.076,116.297
NM_009087,117.026,117.95,121.769,109.463,157.219,145.344,135.374,123.331,125.919,168.694,139.738,137.719,115.702,124.617,97.937,112.124,144.335,132.808,138.043,113.073
NM_028274,144.215,118.29,107.798,76.297,182.005,113.403,144.584,79.443,128.152,159.366,117.189,125.391,116.777,90.078,58.833,62.578,169.153,98.317,140.07,70.504
NM_024456,137.722,119.911,125.511,103.705,159.111,133.875,137.618,120.436,150.375,169.295,128.707,144.117,108.767,94.121,89.113,84.049,127.684,113.37,105.787,100.212
NM_024227,125.189,106.309,106.187,104.584,145.271,141.22,110.807,95.368,149.705,161.316,116.111,146.398,94.92,79.354,72.476,67.907,122.565,112.723,103.362,96.874
NM_144509,172.247,131.78,119.337,95.475,164.571,111.157,142.442,103.94,145.007,189.441,109.583,133.957,110.459,89.543,86.576,76.655,197.014,128.418,160.169,110.105
NM_016906,128.13,144.311,115.723,127.647,134.585,140.811,123.462,127.084,143.489,130.015,123.039,125.864,112.255,129.168,99.555,109.374,139.986,144.481,124.924,126.829
NM_007636,111.568,123.404,104.196,106.279,137.745,134.617,124.201,123.473,128.004,135.784,124.351,125.026,103.53,111.699,98.044,104.961,114.575,105.693,108.21,93.915
NM_001077496,103.12,105.899,82.97,82.737,134.081,136.645,103.803,117.186,141.595,143.885,117.736,123.16,65.741,45.847,59.729,43.43,97.072,90.155,71.911,81.716
NM_027206,105.378,94.791,61.335,70.53,134.583,134.074,66.916,83.782,127.82,145.064,85.221,108.04,113.657,68.086,63.147,47.245,100.557,120.268,72.416,81.363
NM_130863,122.732,107.071,100.7,97.419,138.766,125.691,131.943,117.503,139.625,144.627,131.719,137.453,105.414,89.551,91.885,86.945,97.674,92.112,91.913,84.307
NM_133655,84.752,55.639,71.65,45.942,133.546,125.437,112.655,111.523,107.709,118.683,99.594,112.185,38.115,39.422,32.948,33.158,28.911,50.233,25.685,39.615
NM_173180,108.243,110.788,98.93,95.25,122.088,123.561,103.728,109.16,117.681,121.572,115.057,115.71,89.599,95.555,81.034,88.035,124.408,114.7,111.238,104.029
NM_001185182,109.469,96.147,92.64,64.956,124.497,112.535,113.097,83.08,107.93,126.468,86.401,124.79,85.152,101.896,79.523,90.957,96.826,73.574,90.199,53.692
NM_025823,105.4,118.566,77.344,82.521,121.843,114.364,90.632,82.089,96.952,89.904,79.173,81.282,82.34,65.84,55.997,43.592,106.065,117.717,80.142,85.606
NM_009739,107.498,91.928,92.518,86.04,121.514,111.299,100.935,92.367,114.134,118.929,91.929,98.007,92.663,90.408,74.181,73.627,93.851,89.787,75.927,77.633
NM_144522,97.797,94.931,67.938,79.584,118.888,111.47,101.998,89.54,120.53,117.669,103.104,104.48,99.71,97.66,76.243,76.689,98.175,101.75,75.653,78.471
NM_198613,101.909,107.046,79.644,82.356,109.575,116.467,99.108,97.052,123.73,132.555,113.088,121.664,85.083,66.64,63.423,60.844,94.753,94.71,76.388,77.351
NM_030240,85.64,81.739,59.683,67.706,120.526,99.84,87.079,80.119,90.458,112.596,64.866,100.67,84.32,65.51,51.649,54.264,110.737,86.906,85.56,75.453
NM_025486,101.889,84.556,83.889,83.421,106.55,110.637,90.258,84.869,105.766,140.139,107.273,91.355,70.626,98.705,61.11,78.422,98.698,89.045,87.479,84.436
NM_153775,78.671,71.58,71.053,65.29,120.677,96.077,106.823,87.205,116.856,108.402,117.788,99.774,63.747,65.11,55.916,56.852,75.082,60.837,71.75,49.45
NM_010886,134.49,106.282,120.413,95.7,120.559,95.803,94.64,83.867,105.514,134.874,90.366,94.863,63.17,47.598,50.92,40.547,143.776,99.07,121.087,97.125
NM_001037170,96.587,81.982,80.206,74.848,109.299,105.931,90.903,80.735,83.714,90.917,71.031,86.133,50.632,42.747,38.311,34.269,96.123,72.83,74.765,67.459
NM_019880,103.73,97.305,89.006,84.666,110.95,103.755,94.292,91.121,94.042,103.038,75.364,86.296,69.923,74.325,51.872,62.061,94.204,99.21,80.379,86.822
NM_025577,132.481,108.703,111.109,95.156,120.23,93.51,94.193,71.178,108.181,133.024,92.629,100.704,97.352,88.563,70.249,75.866,134.85,95.1,99.369,75.617
NM_008379,76.343,74.692,60.482,57.88,117.794,95.697,96.462,73.918,118.171,120.15,105.881,102.432,58.568,56.474,47.231,44.738,110.479,92.538,89.296,68.779
NM_011842,89.485,90.883,76.203,73.915,112.715,100.432,94.098,85.049,99.602,110.372,88.479,95.729,90.276,89.353,78.011,73.537,91.045,90.369,79.546,76.512
NM_025562,130.144,122.786,115.535,103.62,109.543,100.156,88.13,81.841,115.294,125.73,93.237,112.6,101.878,97.402,79.613,74.973,114.495,112.277,96.63,95.525
NM_013595,100.093,99.562,74.957,84.027,117.456,88.123,93.838,78.933,112.025,126.37,97.782,99.389,98.712,92.729,68.536,79.104,98.358,85.206,81.098,68.092
NM_001080131,83.408,67.684,77.876,63.301,111.414,91.249,102.638,86.552,70.495,84.258,62.116,76.263,49.536,36.858,48.038,32.147,82.995,66.73,74.661,62.591
NM_008020,101.034,87.59,84.343,83.535,106.095,96.133,88.629,77.513,103.932,110.337,86.901,101.731,68.357,57.04,61.824,49.478,111.628,80.64,98.039,66.503
NM_146164,84.241,84.451,70.593,73.362,99.551,101.609,86.352,85.806,90.445,87.285,86.739,83.638,83.5,73.634,71.668,60.356,96.001,90.555,85.213,80.286
NM_153117,92.546,113.672,82.261,101.647,89.229,109.205,83.604,91.29,104.805,112.548,94.474,99.789,75.254,90.268,73.347,81.442,91.649,101.77,76.434,89.075
NM_001102400,48.37,53.51,45.346,42.827,99.57,97.812,89.218,94.906,111.659,109.459,96.521,100.777,21.464,10.931,21.602,9.852,8.557,5.997,8.019,4.693
NM_008618,101.215,92.819,91.457,79.815,101.136,95.057,85.265,87.261,97.209,118.495,79.998,102.506,63.418,57.014,49.611,50.271,90.12,75.07,77.869,66.433
NM_177081,83.917,79.596,59.714,55.992,108.42,86.142,72.014,58.779,116.66,112.245,91.746,92.212,58.498,40.416,35.392,23.971,106.043,96.875,75.245,62.651
NM_007657,111.035,114.864,116.883,106.627,90.282,104.151,77.111,86.301,50.345,53.757,46.767,47.154,146.758,134.206,145.766,130.953,153.86,161.6,153.283,135.239
NM_025317,113.928,70.577,102.674,62.709,110.7,81.606,109.123,88.923,130.475,122.987,87.382,130.47,75.725,62.46,59.954,62.406,116.441,65.883,85.72,62.828
NR_033148,79.406,79.015,64.633,66.734,94.906,95.477,79.637,79.002,87.99,84.595,81.102,79.801,79.195,68.826,65.959,54.96,90.623,83.288,77.352,73.497
NM_001171739,100.193,84.671,79.758,71.721,101.709,85.929,87.524,74.357,104.406,117.833,93.393,94.139,90.785,82.064,73.098,77.367,78.365,62.95,65.875,53.026
NM_001110145,100.511,72.637,83.665,63.065,104.113,83.411,101.01,77.756,81.358,102.519,76.313,76.117,77.933,69.45,70.356,65.354,105.385,74.592,89.636,71.823
NM_011239,95.789,58.161,80.118,54.694,115.571,71.439,107.232,75.406,89.248,124.413,93.505,96.42,55.697,44.414,48.907,40.463,135.68,75.691,114.451,68.106
NM_145151,78.302,58.785,55.658,41.116,102.616,81.814,83.329,65.76,84.577,94.204,71.828,89.258,76.717,74.915,49.343,49.219,90.93,63.942,70.833,52.689
NM_001170935,75.428,70.887,72.972,75.814,100.382,83.716,96.089,83.01,85.978,79.01,86.287,80.559,72.96,70.224,64.488,66.862,78.678,66.308,68.617,59.613
NM_023136,98.763,67.818,73.026,58.374,110.895,72.445,75.344,67.088,105.629,155.067,110.415,135.441,51.709,36.184,36.675,23.387,50.751,38.633,43.288,38.826
NM_025463,83.237,56.434,65.115,51.545,103.039,78.037,83.792,60.45,75.914,84.619,72.504,62.164,65.241,49.427,49.821,44.198,86.644,51.97,64.359,46.113
NM_026444,79.386,87.684,69.882,79.466,88.01,92.672,79.371,81.355,95.974,88.022,85.821,79.312,67.21,65.185,60.93,59.167,94.08,87.785,77.53,73.908
NM_177613,85.437,71.131,61.312,52.514,101.324,79.31,85.743,63.097,84.33,103.815,79.172,89.11,70.516,67.421,41.468,57.242,95.7,74.508,72.734,60.579
NM_025946,93.531,73.126,83.845,58.505,98.245,80.387,84.719,56.256,98.25,101.694,73.254,102.34,82.861,73.718,56.648,69.364,79.049,64.052,66.18,49.453
NM_023223,91.547,54.059,72.637,43.428,111.973,66.495,89.352,64.414,61.347,79.229,41.189,76.964,39.373,14.719,30.881,14.055,91.584,63.698,85.871,55.721
NM_023554,104.853,67.696,70.253,57.206,102.777,74.947,101.613,68.77,105.101,133.32,95.607,87.326,81.302,67.741,62.829,60.94,100.166,66.091,82.588,67.622
NM_025965,78.78,87.774,66.422,74.727,84.103,93.396,74.318,81.407,83.343,88.19,76.165,76.55,68.354,73.792,58.779,64.742,78.719,80.703,70.158,69.792
NM_027194,81.047,73.528,68.768,62.732,89.826,85.904,68.734,69.607,86.024,96.06,69.845,84.776,58.976,60.333,47.586,50.798,68.389,70.506,54.498,57.404
NM_001204274,67.968,56.405,56.008,45.003,94.132,81.375,78.272,67.131,55.629,77.903,55.16,60.15,38.845,33.452,29.389,28.513,80.697,68.546,66.547,59.599
NR_110477,109.221,79.871,104.407,85.153,98.227,76.451,98.681,53.683,98.313,145.919,88.476,117.426,102.231,74.782,46.14,60.029,77.094,61.699,70.549,54.941
NM_146103,73.244,101.607,92.462,104.097,77.186,97.47,97.281,115.737,71.639,78.347,88.5,83.011,99.924,116.315,118.267,128.788,84.161,111.601,98.95,100.02
NM_146069,65.182,72.433,50.848,62.44,81.388,90.101,65.522,85.394,83.549,76.893,55.319,62.276,45.023,34.922,29.115,27.088,58.591,69.033,50.497,57.275
NM_025450,73.345,80.78,62.668,63.768,84.463,85.55,65.724,70.604,84.855,89.96,70.783,82.831,62.11,65.697,45.024,56.9,64.852,63.746,59.082,50.807
NM_001164480,71.65,73.589,56.442,66.809,92.757,77.239,72.319,63.441,85.736,80.847,71.614,74.251,72.085,55.499,58.714,46.818,82.162,79.284,66,66.83
NM_008568,63.672,48.956,56.282,42.035,102.219,66.934,80.231,67.328,76.442,79.894,53.291,70.289,29.689,14.286,23.708,9.791,55.684,51.168,46.454,43.696
NM_001302540,71.26,52.49,59.07,47.522,96.103,72.798,83.664,67.465,72.772,79.982,61.742,77.134,26.523,14.017,23.218,13.063,97.379,77.89,87.209,73.373
NM_133916,59.719,58.253,49.193,53.968,87.438,79.312,80.125,74.687,87.105,83.805,83.672,78.97,53.183,70.606,46.897,63.651,79.96,69.494,72.279,59.069
NM_011965,75.766,64.74,67.765,58.82,86.171,80.313,77.011,71.702,92.704,108.377,82.528,81.907,62.531,70.982,58.482,60.134,92.061,70.808,75.046,61.836
NM_053100,73.781,75.534,44.247,59.369,86.663,76.945,61.688,61.074,100.342,94.466,76.414,76.494,70.401,51.142,44.063,43.876,64.551,67.525,42.71,44.67
NM_133719,82.427,52.117,63.56,55.865,96.943,61.516,75.819,54.536,88.007,121.672,82.224,114.94,44.974,37.768,28.008,32.135,98.829,84.685,72.842,73.577
NM_008683,85.306,82.775,76.177,69.768,78.36,76.842,65.746,68.178,80.693,85.608,63.188,63.643,63.632,72.765,53.498,58.646,75.67,66.929,64.864,62.107
NM_025570,73.454,61.858,64.793,48.547,86.627,66.932,65.579,61.493,76.47,96.563,79.46,76.642,63.322,62.097,42.907,55.691,93.138,71.176,75.511,67.442
NM_008563,60.186,49.245,51.416,46.54,87.251,64.86,76.539,61.067,70.94,79.673,68.096,70.872,34.368,18.358,28.237,17.355,71.853,60.136,67.339,51.486
NM_001310770,77.329,63.008,74.25,61.998,81.59,70.196,71.135,65.607,65.771,89.177,61.437,60.841,66.802,63.383,58.075,60.257,85.869,57.174,75.753,58.613
NM_001347140,81.547,55.643,57.555,43.334,88.287,62.324,73.891,57.361,64.549,79.492,54.355,80.051,31.059,20.437,22.86,18.934,70.78,56.368,58.692,53.067
NM_001313695,48.856,41.042,43.554,36.077,82.32,67.599,71.685,64.234,82.561,83.158,70.604,72.409,27.478,16.228,22.298,13.767,51.134,38.508,42.885,33.209
NM_134081,63.6,43.057,48.487,35.325,86.175,60.404,65.02,54.317,61.224,80.629,50.154,65.442,38.01,21.984,27.489,19.067,69.184,50.5,49.145,36.492
NM_008564,60.042,47.104,47.464,42.022,86.287,60.289,70.992,55.892,67.815,77.492,57.015,70.139,30.123,16.652,25.452,14.371,73.904,46.892,61.817,47.708
NM_026033,70.983,70.752,63.006,62.402,77.417,68.869,71.384,66.141,72.632,82.062,57.958,66.506,57.595,54.438,40.64,46.113,69.585,61.334,54.837,47.872
NM_145421,75.178,73.18,58.844,60.5,80.688,65.486,67.769,61.876,74.28,89.963,55.22,80.45,72.222,49.882,45.09,38.993,98.731,89.212,71.211,69.259
NM_001302213,84.134,69.87,70.771,54.985,81.737,63.654,75.831,54.676,66.402,84.401,65.198,69.843,62.465,56.909,54.215,53.403,77.886,66.239,71.111,59.696
NM_025310,65.831,56.32,51.281,50.099,81.751,62.727,73.471,55.029,69.106,80.75,70.146,73.662,51.284,62.314,45.502,56.993,77.951,61.066,69.919,49.943
NM_025652,44.032,32.986,29.665,25.623,76.044,68.263,55.855,49.655,63.38,63.072,45.85,55.57,29.788,26.383,20.383,22.434,47.979,39.299,34.305,31.216
NM_009439,57.472,57.982,51.109,53.079,76.504,67.232,70.45,58.485,77.629,79.543,71.016,75.331,58.771,61.033,48.347,54.682,75.806,62.213,63.265,52.964
NM_001110305,68.377,61.905,44.902,48.166,76.072,66.013,51.777,46.091,72.875,84.534,61.551,73.371,68.585,61.878,46.781,47.341,57.77,55.089,42.715,38.29
NM_197982,52.781,53.111,46.017,43.556,71.591,69.24,64.931,59.266,69.859,80.614,68.622,75.245,40.964,57.418,31.986,47.915,63.578,51.466,59.429,47.588
NM_173430,63.994,56.887,57.884,55.74,77.709,62.541,74.504,56.092,53.38,54.166,59.983,60.135,44.808,44.749,36.859,44.102,74.155,57.299,62.017,48.688
NM_001013366,70.722,91.076,81.57,89.949,63.855,76.097,70.265,67.385,49.992,40.487,44.537,43.925,103.323,112.564,106.145,93.858,103.087,95.624,108.085,85.544
NM_008891,69.111,51.996,47.007,37.223,84.62,54.623,70.539,51.454,67.909,67.516,58.166,58.968,54.277,46.66,44.923,33.121,70.732,49.273,56.592,38.975
NM_028303,77.205,66.812,68.264,57.446,70.126,68.511,56.59,56.586,75.746,75.853,57.357,59.089,50.169,51.972,47.992,42.257,65.377,49.215,56.377,44.841
NM_183417,54.618,51.81,48.381,45.39,70.731,66.55,61.518,59.121,77.98,74.753,62.96,79.068,44.832,29.352,37.046,28.666,68.951,63.643,60.41,59.932
NM_026447,48.901,42.977,41.66,33.433,73.469,63.524,59.519,52.857,66.229,68.931,53.153,56.362,48.581,27.553,37.368,27.35,14.228,14.152,13.895,12.071
NM_026635,63.063,64.281,53.619,54.817,69.357,65.955,57.781,50.922,59.065,71.262,50.75,57.918,38.015,34.556,29.896,28.34,67.104,65.604,59.662,55.763
NM_025616,64.034,57.243,50.379,50.172,72.787,62.437,63.245,54.416,69.129,78.01,53.411,61.128,49.528,60.242,39.606,47.441,73.429,56.095,60.624,53.797
NM_023824,52.163,42.675,43.713,37.948,77.289,57.689,63.903,53.469,56.506,73,50.831,68.234,21.816,9.18,17.061,7.415,36.462,28.633,28.517,26.167
NM_026080,77.857,54.116,58.396,46.393,74.581,59.831,58.052,47.733,64.488,78.184,57.982,70.505,60.727,54.257,40.384,45.151,79.289,65.536,59.947,55.533
NM_001130169,58.038,56.322,53.853,48.389,69.513,64.108,61.356,54.887,75.178,86.837,67.104,66.641,37.347,43.063,32.896,38.586,74.017,62.22,59.318,53.873
NM_019682,67.717,58.688,57.345,49.719,76.478,55.229,60.585,53.51,71.645,69.476,65.768,62.172,31.903,38.053,27.723,36.455,61.954,60.841,58.206,56.359
NM_010213,46.642,43.282,43.465,35.245,71.032,60.146,58.209,48.659,82.21,82.905,60.549,65.824,22.149,18.571,16.141,13.993,34.144,34.608,22.323,20.843
NM_145417,47.023,59.878,41.494,56.134,64.419,66.728,52.785,52.975,62.305,64.778,57.131,58.792,41.022,42.948,47.256,40.369,48.71,56.61,43.261,49.99
NM_001037298,42.107,39.888,37.114,38.372,71.415,58.56,64.145,54.773,72.233,52.693,69.804,55.269,34.875,35.88,34.41,33.461,47.332,40.069,41.752,34.632
NM_001347536,47.548,44.298,32.499,30.399,72.132,57.183,53.958,46.419,74.209,76.851,65.538,51.556,26.042,13.447,19.914,10.722,34.747,25.532,25.933,18.889
NM_008704,74.332,59.786,64.124,56.085,67.893,61.125,55.326,56.12,69.924,89.425,65.98,72.585,50.221,61.991,39.169,53.318,74.483,61.825,65.101,56.219
NM_001301854,54.229,51.825,42.559,40.988,69.87,58.094,58.712,49.356,65.883,73.058,57.022,64.193,50.887,45.596,37.235,36.805,59.211,53.469,48.988,44.364
NM_001291282,49.506,48.025,43.794,37.532,65.49,62.028,51.445,51.599,47.626,47.885,41.357,42.716,42.082,20.161,32.957,16.325,53.959,56.572,42.84,41.984
NM_009103,47.631,39.204,43.151,32.737,68.487,58.045,64.082,53.027,46.676,60.328,43.215,50.983,20.868,12.423,19.651,10.388,48.639,39.705,42.347,36.033
NM_001146318,50.136,46.827,42.848,39.417,70.619,54.469,53.65,46.342,77.975,90.142,62.984,73.484,14.091,5.57,9.576,4.671,14.876,15.678,12.537,11.762
NM_008258,55.514,54.046,52.267,48.186,67.912,56.648,55.904,51.639,56.732,58.788,51.424,60.458,37.31,29.41,32.315,27.401,62.208,59.853,54.999,50.731
NM_008565,43.228,46.254,40.64,39.532,63.694,60.786,58.763,57.799,61.253,61.776,55.803,57.617,27.373,16.164,24.42,15.965,69.937,54.659,62.553,50.274
NM_007626,47.671,50.633,40.836,43.799,59.981,64.456,53.302,56.089,57.234,56.051,44.343,50.934,27.736,21.203,26.357,17.21,66.923,62.581,58.148,55.013
