,TPM_BALB_notx_rep1,TPM_BALB_notx_rep2,TPM_BALB_KLA_rep1,TPM_BALB_KLA_rep2,TPM_C57_notx_rep1,TPM_C57_notx_rep2,TPM_C57_KLA_rep1,TPM_C57_KLA_rep2,TPM_NOD_notx_rep1,TPM_NOD_notx_rep2,TPM_NOD_KLA_rep1,TPM_NOD_KLA_rep2,TPM_PWK_notx_rep1,TPM_PWK_notx_rep2,TPM_PWK_KLA_rep1,TPM_PWK_KLA_rep2,TPM_SPRET_notx_rep1,TPM_SPRET_notx_rep2,TPM_SPRET_KLA_rep1,TPM_SPRET_KLA_rep2
NM_010106,2246.403,2800.08,2159.732,2570.316,2985.532,3635.329,2716.738,3109.482,2933.037,2976.407,2843.572,3091.498,3656.545,3421.222,3335.19,3243.978,1971.644,1636.788,1740.163,1392.39
NM_007907,2680.737,2888.432,2196.923,2474.195,2946.857,2956.163,2520.092,2558.451,2315.433,2340.656,2190.923,2285.415,3534.909,3217.803,3050.831,2874.815,3697.784,4097.999,3176.918,3401.395
NM_012037,2106.064,2372.077,1777.472,2133.945,1479.742,1651.478,1327.132,1466.819,952.913,780.653,764.117,689.742,1923.184,2284.837,1592.063,1962.472,2325.486,2534.572,1973.415,2144.888
NM_008302,952.671,1223.138,801.427,1070.987,1299.719,1418.053,1187.016,1233.549,1384.1,1336.17,1385.019,1299.763,1405.535,1673.922,1288.232,1547.098,1774.99,1787.827,1510.81,1488.847
NM_010740,1142.714,1412.645,1064.838,1273.79,1025.108,1237.8,963.953,1082.443,1005.341,942.195,1046.494,999.736,1152.621,657.146,1376.63,635.249,1622.767,1953.539,1486.939,1626.373
NM_010185,907.213,975.641,802.852,793.034,908.651,995.168,754.434,861.08,1093.886,1040.508,983.712,971.496,916.103,945.551,739.353,861.837,567.282,676.896,469.491,536.868
NM_033617,999.451,980.954,1006.8,932.456,889.498,928.57,797.212,871.662,850.202,900.852,769.814,821.407,927.408,1160.718,804.111,1019.224,1364.299,1124.823,1177.013,1099.747
NM_030694,820.937,935.674,776.488,763.467,747.737,904.754,658.175,762.974,1142.358,1173.247,969.815,995.256,724.542,482.93,687.235,448.614,177.925,269.188,161.757,211.495
NR_038063,961.659,556.998,815.826,457.555,946.133,627.889,916.387,590.03,776.084,1012.329,736.236,674.687,881.08,614.589,641.45,657.025,357.017,345.897,409.716,251.894
NM_011333,519.434,469.376,2881.379,2907.85,737.838,809.104,4185.593,4684.742,2018.626,1635.77,5484.961,4075.204,439.5,163.957,1150.895,529.358,431.497,253.793,1638.144,1652.474
NM_013706,503.583,439.639,477.98,404.699,730.907,792.961,669.337,718.332,404.119,620.501,339.542,525.573,1053.99,638.613,850.078,583.061,2035.511,1761.123,1625.742,1497.189
NM_029767,971.192,812.003,837.971,712.214,773.734,649.028,682.312,582.375,940.24,1178.777,793.186,1033.14,1129.191,955.438,785.129,851.663,685.123,494.625,626.321,412.703
NM_012052,696.854,614.552,579.17,523.331,710.986,696.266,612.105,601.973,599.392,743.127,541.99,610.208,718.325,716.42,595.108,617.561,799.383,674.992,688.716,624.631
NM_007475,632.379,602.415,570.165,498.803,723.201,667.138,658.932,590.976,520.179,574.862,483.791,524.015,427.249,390.72,379.372,351.67,109.526,77.387,101.888,68.505
NM_007806,726.672,729.667,670.78,678.548,640.558,634.764,588.751,561.342,556.194,594.527,517.487,522.734,874.053,899.016,690.078,804.896,888.417,925.736,797.464,843.586
NM_009698,488.63,415.84,431.845,360.58,527.862,453.007,419.645,394.795,544.73,670.948,512.76,600.307,621.428,571.244,472.076,470.549,412.588,332.814,354.93,276.426
NM_018796,509.735,426.072,425.453,364.778,502.53,471.319,426.358,414.014,411.371,504.387,404.742,461.996,566.984,558.516,458.965,508.021,730.714,592.743,605.197,541.665
