ID,TMEcluster,Signature,Signature_score
GSM1523727,TMEclusterB,TMEscore,0.517934876984102
GSM1523728,TMEclusterC,TMEscore,0.690631995043232
GSM1523729,TMEclusterB,TMEscore,-0.460788646080284
GSM1523744,TMEclusterC,TMEscore,0.746351281162432
GSM1523745,TMEclusterB,TMEscore,-0.0311482263461238
GSM1523746,TMEclusterB,TMEscore,-0.531507208350536
GSM1523747,TMEclusterB,TMEscore,0.434565252515584
GSM1523748,TMEclusterB,TMEscore,-0.923499451370339
GSM1523765,TMEclusterB,TMEscore,0.264319529618325
GSM1523768,TMEclusterA,TMEscore,-0.618551566426336
GSM1523769,TMEclusterA,TMEscore,-0.34482101124377
GSM1523770,TMEclusterC,TMEscore,1.64251449452329
GSM1523771,TMEclusterA,TMEscore,-2.00053634816719
GSM1523772,TMEclusterA,TMEscore,-1.69299597731762
GSM1523773,TMEclusterA,TMEscore,-2.14385732315052
GSM1523774,TMEclusterA,TMEscore,-2.19302370350049
GSM1523775,TMEclusterB,TMEscore,0.339418935856439
GSM1523776,TMEclusterC,TMEscore,1.44824004395603
GSM1523777,TMEclusterB,TMEscore,-0.0276198234694276
GSM1523778,TMEclusterA,TMEscore,-0.519583009277278
GSM1523779,TMEclusterB,TMEscore,0.637096835581876
GSM1523780,TMEclusterC,TMEscore,0.466478520094792
GSM1523781,TMEclusterB,TMEscore,-0.538849586099652
GSM1523782,TMEclusterC,TMEscore,0.566063339888172
GSM1523783,TMEclusterB,TMEscore,-0.176760357643989
GSM1523784,TMEclusterB,TMEscore,-0.588086697495383
GSM1523785,TMEclusterB,TMEscore,0.204079482994285
GSM1523786,TMEclusterB,TMEscore,-0.225835309673994
GSM1523787,TMEclusterB,TMEscore,0.707284577163971
GSM1523788,TMEclusterA,TMEscore,-1.53798332713264
GSM1523789,TMEclusterB,TMEscore,-0.669272597121171
GSM1523790,TMEclusterC,TMEscore,1.0214009652113
GSM1523791,TMEclusterC,TMEscore,1.44009369143128
GSM1523792,TMEclusterB,TMEscore,0.323792313368889
GSM1523793,TMEclusterB,TMEscore,0.109168016509735
GSM1523794,TMEclusterC,TMEscore,0.919690466734728
GSM1523795,TMEclusterB,TMEscore,0.155253555865672
GSM1523796,TMEclusterA,TMEscore,-1.19542634201182
GSM1523797,TMEclusterB,TMEscore,0.33574198663989
GSM1523798,TMEclusterA,TMEscore,0.209408030807297
GSM1523799,TMEclusterB,TMEscore,0.601615196824307
GSM1523800,TMEclusterC,TMEscore,2.13334463091048
GSM1523801,TMEclusterC,TMEscore,1.31291805657208
GSM1523802,TMEclusterB,TMEscore,0.563740999130725
GSM1523803,TMEclusterB,TMEscore,0.234563051767075
GSM1523804,TMEclusterB,TMEscore,-0.456193507370096
GSM1523805,TMEclusterB,TMEscore,0.0746994374231225
GSM1523806,TMEclusterB,TMEscore,-0.0594773054417448
GSM1523807,TMEclusterB,TMEscore,0.0715540750575953
GSM1523808,TMEclusterA,TMEscore,-0.440912564130828
GSM1523809,TMEclusterC,TMEscore,0.791280039021897
GSM1523810,TMEclusterC,TMEscore,1.51474353586439
GSM1523811,TMEclusterC,TMEscore,0.792867103019961
GSM1523812,TMEclusterC,TMEscore,0.520100225141743
GSM1523813,TMEclusterB,TMEscore,-0.516126285038764
GSM1523814,TMEclusterB,TMEscore,0.515871064706818
GSM1523815,TMEclusterB,TMEscore,-0.107823484998745
GSM1523816,TMEclusterB,TMEscore,0.600272821471378
GSM1523817,TMEclusterB,TMEscore,-0.42862114326056
GSM1523818,TMEclusterB,TMEscore,0.847230934706409
GSM1523819,TMEclusterB,TMEscore,-0.135303534107701
GSM1523820,TMEclusterB,TMEscore,0.700584915410646
GSM1523821,TMEclusterC,TMEscore,0.954739015587274
GSM1523822,TMEclusterC,TMEscore,0.697413991459862
GSM1523823,TMEclusterC,TMEscore,1.48547493001163
GSM1523824,TMEclusterC,TMEscore,0.794391722426941
GSM1523825,TMEclusterB,TMEscore,-0.0550907066700472
GSM1523826,TMEclusterB,TMEscore,-0.11858786877564
GSM1523827,TMEclusterA,TMEscore,-0.390113940351651
GSM1523828,TMEclusterA,TMEscore,-0.710865888329778
GSM1523829,TMEclusterB,TMEscore,-0.0303610081106598
GSM1523830,TMEclusterC,TMEscore,1.1624547192621
GSM1523831,TMEclusterB,TMEscore,0.00599851242842273
GSM1523832,TMEclusterB,TMEscore,-0.389556372975407
GSM1523833,TMEclusterB,TMEscore,0.359795902529812
GSM1523834,TMEclusterA,TMEscore,-0.31554483395991
GSM1523835,TMEclusterA,TMEscore,-1.40684981234114
GSM1523836,TMEclusterC,TMEscore,0.391518814436981
GSM1523837,TMEclusterB,TMEscore,0.00331825120378761
GSM1523838,TMEclusterC,TMEscore,1.30448028587595
GSM1523839,TMEclusterB,TMEscore,-0.477787026205943
GSM1523840,TMEclusterB,TMEscore,0.0457205900775774
GSM1523841,TMEclusterB,TMEscore,0.388146129995331
GSM1523842,TMEclusterB,TMEscore,0.00226027781678314
GSM1523843,TMEclusterB,TMEscore,-0.481267483231341
GSM1523844,TMEclusterA,TMEscore,-1.0055906017795
GSM1523845,TMEclusterB,TMEscore,0.376378858876001
GSM1523846,TMEclusterB,TMEscore,-0.00669025958820434
GSM1523847,TMEclusterC,TMEscore,1.18941975073825
GSM1523848,TMEclusterC,TMEscore,0.967562387524448
GSM1523849,TMEclusterA,TMEscore,-1.26969410703619
GSM1523850,TMEclusterA,TMEscore,-1.9300142721532
GSM1523851,TMEclusterC,TMEscore,1.35469492086158
GSM1523852,TMEclusterB,TMEscore,0.207544146453674
GSM1523853,TMEclusterB,TMEscore,-0.189651956597096
GSM1523854,TMEclusterB,TMEscore,0.412552610893839
GSM1523855,TMEclusterB,TMEscore,0.147669280295277
GSM1523856,TMEclusterC,TMEscore,0.497851522480221
GSM1523857,TMEclusterA,TMEscore,-1.6255851184716
GSM1523858,TMEclusterA,TMEscore,-3.37552673870655
GSM1523859,TMEclusterB,TMEscore,0.0959094064831905
GSM1523860,TMEclusterC,TMEscore,1.36642561280934
GSM1523861,TMEclusterB,TMEscore,0.232901061460923
GSM1523862,TMEclusterA,TMEscore,-2.37237037805735
GSM1523863,TMEclusterC,TMEscore,2.13250532046338
GSM1523864,TMEclusterC,TMEscore,0.742966888720381
GSM1523865,TMEclusterB,TMEscore,0.110569830602161
GSM1523866,TMEclusterA,TMEscore,-0.233610158582244
GSM1523867,TMEclusterB,TMEscore,0.261919496451391
GSM1523868,TMEclusterC,TMEscore,1.11728908620246
GSM1523869,TMEclusterB,TMEscore,0.465347185577317
GSM1523870,TMEclusterC,TMEscore,1.4524517838703
GSM1523871,TMEclusterB,TMEscore,0.515481842343651
GSM1523872,TMEclusterB,TMEscore,-0.125955666857204
GSM1523873,TMEclusterC,TMEscore,1.26927332864565
GSM1523874,TMEclusterB,TMEscore,0.210302110395247
GSM1523875,TMEclusterB,TMEscore,0.309723594632551
GSM1523876,TMEclusterC,TMEscore,1.07584251406782
GSM1523877,TMEclusterB,TMEscore,0.0855800135308962
GSM1523878,TMEclusterC,TMEscore,0.821175472783571
GSM1523879,TMEclusterB,TMEscore,-0.0402400765264211
GSM1523880,TMEclusterC,TMEscore,1.13473918068372
GSM1523881,TMEclusterB,TMEscore,0.223013788806752
GSM1523882,TMEclusterC,TMEscore,1.74199889116069
GSM1523883,TMEclusterC,TMEscore,1.48756401246918
GSM1523884,TMEclusterA,TMEscore,-0.870867993811748
GSM1523885,TMEclusterC,TMEscore,1.77874077837005
GSM1523886,TMEclusterA,TMEscore,-0.876035896740045
GSM1523887,TMEclusterC,TMEscore,1.22375155443751
GSM1523888,TMEclusterC,TMEscore,1.64891805172968
GSM1523889,TMEclusterB,TMEscore,0.371968402531069
GSM1523890,TMEclusterB,TMEscore,-0.410375520855292
GSM1523891,TMEclusterA,TMEscore,-0.56160210910069
GSM1523892,TMEclusterB,TMEscore,0.363080043131017
GSM1523893,TMEclusterB,TMEscore,0.0609365765091289
GSM1523894,TMEclusterB,TMEscore,0.535944117860937
GSM1523895,TMEclusterC,TMEscore,1.24407940049971
GSM1523896,TMEclusterC,TMEscore,0.765208770347486
GSM1523897,TMEclusterC,TMEscore,0.799408265235378
GSM1523898,TMEclusterB,TMEscore,0.235498120608287
GSM1523899,TMEclusterB,TMEscore,0.755214270027876
GSM1523901,TMEclusterC,TMEscore,1.45457421218588
GSM1523903,TMEclusterB,TMEscore,-0.177523143005525
GSM1523904,TMEclusterB,TMEscore,0.129918793683202
GSM1523905,TMEclusterB,TMEscore,0.0485492093334405
GSM1523906,TMEclusterC,TMEscore,0.737475185396034
