,GSM904985,GSM904986,GSM904988,GSM904989
CIAO1,8.591477325,8.718141584,9.331367287,9.25552833
CIAPIN1,8.117864911,8.471641396,7.993818329,8.370213378
CIART,8.157675615,7.844411522,7.202305713,8.557873285
CIB1,11.47481592,11.69882114,11.37197224,11.39976432
CIB2,6.589479538,6.538835244,6.529628107,6.943662449
CIB3,5.4225133395,5.342448723,5.776278013,5.32941887
CIB4,4.236459301,5.635734953,4.506331841,5.462026952
CIC,8.29831648,8.516570699,8.537091994,7.949143103
CIDEA,5.933734576,5.454244325,5.644812239,5.963938952
CIDEB,8.788861918,9.815426169,10.13974648,7.660127345
CIDEC,7.066353395,6.965335194,7.078414081,7.177255697
CIDECP,5.759625499,5.715091072,5.647243449,6.037825515
CIITA,6.473406152,6.238022266,6.253587042,6.449708793
CILP,6.735837863,6.142105422,6.543578482,6.041743345
CILP2,4.749452264,4.8344155305,4.8709044895,4.922549382
CINP,7.11937043,7.237277454,6.942129838,6.844346435
CIPC,8.579449809,8.255594217,8.065455617,7.644663526
CIR1,8.222879364,8.464550444,7.830220804,9.391684443
CIRBP,8.702214383,8.869955399,8.46087867,8.342347246
CIRBP-AS1,5.899531242,6.0440923075,6.2520022675,5.923470341
CISD1,11.52833893,10.69214454,11.58409158,12.19482156
CISD2,7.678475777,8.14307978,8.205436356,9.139644885
CISD3,8.154258166,7.7779750405,8.3463089015,8.217465641
CISH,9.910084227,9.21680626,9.940825075,8.076995738
CITED1,6.500337324,5.980671451,6.847077128,6.627135566
CITED2,9.142177029,9.878831144,9.076052617,10.21822716
CITED4,8.484612363,8.630453337,8.403383514,7.931747866
CIZ1,7.2372985575,7.93039303,7.1678155475,7.476264471
CKAP2,5.295074288,5.330499369,5.341734724,5.783008766
CKAP2L,5.831300095,6.419078166,6.130170899,6.335607557
CKAP4,8.966628592,9.429223768,7.912282246,8.580466034
CKAP5,8.147135827,8.391683834,7.969791101,8.1822460045
CKB,10.75257941,10.22031387,10.47124473,8.950334274
CKLF,8.330737308,8.6596845615,7.747731254,9.164288573
CKM,5.108091152,5.300337299,6.311522312,5.652646442
CKMT2,9.98270549,6.511262548,8.994870857,6.671352117
CKMT2-AS1,6.1523835915,5.8611114125,6.0752949405,5.593828721
CKS1B,9.055665905,9.444817222,9.025812016,10.54217514
CKS2,9.544971352,9.088169925,9.997644926,9.362834976
CLASP1,7.18361561,7.265241054,7.179510959,7.482645344
CLASP2,7.038356678,6.8876948515,7.635873046,6.6658544015
CLASRP,7.641976572,7.799305709,7.591736918,7.342752565
CLC,4.822298585,5.16286349,5.803985013,5.854809962
CLCA1,4.489772824,4.665475174,4.729741208,5.009642601
CLCA2,3.798915766,3.7962679715,3.724819893,4.185804807
CLCA3P,2.80196206,3.25817912,3.145428106,3.023140334
CLCA4,3.367754665,3.346426027,3.19337808,3.04008878
CLCC1,7.561196458,7.464059376,6.929185032,8.473956491
CLCF1,7.874185169,8.54394774,8.329423317,7.930283849
CLCN1,6.388943775,6.249255181,6.44209505,6.536506393
CLCN2,6.985520277,6.782613931,7.511673857,6.674351048
CLCN3,9.0121739785,8.986681288,8.810260823,9.4451660345
CLCN4,5.42611079,5.795366736,6.255807438,6.13480277
CLCN5,8.772855886,7.604582604,8.912099052,6.13700176
CLCN6,7.940642888,8.342908401,7.943079892,7.353604572
CLCN7,8.548376185,8.450270735,8.864754334,8.119212496
CLCNKB,10.00734288,6.17179551,10.09894301,6.839501051
CLDN1,7.1649423305,7.053073177,6.968291942,7.45454729
CLDN10,11.50901294,10.18984016,11.86068815,11.29188242
CLDN10-AS1,3.677883088,3.367137345,3.838546318,3.430776718
CLDN11,6.803763412,3.876529192,6.230520151,4.663957414
CLDN12,9.858036343,9.756779633,9.506642228,9.673616644
CLDN14,6.457291992,7.140705681,7.383295199,5.954767674
CLDN15,7.0820823945,7.2605257735,7.1695463045,7.0784408155
CLDN16,9.176134791,6.626675098,9.234428954,6.143337727
CLDN17,6.426730466,6.524812905,6.542689531,6.887543685
CLDN18,5.4633372145,4.9614476695,5.2270947375,5.09561362
CLDN19,7.896217624,6.36675248,6.999148836,6.64248645
CLDN2,11.50474277,10.77800416,12.09762985,8.281366647
CLDN20,4.486278749,4.476899634,4.713857301,4.424427255
CLDN23,5.451820744,5.330499369,5.839992099,5.4062123
CLDN3,9.2906178685,8.465791459,9.0771380015,8.8835041855
CLDN4,7.229014061,7.824447205,6.956695743,7.228123988
CLDN5,9.217231661,11.06688147,8.861517633,8.530141111
CLDN6,6.6634867555,6.2763827505,6.424449992,6.29999732
CLDN7,10.21749615,8.343809987,9.003292944,9.900654337
CLDN8,11.14561115,4.094546352,10.22892447,4.281070425
CLDN9,6.154380406,6.033376518,6.543307671,6.23846966
CLDND1,7.282007558,7.998937185,7.4446805575,8.3465885625
CLDND2,5.545615623,6.118038946,6.20481154,6.407382292
CLEC10A,6.885861091,6.38617467,6.627615858,7.134385595
CLEC11A,7.820973857,7.53084964,7.143977558,7.255831113
CLEC12A,4.199809768,4.863430975,4.154627928,4.434549847
CLEC12B,3.6689484765,3.642022675,3.9034547875,4.1603625115
CLEC14A,8.059299745,10.54480926,7.37606841,8.704607478
CLEC16A,7.0024823985,6.5692646395,6.6497259505,7.0447203255
CLEC1A,6.56705659,7.796172844,6.015712928,6.14608059
CLEC1B,5.730914488,6.031833241,5.489873083,5.533823192
CLEC2B,7.6338911475,8.324658169,6.325860041,7.957372679
CLEC2D,3.944590859,4.524988481,4.429066731,4.956353131
CLEC2L,6.722866114,6.148680233,6.423080852,6.461315044
CLEC3A,4.797436064,5.102141396,4.6806628,4.550187991
CLEC4A,5.7404183015,6.566411628,5.765201038,7.466060957
CLEC4C,3.5706506025,3.615307777,3.619688673,3.7356772965
CLEC4D,4.75834779,4.744828542,4.711489422,4.8623785965
CLEC4E,5.97894667,6.2527039465,5.904731876,6.55468711
CLEC4F,4.811567089,5.218121998,5.506914763,5.520863725
CLEC4G,5.84421114,5.150025863,5.191441028,5.23161666
CLEC4GP1,4.923842724,4.793010338,4.914722372,4.946112548
CLEC4M,4.9099180895,4.929511689,5.348049513,5.02011736
CLEC5A,5.487100431,4.11327113,4.201545551,4.499703141
CLEC7A,5.480986808,5.7121501905,5.2706104975,7.1669917225
CLECL1,5.0940560535,4.9627564235,5.2782568935,5.3196181865
CLGN,4.823744123,6.975893201,4.973359926,4.353351203
CLHC1,6.412591006,6.387622475,5.808659459,5.791929013
CLIC1,11.96664273,12.30957311,11.55369059,12.49777861
CLIC1P1,4.222192073,4.295504448,4.466137857,4.358564588
CLIC2,7.438776759,7.541283428,7.154858352,10.40821362
CLIC3,5.956656481,4.911250254,5.788854617,6.118180955
CLIC4,8.476369761,8.423034058,10.22521468,11.19848125
CLIC5,7.304866103,5.445655224,6.656188047,5.655168569
CLIC6,6.9410688845,5.5001600085,6.1396214485,7.282628125
CLINT1,8.837107493,8.440003989,9.332437378,9.825562328
CLIP1,6.7122890065,6.7972636755,6.644424597,6.4495529575
CLIP1-AS1,4.861982098,5.05210532,5.345657076,4.926688357
CLIP2,7.787299273,9.119013401,6.767874528,7.735830354
CLIP3,6.397531644,6.5692964075,6.342895901,6.4558506215
CLIP4,7.799314854,5.9897076805,7.593107355,8.3128272755
CLK1,8.664440822,8.912325128,8.632588382,9.328815734
CLK2,9.110699196,9.516008153,8.932101429,9.562091082
CLK3,7.4443154305,7.6303200655,7.348543339,7.7374250785
CLK4,5.873106311,6.084988226,5.851495796,6.6224090345
CLMN,8.430260334,8.2543098185,7.9947329265,5.977556427
CLMP,5.5346841915,4.5619028695,5.4407847385,4.1648309305
CLN3,8.870371536,8.839755062,8.9533480705,9.2051374275
CLN5,9.979376607,8.887500452,9.803422206,9.491584852
CLN6,6.830384628,7.228214754,7.14608723,7.247899927
CLN8,7.609719344,7.354045811,7.778482243,7.29274036
CLNK,5.588018096,3.870023023,5.538906154,4.481741447
CLNS1A,8.041579265,8.5571474535,8.2049206755,8.308538735
CLOCK,8.242747348,8.778520258,8.3329484185,7.994255349
CLP1,7.308959167,7.67325626,7.3031769555,7.2476110315
CLPB,7.0214444135,6.999485391,7.4067764935,7.241729641
CLPP,9.543025332,9.588807453,9.80962508,9.947067304
CLPS,5.939114815,5.656474978,6.35794039,5.475105603
CLPTM1,9.0578280605,8.9342625225,9.8434591015,8.578623343
CLPTM1L,10.53209687,11.35142978,10.74970428,11.26309687
CLPX,8.5415471285,8.3057037915,8.6935540095,8.555757727
CLRN1,4.293799595,4.434741852,4.248761436,4.89697121
CLRN1-AS1,4.736470307,5.122701027,4.520800307,4.432579435
CLRN3,9.744621108,11.77984028,11.14052762,11.29573924
CLSPN,3.9513895535,3.8478871755,4.2183125015,4.260903017
CLSTN1,10.38146735,10.68493441,10.12810819,9.953154372
CLSTN2,7.7153884165,5.0010181935,6.94456966,5.148980133
CLSTN2-AS1,4.327245173,4.282963027,4.233397866,4.486931795
CLSTN3,8.218876825,8.143245663,8.159601826,8.208768878
CLTA,9.734905076,9.4951141035,9.8547343615,9.644507032
CLTB,8.8388619595,8.518961492,8.474606105,9.094716394
CLTC,4.475675347,3.898490128,3.422255591,3.85176807
CLTC-IT1,3.940129315,4.097336036,4.047002253,4.080169034
CLTCL1,6.505491112,6.976412823,6.691176404,6.242258535
CLU,9.9104955395,10.5307483545,9.402082041,12.120563365
CLUAP1,7.429296131,7.490307974,7.295466413,7.630242266
CLUH,8.942467217,8.485855393,9.091566971,8.6200728895
CLUHP3,7.152599409,7.368960581,7.561566071,7.075995056
CLUL1,6.12616743,4.386772806,6.501303347,4.763306903
CLVS1,4.664785977,5.750698535,5.621402499,5.103467048
CLVS2,3.726290051,3.456971418,3.778855989,3.346851068
CLYBL,8.930465758,7.446641402,8.526036036,7.906313045
CLYBL-AS1,4.507257956,4.31657206,4.281427404,4.13411139
CLYBL-AS2,4.404251972,4.438615242,4.728021455,4.625258261
CMA1,5.260801945,5.843228813,5.530399417,4.731014916
CMAHP,6.484064237,5.9942199085,6.4828593345,7.032659667
CMAS,7.447157035,7.428821819,7.6224408905,8.604194264
CMBL,11.34402075,11.19613902,11.51888086,11.0914153
CMC1,10.00038415,8.89038989,10.20845397,9.557573177
CMC2,10.53308151,10.13297857,10.56344307,10.13672562
CMC4,9.800122347,10.672140745,9.569218211,10.041199285
CMIP,8.073148517,7.775422924,8.073064793,7.651534687
CMKLR1,6.117318743,5.900319047,5.879740609,5.791929013
CMPK1,10.23907637,10.27900735,10.17249214,10.53303869
CMPK2,8.367558304,9.424237732,7.116350544,8.705595952
CMSS1,9.367819981,8.952107351,9.479964215,10.67418587
CMTM1,5.1097631215,5.2140252575,5.2747808235,4.755339352
CMTM2,5.78297704,5.551621103,5.34359007,5.396862332
CMTM3,7.463665681,8.984607639,7.35576421,8.34492481
CMTM4,9.544640959,8.573712744,9.654533214,8.941647191
CMTM5,6.082510145,6.138308636,6.250666877,5.861231639
CMTM6,8.2733355255,8.1266580565,8.6588436915,8.2540965675
CMTM7,7.111953059,6.9201647985,7.128125526,6.9153767975
CMTM8,8.048415939,8.245018947,8.444916624,7.684104032
CMTR1,8.173631796,8.263010964,7.845505803,8.172230716
CMTR2,9.368372399,9.262909844,9.651970808,9.654987952
CMYA5,6.715321263,5.481677782,7.203602909,6.0118194515
CNBD1,3.872509695,3.880625661,3.547394826,3.960861271
CNBD2,4.7150105,5.021183393,4.974886678,4.959414806
CNBP,10.372883424,10.43746665,10.3181773795,10.8130527385
CNDP1,7.346112064,6.257792407,8.157367024,6.6438293
CNDP2,7.480218005,7.711437758,7.901126029,7.522344305
CNEP1R1,9.201758827,9.417661209,9.022341861,9.854964473
CNFN,6.10568493,5.891864804,6.396226113,6.704273092
CNGA1,7.288027408,5.052752893,6.757890484,5.707153351
CNGA3,3.43233012,2.935266211,3.236299059,3.222837153
CNGA4,4.918548034,4.289288952,4.822067588,4.989815139
CNGB1,5.457559103,5.502585667,5.879583063,5.239805033
CNGB3,4.10518445,3.9237391675,4.2807257555,3.912637799
CNIH1,10.3116724015,10.7472904255,10.3826131715,9.8008127985
CNIH2,7.408317071,7.190439669,7.551415008,7.267574859
CNIH3,5.79557165,5.0515923405,5.496579886,5.4759826255
CNIH4,8.15892681,8.312353037,8.287617674,9.1157149275
CNKSR1,5.975842344,5.502585667,6.182342544,5.148336557
CNKSR2,3.965266097,3.76292224,3.597207651,3.914709257
CNKSR3,6.8829371545,6.786269972,6.582943988,7.1743072225
CNN1,8.614174392,7.406274168,8.356610483,7.886962787
CNN2,8.839579103,8.623086707,8.354351621,7.762367883
CNN3,11.417793025,11.523788945,11.44990533,11.615967195
CNNM1,6.414991175,6.018877143,6.023895656,6.02293491
CNNM2,7.51183087,7.259379294,7.707361948,7.004859698
CNNM3,8.374481363,8.990579669,8.156427348,8.358699143
CNNM4,7.101284138,7.331979658,7.02691253,8.157523478
CNOT1,8.487363043,8.271929628,8.299592843,8.072430245
CNOT10,7.609101353,7.72812769,7.805897825,7.718649488
CNOT11,9.614827815,10.31652974,9.402310217,10.0231823
CNOT2,7.341284388,7.2238585545,7.1377612205,7.362927574
CNOT3,5.479194002,5.436383841,5.520248407,5.419799402
CNOT4,5.208066487,5.723843744,5.640818579,5.514859819
CNOT6,8.6947952695,8.690037864,8.6541490155,8.962939235
CNOT6L,6.574090921,6.905338539,6.300208342,6.613471675
CNOT7,5.982486251,5.6546599925,6.1977107435,6.287144546
CNOT8,8.907534178,8.897987633,8.437837336,9.837531572
CNOT9,6.992218438,7.092227785,7.040289983,7.6497813705
CNP,8.2512864805,8.0387807655,8.2510084585,7.840599672
CNPPD1,8.6772005915,8.7978930735,9.0620607475,8.785336331
CNPY1,3.467540312,3.45478509,3.560056146,3.66610715
CNPY2,10.35768967,9.9432287645,10.43509935,10.732910455
CNPY3,6.7989445025,6.813424866,7.1969582325,6.902995778
CNPY4,7.324140374,7.7129080215,7.574829901,7.3204214275
CNR1,4.607553872,4.729210427,5.225607996,4.8263272725
CNR2,5.733941603,6.20838169,5.918725632,5.936092029
CNRIP1,8.387624058,9.076918349,7.650149292,8.695730015
CNST,6.7632611435,7.3676967565,6.9848171995,7.050342424
CNTD1,5.9947049,5.174187687,6.263481547,5.81913547
CNTD2,7.971394903,8.144918731,8.217589398,8.102862348
CNTF,4.235079048,4.581357756,4.266970688,3.664881859
CNTFR,7.122170278,6.758588528,7.186792769,7.036372129
CNTFR-AS1,4.8918206945,4.560627844,4.6684482885,4.5162862785
CNTLN,5.602545843,6.4168655275,5.1880457865,5.8286619565
CNTN1,6.7162572475,3.7944036645,6.194554717,4.543062861
CNTN2,6.05809714,5.630996902,5.8340866515,6.0528262145
CNTN3,9.006653107,3.97300999,9.329732305,3.988371496
CNTN4,6.036009268,6.785650963,6.094553426,5.9783904005
CNTN5,3.41346241,3.3955539085,3.565867284,3.412708844
CNTN6,3.717956402,3.69364644,3.658855355,3.512097222
CNTNAP1,6.68822894,6.156406854,6.67869145,6.324757543
CNTNAP2,4.684310052,4.2284475385,4.7770918295,4.06132753
CNTNAP3,4.381642314,4.232254813,4.466137857,6.072628459
CNTNAP3P2,5.733941603,7.01286202,5.790881971,6.197923991
CNTNAP4,4.1630830865,4.667707936,4.8344701475,4.6127210905
CNTNAP5,4.662989013,4.8811141295,4.9168579025,5.036861847
CNTRL,5.62572563,5.906888152,5.7839366915,5.4584777365
CNTROB,7.0120308665,6.7014629165,6.965002684,6.7973020155
COA1,5.851277662,5.7184424085,5.7751922245,5.552422497
COA3,9.648473313,9.340047358,9.7952309225,9.157225577
COA4,9.781568908,9.995069389,10.00720074,9.935881722
COA5,9.625143542,9.0742433545,9.781651471,9.9093133975
COA6,9.493856066,9.334021804,9.641945392,9.453160339
COA7,8.0956683235,8.015274685,8.379510195,7.465864894
COASY,9.684193552,9.031027358,9.780646375,9.134469006
COBL,7.8445840305,7.979115672,8.2510335895,6.827176369
COBLL1,6.997075803,5.197407749,6.272017655,5.090832465
COCH,7.070030688,5.237692678,8.630030882,5.315365088
COG1,5.737699731,6.033159179,5.628380572,6.963091004
COG2,7.008418608,6.7607811025,6.9740955955,7.4967786685
COG3,6.0334576165,6.614050983,5.7853100685,6.6153485475
COG4,9.104955528,8.967545062,9.03825022,9.152213952
COG5,7.87312545,7.79781315,7.474177099,7.857726283
COG6,6.396331812,6.322421391,6.3999839645,6.6004485035
COG7,8.434130843,8.56282636,8.306238884,8.669752141
COG8,8.279608271,7.8567598175,8.1198788685,8.009295606
COIL,7.912361062,8.343334168,7.5352045255,8.052037526
COL10A1,5.452014106,4.362978903,4.756014639,4.203572418
COL11A1,3.904268658,3.52299028,3.596669862,3.83569371
COL11A2,6.9039329985,6.761321289,7.096606971,7.2100351995
COL12A1,5.661082624,6.281012122,5.649426166,5.281195453
COL13A1,6.852318591,6.851184736,6.551079332,6.735721211
COL14A1,6.799422513,5.028750165,5.564880034,5.9829949895
COL15A1,10.32338138,11.31775126,7.322913863,8.23416564
COL16A1,8.565331995,7.962782814,6.981611217,7.439542968
COL17A1,5.47419387,5.605387607,6.057487961,6.128219826
COL18A1,10.338452725,10.29363375,9.3611068955,8.9694220645
COL18A1-AS1,6.225710455,5.775547912,6.303082968,6.007053409
COL19A1,5.280241703,5.088358975,4.922619523,5.654790927
COL1A1,8.160596076,8.498507081,6.599933488,8.277316755
COL1A2,10.0057783,11.26353909,7.185076947,10.53473584
COL20A1,5.213973177,5.5725594905,5.3330370835,5.3641383015
COL21A1,7.12617011,11.03629082,6.093043931,8.042465828
COL22A1,6.731799617,4.654275143,5.602329646,5.306801038
COL23A1,6.523228995,9.788706575,6.035105029,9.639495375
COL24A1,3.507650632,4.403114438,3.525960373,3.501058738
COL25A1,3.580386541,4.031451049,3.552288035,3.811925125
COL26A1,6.368258835,6.4539788975,6.7653659325,6.7013072105
COL27A1,8.077428716,8.311508841,7.993699596,7.654980917
COL28A1,4.843604933,3.7961948425,4.6202659955,3.5674241425
COL2A1,4.0673542835,4.43332876,4.4127084615,4.765620186
COL3A1,9.802513232,10.97216451,7.77476747,9.114975019
COL4A1,10.7489637185,12.582170195,9.84566148,10.947358965
COL4A2,9.9349258455,11.726285155,9.2137320225,9.9097939155
COL4A3,5.482147522,4.9253408,5.679560222,4.76446405
COL4A3BP,8.467533396,8.28834545,8.864288766,8.629821355
COL4A4,8.641411128,7.178528889,7.662893087,6.178085123
COL4A5,6.9956528075,5.609494773,6.4735933495,5.8795214645
COL4A6,5.960908583,4.040781212,5.396710252,4.252649777
COL5A1,6.917287752,7.955322143,5.938389978,6.927931376
COL5A2,7.7885730355,9.1049711095,6.6471510435,8.1961632085
COL5A3,5.9158546915,7.365184686,6.180548743,6.4964632885
COL6A1,6.0786944695,6.3823122345,6.462203182,6.1690318335
COL6A2,8.3858236895,9.2081080015,7.273658626,8.459208116
COL6A3,9.693023639,11.47072341,7.624870022,9.068191855
COL6A5,3.918499048,3.8716998455,3.637314537,3.8952957555
COL6A6,3.783388708,3.786458953,3.7107606485,4.4548909505
COL7A1,7.281529125,7.0380486925,7.040891783,6.7421781275
COL8A1,4.819188823,6.008604774,4.274238232,6.682889251
COL8A2,5.726506704,5.6064008845,5.768749589,5.767691512
COL9A1,4.4940159385,4.7699319785,4.597466441,4.745865605
COL9A2,6.5315388075,5.565172887,6.4687645965,6.1424755055
COL9A3,6.295014815,6.90514758,6.606081963,5.373275804
COLCA1,9.8449823205,9.557354573,9.893000691,9.7321798805
COLCA2,7.3827396,7.359153147,6.998378017,6.962129842
COLEC10,5.539135631,5.103886369,5.066006503,5.119341131
COLEC11,9.612016615,8.557631298,11.00348439,10.13545562
COLEC12,8.21620877,4.547124061,6.407987538,5.591964195
COLGALT1,7.7453071245,8.6031034265,7.4251314095,8.246252953
COLGALT2,6.0582389355,6.0649072395,5.8304428695,5.5031776475
COLQ,6.739969106,5.608239684,6.261620787,6.396252249
COMMD1,9.955883084,10.06890325,10.15230324,10.87901069
COMMD10,6.903157906,6.597962232,7.31165046,8.135995534
COMMD2,8.6246065655,8.4329093685,8.277851645,8.9014069695
COMMD3,9.982062418,10.21045335,10.34432273,10.84065433
COMMD4,9.491822837,9.151934868,9.676097774,10.14962848
COMMD5,6.9740989075,7.1422127225,7.240841147,7.0911310775
COMMD6,9.6755299125,9.4306467845,9.623236469,9.4976204625
COMMD7,8.3563834185,8.3236410885,8.511459313,8.4066684515
COMMD8,11.50284983,10.31731413,11.81052314,11.10601719
COMMD9,9.0094338,8.497858351,9.260899895,8.942079374
COMP,7.324617793,5.235289555,5.201199053,5.176525823
COMT,8.6664738895,8.591833975,8.5264397855,8.403606001
COMTD1,8.480613424,8.270246951,8.619995723,7.73349025
COPA,5.46498594,5.050480012,5.4193899715,6.126808508
COPB1,10.44079972,10.68291666,10.41739442,10.31208348
COPB2,7.1086966485,6.859929718,7.063240645,7.0594751565
COPE,8.1752001025,8.1836379645,8.384890444,8.2726830015
COPG1,9.73177913,9.712685454,9.632892436,9.817419857
COPG2,5.6374939705,5.580698173,5.260135425,5.29004171
COPG2IT1,7.619119907,5.753409067,6.563342161,5.234957222
COPRS,10.61636892,10.11833229,10.76945921,10.79371636
COPS2,8.864726782,9.2896686615,9.1219529065,9.348493505
COPS3,9.282176653,9.515533291,9.194870499,9.600475805
COPS4,7.0792298705,6.9077566935,7.0986391225,7.1349778195
COPS5,10.71518686,10.01603975,10.80732811,10.79886784
COPS6,9.800583638,9.6757966525,9.9068751425,9.932584615
COPS7A,9.675027609,9.16468928,9.734683297,9.316743294
COPS7B,6.778708756,6.707517639,6.971470783,6.990274881
COPS8,8.089267988,7.7735849965,8.1683654365,8.6506437055
COPS9,8.1659392905,8.048800122,8.47313202,8.305046127
COPZ1,10.368648565,10.1550732835,10.421726355,10.9258677
COPZ2,7.602618449,6.6544711675,7.9447175755,8.5305381615
COQ10A,8.280687859,7.725656494,8.749654054,7.756044433
COQ10B,7.160987251,7.130597858,7.1334546185,7.184768468
COQ2,7.135209319,6.325679478,6.700722692,6.499821435
COQ3,8.532849538,7.3242984905,8.433732617,7.78241873
COQ4,9.0362252665,8.8467665995,8.94147286,8.884056593
COQ5,10.28045809,9.765584671,10.50960005,10.47792715
COQ6,8.521790441,8.406545322,8.946632775,7.673752535
COQ7,7.69891017,7.674589,7.82597181,8.226351746
COQ8A,7.2042595,6.6598409475,7.931206509,8.4948167025
COQ8B,6.282879372,6.394478095,6.35817016,6.3283123525
COQ9,9.23082835,8.3757923595,9.111129434,8.7133839665
CORIN,5.089804549,5.196105745,5.343214287,5.206863163
CORO1A,7.459198045,8.161806413,7.053227262,8.767147387
CORO1B,8.590688709,8.6160072785,8.957143989,8.3801044715
CORO1C,9.493819437,11.15939262,9.738964225,10.027808425
CORO2A,5.249230309,4.805205824,4.9871412135,5.9996646065
CORO2B,7.590578454,6.133562967,6.52112159,4.796927808
CORO6,5.644101957,6.082531023,5.916733687,6.085212216
CORO7,7.038595655,7.060092349,7.105594438,7.243955188
CORT,5.733941603,5.291607755,5.937144527,5.17056265
COTL1,10.22105,9.638848718,11.02697858,8.468385882
COX1,14.51245004,14.45580937,14.49411577,14.43214226
COX10,6.527974493,6.161542933,6.669766093,6.1412288755
COX10-AS1,6.228477457,6.242519562,5.661209719,6.020645066
COX11,8.573480358,7.872143471,8.5374709955,7.912108191
COX14,11.05927481,10.65070701,11.41458756,11.04130899
COX15,8.386527281,8.252357407,8.1405572265,8.526628471
COX16,11.49016735,10.93576314,11.36763607,10.61183658
COX17,5.332579189,5.930988914,5.669418418,5.733685355
COX18,6.847880128,6.6143708195,7.155757162,6.7442767915
COX19,6.812501737,6.4050591895,6.530608899,6.310516239
COX2,14.517920065,14.43798049,14.56536459,14.39612297
COX20,9.785954202,9.449992759,9.88103172,10.69599852
COX4I1,9.977093132,9.8241500565,10.0559901285,9.8935302585
COX4I2,6.774619896,8.953693987,6.555633091,7.468335069
COX5A,10.1183096905,9.523436352,10.1204994825,9.0708598275
COX5B,12.682958225,11.86287747,12.62536313,12.52443829
COX6A1,9.624432077,9.1061544,9.911265749,9.2344015625
COX6A1P1,6.281886199,5.64780009,6.549603342,6.362502527
COX6A2,6.223451911,6.186337703,6.731741706,6.877787635
COX6B1,11.95953166,11.35371089,11.82710354,11.51848142
COX6B2,6.117318743,6.181381464,6.884784663,6.442785501
COX6C,12.8779063,12.29254371,12.80752754,12.82786021
COX7A1,10.9755491,10.40490239,10.4408476,10.76476323
COX7A2,12.76236898,12.37204392,12.63623764,12.45197045
COX7A2L,11.44835855,11.05777507,11.56669169,11.627699
COX7B,11.3954687135,10.100588506,11.394320077,10.1147165135
COX7B2,4.45954408,4.414252034,4.466137857,4.36351071
COX7C,13.05793858,12.62485158,13.07279965,13.32438169
COX8A,13.02034689,12.25439459,12.92432687,12.45355048
COX8C,3.459127457,3.884727025,3.96194556,3.910875354
CP,5.9611199185,8.6309773625,6.0483027895,12.317202395
CPA1,4.669495585,3.699885579,3.957692011,4.021014826
CPA2,6.662149939,6.623079855,6.364756933,6.181320593
CPA3,8.531319961,7.178875736,6.635661073,8.116104581
CPA4,6.784970564,6.18582441,6.977375385,6.138188076
CPA5,5.997211717,5.532437494,5.930147722,5.708001817
CPA6,3.2728852395,3.8997194985,3.141372585,3.910416059
CPAMD8,6.879320745,5.488329329,6.16680899,6.404565137
CPB1,5.066022366,5.253209775,5.016154113,5.470461904
CPB2,3.684835141,3.717457328,2.970886782,3.171512053
CPD,8.331212623,8.50603858,8.042790368,8.05896348
CPE,9.3328918465,11.34159889,8.2870511465,9.729051308
CPEB1,5.514456113,5.226015738,5.7659766785,5.6692836075
CPEB1-AS1,4.18468508,3.875345856,4.063717616,3.921346484
CPEB2,6.85673736,7.461644928,6.705855867,6.947653783
CPEB2-AS1,3.774017217,4.117351239,4.313774064,4.158270027
CPEB3,6.8048125975,6.281266841,6.877678666,5.550552374
CPEB4,8.8036481685,7.717456391,9.1170900745,8.667785937
CPED1,8.133556495,7.7344126725,7.5367263885,7.44019529
CPLX1,5.02703766,6.183190006,5.263866768,5.491018149
CPLX2,5.742765106,5.697169645,6.019054322,5.815118455
CPLX3,6.63480915,6.1479820265,6.6462063265,6.5743124535
CPM,8.449196068,7.824633355,7.911018457,6.83929274
CPN1,6.391966093,6.205575565,6.153705481,6.252778812
CPN2,5.623851107,4.989914921,8.095162886,4.778756683
CPNE1,8.768838071,8.896623753,8.966580348,9.222376529
CPNE2,8.793553591,10.39276195,8.234318625,9.140035515
CPNE3,10.867056895,10.400111047,11.03171036,10.76444249
CPNE4,4.2818011965,3.8887475355,4.872724436,3.770525496
CPNE5,6.189585481,7.32819452,5.611924271,4.831447936
CPNE6,6.261272776,6.225584244,7.6597411635,6.588726135
CPNE7,7.161629073,7.035649444,7.404720282,7.000384889
CPNE8,7.723111742,8.395271935,8.124507182,8.255210452
CPNE9,6.103356087,6.626143351,7.006978158,6.511139287
CPO,5.878596325,5.410557106,5.968451033,5.794532394
CPOX,7.92639937,7.847706433,7.940291506,9.138406439
CPPED1,8.799991543,8.602768101,9.199564443,9.233101957
CPQ,10.23909786,9.34593251,10.138507163,9.863009246
CPS1,6.496004107,5.643712735,5.9001404425,7.629055156
CPS1-IT1,4.820256799,5.106613086,5.15049639,5.463121867
CPSF1,6.264770317,5.984566653,6.365302084,6.118412088
CPSF2,7.660469359,7.982103926,7.890758145,7.59703566
CPSF3,8.9061997,9.026577812,8.918431375,9.962528613
CPSF3L,7.8567911725,7.688775586,7.618887816,7.629304594
CPSF4,8.768662543,8.892699813,8.780821969,9.100776164
CPSF6,8.752100539,8.807577233,8.199430419,8.795412123
CPSF7,6.257763699,6.6335288605,6.3012668145,6.294485989
CPT1A,6.142075376,6.77354051,6.515652908,6.6806711615
CPT1C,5.308732377,5.818494211,5.670705758,5.663186476
