NProg ProgFP eES ProgBP Rgl Gaba Sert DA OMTN RN NbM NbML1 celltype
0.107505133876477 0.0541504436442594 0.00456263442616526 0.28919700272509 0.495902842718696 0.00184970352423216 0.00122991631183011 0.0028351453452066 0.00600138840917006 0.00134822843029053 0.0043849319630743 0.00231340418164563 hRgl2a
0.836899767995228 0.019442391591037 0.00494800108693569 0.0788835168550289 0.00856024112331153 0.00344518597483632 0.00123635072773975 0.00266425210957565 0.00597482688741482 0.00405535817073596 0.011019206657542 0.00498160886070126 hNProg
0.0260544286973653 0.0302753122916507 0.00818209758815452 0.833056278486619 0.0446170340892998 0.00443915375975782 0.00216296551751383 0.00196905023188084 0.0105680485274581 0.00207747861041449 0.00625437493828944 0.00438676494370042 hProgBP
0.0138517707763813 0.83932878297164 0.00341600470539442 0.0117542501162414 0.0671010513147657 0.00442178591318547 0.00271319928692774 0.00318115118257422 0.0109407865113771 0.00264504716485316 0.0036996967138352 0.00351210313570331 hProgM
0.644005166611103 0.0273754935587631 0.0148562953497733 0.0679889069198722 0.0443051658021332 0.0171502635137834 0.00856387615772997 0.00861300019285591 0.0343230351766567 0.0211423566766692 0.035770801103743 0.0244827685656403 hNProg
0.000858872439126848 0.00171469804991758 0.000284346352649684 0.00104020809183306 0.000931619557045319 0.00319530828632026 0.00642530852242489 0.00823348556540467 0.961435428389889 0.00354760747194121 0.000687908715086197 0.0100603993140503 hOMTN
0.0354813269996765 0.0106009548277653 0.00122589531562128 0.272567691081459 0.667193945515407 0.000396656217367597 0.000108069851113881 0.000239926470191191 0.00262934583504719 0.000169504665367163 0.000671522999467077 0.00104228220260951 hRgl2a
0.510960806749729 0.0168860328570992 0.0157288188569781 0.0226809191437932 0.0128752821551152 0.0349469626282681 0.0305668102553003 0.0432809489473356 0.128235955978096 0.0539904464482488 0.031199360171245 0.0425354296027515 hNProg
0.0205060265136546 0.0249267740767392 0.00391054419788202 0.79491911996041 0.102071471192359 0.00360379713052778 0.00109001635677261 0.00276598353002659 0.00530321073093293 0.00262486900833037 0.00490684812916472 0.00378752398830669 hProgBP
0.0386140692137737 0.00546300323338712 0.00411025684220168 0.0105759951110968 0.00416277728372383 0.0878898594635497 0.0434731155599463 0.633364556371771 0.032594451949455 0.0379750821712119 0.0270031056220895 0.0557847761291334 hDA0
0.0645589926816056 0.00217453545752463 0.00291197982362347 0.0149308761978062 0.00356088117415229 0.0109272594206826 0.00144505286281809 0.00522654015640942 0.00944369421386339 0.0112117945767471 0.851118430455794 0.00913123109412117 hNbM
0.00183664885077124 0.000361271803690718 0.000368304587332193 0.000447933816311268 0.000291209909569687 0.00946345899635304 0.0204662322754797 0.0116667068390367 0.932574290408938 0.010003049860268 0.00314654609419251 0.00741323929052364 hOMTN
0.0411882740073307 0.0389248814366995 0.00612136249916789 0.787959558916642 0.0471604370743579 0.00403858775508669 0.00227505553317655 0.00679555530179395 0.00633654341232125 0.00625463087009976 0.013044337089483 0.00685241165314777 hProgBP
0.00638165960949503 0.00149791694770081 0.00147922102005332 0.00343953818375166 0.00134380501968626 0.0160634231433464 0.00839468126827656 0.00607657351354133 0.919785106932959 0.0163931114878162 0.00212324974452657 0.00962414849588667 hOMTN
0.0354754021199353 0.0251244615561362 0.00501111114821342 0.803159126158573 0.0743095474596939 0.00421102041792647 0.00127291804828085 0.00344933375525715 0.00477702985418517 0.00429467707059355 0.00329590915372313 0.00451736430243564 hProgBP
0.724535260255852 0.0243499395595523 0.00878412078919955 0.0920342831953976 0.0148949553599832 0.00717639863914551 0.00476041482323499 0.00787070828755104 0.0126380697547827 0.00961455866470628 0.0303509027912088 0.0175476471983703 hNProg
