	ID	Description	setSize	enrichmentScore	NES	pvalue	p.adjust	qvalues	rank	leading_edge	core_enrichment
HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS	HALLMARK_E2F_TARGETS	187	0.659860344976694	3.44803775177188	1e-10	7.14285714285714e-10	3.30827067669173e-10	4040	tags=66%, list=23%, signal=52%	CCNE1/CKS1B/TFRC/PSMC3IP/CDKN2A/RAN/KPNA2/MAD2L1/RPA3/SPC24/KIF2C/RANBP1/DLGAP5/RRM2/MTHFD2/NME1/MYC/RAD51C/PRDX4/LMNB1/DCTPP1/MELK/PCNA/MCM2/DSCC1/XRCC6/AURKA/CCNB2/EZH2/TRIP13/RACGAP1/MCM6/NOP56/MCM7/PRKDC/MCM4/KIF4A/PRPS1/UBE2T/NAA38/CDKN3/CDC25A/PHF5A/POLD2/CDK4/AURKB/EIF2S1/STMN1/HNRNPD/SPC25/RFC2/CKS2/TIPIN/HMGB3/MCM3/USP1/TIMELESS/MYBL2/CSE1L/CDC20/NASP/POLE4/SPAG5/RPA1/DUT/PTTG1/CHEK1/SSRP1/RPA2/NUP205/DEPDC1/PLK1/RNASEH2A/MLH1/ZW10/UBE2S/NOLC1/CDC25B/MSH2/CDK1/GSPT1/CDCA8/DIAPH3/TCF19/TRA2B/HMGB2/CDCA3/EED/TACC3/UNG/LYAR/NUP107/HELLS/SLBP/POLA2/PSIP1/RAD51AP1/PRIM2/CHEK2/ATAD2/RAD21/BUB1B/SMC3/KIF22/AK2/POP7/DONSON/NUDT21/NAP1L1/RFC1/SMC6/GINS1/GINS3/TBRG4/EXOSC8/DCLRE1B/RBBP7/CDKN2C/SNRPB/HMMR/SMC1A/GINS4/PNN/RFC3
HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT	184	0.514781488933346	2.70747370246742	1e-10	7.14285714285714e-10	3.30827067669173e-10	3226	tags=48%, list=18%, signal=40%	HSPA8/CKS1B/EGF/KPNA2/MAD2L1/SNRPD1/PTTG3P/KIF2C/CDC45/SAP30/MYC/ODC1/KATNA1/DKC1/UCK2/PRMT5/LMNB1/E2F1/PBK/MCM2/CDC7/NDC80/NCL/AURKA/CCNB2/GINS2/MT2A/EZH2/NEK2/RACGAP1/MCM6/BUB1/KIF4A/MNAT1/CDKN3/EXO1/CENPA/CDC25A/CDK4/AURKB/STMN1/HNRNPD/CBX1/CCNA2/FBXO5/CKS2/HNRNPU/HMGB3/CDC6/CUL3/MCM3/MYBL2/CDC20/NASP/TPX2/RAD54L/KPNB1/PTTG1/CHEK1/RPA2/PLK1/UBE2S/NOLC1/UBE2C/CDC25B/CHAF1A/KIF23/DTYMK/CDK1/SLC38A1/GSPT1/TRA2B/SFPQ/RAD23B/TACC3/HOXC10/E2F2/TRAIP/G3BP1/POLA2/PRC1/PRIM2/POLQ/RAD21/TTK/CCNF/CUL1/EWSR1/KIF22
HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	HALLMARK_INTERFERON_ALPHA_RESPONSE	92	0.563408255308528	2.67338864120761	1e-10	7.14285714285714e-10	3.30827067669173e-10	2232	tags=41%, list=13%, signal=36%	BST2/EPSTI1/CXCL10/LAP3/IFI44/PSMB9/RSAD2/CXCL11/OAS1/IFI30/OASL/PSME2/IFIT3/CMPK2/MX1/IFI44L/PSME1/IFIH1/PSMA3/IFI27/ISG15/NMI/TAP1/ISG20/IFIT2/UBE2L6/B2M/PSMB8/HERC6/BATF2/LY6E/GBP2/RTP4/CASP1/HLA-C/IFI35/USP18/PLSCR1
HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	HALLMARK_INTERFERON_GAMMA_RESPONSE	196	0.508463654196243	2.67602093082097	1e-10	7.14285714285714e-10	3.30827067669173e-10	3000	tags=43%, list=17%, signal=36%	BST2/FPR1/TNFAIP6/CCL7/IDO1/EPSTI1/CXCL10/LAP3/IFIT1/IFI44/PSMB9/RSAD2/GBP6/HLA-DRB1/PSMA2/CXCL11/PNP/IFI30/OASL/PSME2/IL6/CD38/IFIT3/STAT1/VAMP8/MTHFD2/SRI/CMPK2/MX1/IFI44L/PSME1/IFIH1/PSMA3/IFI27/ISG15/FAS/CD69/MT2A/HLA-G/NMI/TAP1/ISG20/UPP1/IFIT2/PLA2G4A/UBE2L6/ARL4A/B2M/FCGR1A/PSMB8/CD274/HERC6/BATF2/LY6E/RTP4/ICAM1/HLA-B/SOD2/CASP1/VAMP5/PFKP/NAMPT/IFI35/USP18/PLSCR1/HLA-A/PTPN2/NUP93/DDX58/ITGB7/CFH/IRF8/CMKLR1/TRAFD1/NFKB1/DDX60/GCH1/PSMB2/OAS2/KLRK1/GZMA/MX2/CASP7/SPPL2A
HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	HALLMARK_MTORC1_SIGNALING	192	0.626229877865209	3.2684281614069	1e-10	7.14285714285714e-10	3.30827067669173e-10	4103	tags=62%, list=23%, signal=48%	PGK1/HSPE1/TFRC/LGMN/PNP/IFI30/DDIT3/ME1/ENO1/RRM2/PSMD14/MTHFD2/HSP90B1/PGM1/EIF2S2/SLC7A11/PSMC2/ARPC5L/PSMA3/MCM2/PDAP1/P4HA1/PSMB5/EEF1E1/ASNS/HSPA9/GSR/IDI1/LDHA/AURKA/HSPA5/PRDX1/NUPR1/PSMA4/DHCR24/IMMT/BUB1/PSMC6/HSPA4/MCM4/CCT6A/HSPD1/GLRX/TRIB3/PSMD12/PSAT1/CDC25A/PPA1/COPS5/ETF1/CACYBP/TPI1/TXNRD1/GLA/PSMD13/RAB1A/GBE1/GAPDH/SLC2A1/GPI/RPA1/CTSC/STIP1/RRP9/ABCF2/SHMT2/NUP205/PLK1/CTH/GCLC/SCD/IFRD1/ATP6V1D/HK2/HPRT1/NFIL3/NAMPT/GMPS/CXCR4/PHGDH/YKT6/PDK1/VLDLR/M6PR/UCHL5/INSIG1/HMGCS1/QDPR/UNG/LTA4H/FKBP2/CALR/PPIA/ACTR3/MLLT11/CCNF/RDH11/SLA/HMBS/RPN1/EBP/SLC1A5/SEC11A/ALDOA/ACACA/PNO1/SKAP2/EDEM1/TOMM40/PSMC4/SRD5A1/SERP1/PSPH/CYP51A1/DAPP1/ACSL3/SQSTM1/GSK3B/FGL2/SQLE
HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	HALLMARK_MYC_TARGETS_V1	188	0.711778057178901	3.69313546557084	1e-10	7.14285714285714e-10	3.30827067669173e-10	3509	tags=70%, list=20%, signal=56%	PGK1/HSPE1/TYMS/C1QBP/SNRPG/PSMA6/RAN/KPNA2/MAD2L1/PSMA2/SNRPD1/CDC45/PSMA7/CCT4/SNRPD2/SSBP1/NDUFAB1/RANBP1/PSMD14/NME1/MYC/ODC1/CCT5/EXOSC7/RPS10/PRDX4/CCT2/EIF2S2/ILF2/SNRPA1/PCNA/MCM2/HDAC2/EIF4A1/SLC25A3/HNRNPR/XRCC6/CLNS1A/LDHA/TXNL4A/RFC4/PHB/CCT7/PSMA4/RRM1/PSMD1/MCM6/NOP56/MCM7/PSMC6/AIMP2/MCM4/TCP1/HSPD1/FBL/SSB/NOP16/POLD2/CDK4/COPS5/PSMD7/LSM2/ETF1/PPM1G/EIF2S1/HNRNPD/GNL3/CCNA2/HNRNPU/HNRNPA2B1/COX5A/CSTF2/CCT3/USP1/IMPDH2/PWP1/CDC20/PSMA1/EIF3B/UBE2E1/CYC1/MRPL9/VDAC1/KPNB1/DUT/RRP9/SNRPD3/HNRNPA3/RPS3/DDX21/PSMD3/HSP90AB1/VBP1/NOLC1/IFRD1/TARDBP/HPRT1/NCBP2/XPOT/UBA2/PSMD8/GSPT1/HDDC2/TRA2B/MRPS18B/NPM1/HDGF/RAD23B/PRDX3/HNRNPA1/APEX1/G3BP1/SRPK1/PSMB2/U2AF1/EIF3J/PSMB3/CNBP/STARD7/PPIA/CUL1/VDAC3/TUFM/LSM7/HNRNPC/PHB2/MRPL23/NCBP1/NAP1L1/EIF3D/NHP2
HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	HALLMARK_OXIDATIVE_PHOSPHORYLATION	182	0.648400891504775	3.37835050310775	1e-10	7.14285714285714e-10	3.30827067669173e-10	3664	tags=63%, list=21%, signal=50%	NDUFB3/LDHB/UQCRH/ACAT1/UQCRFS1/NDUFS6/NDUFA6/ETFA/NDUFAB1/TIMM8B/TIMM10/UQCRB/NDUFS4/SLC25A5/SDHB/TIMM17A/COX7A2/MRPL11/DLD/NDUFB2/NDUFA1/POLR2F/SLC25A3/COX7B/HSPA9/AFG3L2/LDHA/ACAA2/COX17/MDH2/SLC25A4/GRPEL1/MRPL15/COX6C/VDAC2/IMMT/NDUFS2/HSD17B10/ACADM/IDH3B/CYB5A/LRPPRC/NDUFB5/ETFB/NDUFA4/COX7C/TIMM13/COX5B/UQCRQ/ABCB7/MTX2/MDH1/NDUFS1/AIFM1/NDUFC2/COX5A/ATP6V1H/FH/ATP6V0E1/SUCLA2/SDHA/PHYH/OAT/GPI/CYC1/VDAC1/UQCRC2/ALAS1/SUCLG1/HCCS/NDUFS3/SURF1/BAX/PDHB/ATP6V1D/MRPS11/ATP6V1C1/NDUFA9/MRPS30/NDUFB8/COX4I1/ACAA1/FDX1/NDUFV2/SUPV3L1/PRDX3/ATP6V1F/UQCRC1/DLST/MRPS22/MGST3/IDH2/CASP7/ECHS1/DECR1/ATP6V1E1/VDAC3/TIMM9/TIMM50/CYCS/UQCR11/PHB2/ISCU/COX7A2L/PDHA1/NQO2/SLC25A20/NDUFV1/NDUFA8/PDK4/COX6A1/PDHX/NDUFB1/MFN2
HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2	HALLMARK_MYC_TARGETS_V2	58	0.615126460819299	2.61225606759253	5.16415681121701e-10	3.22759800701063e-09	1.49488749798387e-09	4303	tags=66%, list=25%, signal=50%	HSPE1/MYC/RABEPK/DCTPP1/PHB/NDUFAF4/NOP56/AIMP2/MCM4/HSPD1/PES1/NOP16/CDK4/GNL3/MRTO4/WDR74/RRP9/PLK1/BYSL/NOLC1/PPAN/HK2/WDR43/NPM1/SUPV3L1/UNG/IPO4/NIP7/PRMT3/TFB2M/LAS1L/RCL1/TBRG4/MPHOSPH10/FARSA/PUS1/DDX18/GRWD1
HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR	HALLMARK_DNA_REPAIR	140	0.429972679197353	2.16424599086045	1.80087532888645e-09	1.0004862938258e-08	4.63383125561425e-09	3654	tags=42%, list=21%, signal=34%	TYMS/RAD51/RPA3/PNP/FEN1/NME1/CMPK2/POLR1C/PRIM1/UMPS/POLR2F/PCNA/TAF13/RFC4/COX17/ZWINT/ADA/POLB/RAE1/POLR2G/CLP1/RBX1/RFC2/GMPR2/IMPDH2/SF3A3/POLE4/GTF2B/POLR2K/DUT/SSRP1/RPA2/SURF1/GTF2H5/POLR2H/SUPT4H1/TAF9/RFC5/POLR2D/HPRT1/NCBP2/DGUOK/HCLS1/POLR2C/DAD1/POLA2/SDCBP/NUDT9/BRF2/GTF2A2/POLR3C/TSG101/SNAPC5/SAC3D1/NUDT21/STX3/RALA/NT5C/EDF1
HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	106	0.459276912283224	2.2321049846071	4.18360219204554e-08	2.09180109602277e-07	9.68834191842125e-08	3553	tags=40%, list=20%, signal=32%	IGFBP1/CKS1B/IFIT1/STC2/EIF4A3/PDIA6/MTHFD2/HSP90B1/DKC1/EIF4A1/ASNS/HSPA9/HSPA5/NOP56/RPS14/PSAT1/LSM1/EIF2S1/LSM4/EXOSC9/EXOSC2/EIF4G1/FUS/IMP3/RRP9/NOLC1/EIF4EBP1/EXOSC4/XPOT/POP4/CEBPB/NPM1/WIPI1/DDX10/CALR/ATP6V0D1/EIF4A2/ATF4/SEC11A/SRPRB/NHP2/EDEM1
