Row	MMRd_C106_T	MMRd_C109_T	MMRd_C110_T	MMRd_C111_T	MMRd_C114_T	MMRd_C115_T	MMRd_C116_T	MMRd_C118_T	MMRd_C119_T	MMRd_C122_T	MMRd_C123_T	MMRd_C130_TA	MMRd_C130_TB	MMRd_C132_T	MMRd_C137_T	MMRd_C138_T	MMRd_C139_T	MMRd_C142_T	MMRd_C143_T	MMRd_C144_T	MMRd_C146_T	MMRd_C147_T	MMRd_C152_T	MMRd_C154_T	MMRd_C156_T	MMRd_C158_T	MMRd_C163_T	MMRd_C164_T	MMRd_C165_T	MMRd_C167_T	MMRd_C168_T	MMRd_C169_T	MMRd_C170_T	MMRd_C173_T	MMRp_C103_T	MMRp_C104_T	MMRp_C105_T	MMRp_C107_T	MMRp_C112_T	MMRp_C113_T	MMRp_C124_T	MMRp_C125_T	MMRp_C126_T	MMRp_C129_T	MMRp_C133_T	MMRp_C134_T	MMRp_C135_T	MMRp_C136_T	MMRp_C140_T	MMRp_C145_T	MMRp_C149_T	MMRp_C150_T	MMRp_C153_T	MMRp_C155_T	MMRp_C157_T	MMRp_C159_T	MMRp_C160_T	MMRp_C161_T	MMRp_C162_T	MMRp_C166_T	MMRp_C171_TA	MMRp_C171_TB	MMRp_C172_T	Normal_C106_N	Normal_C107_N	Normal_C109_N	Normal_C110_N	Normal_C111_N	Normal_C112_N	Normal_C114_N	Normal_C116_N	Normal_C122_N	Normal_C123_N	Normal_C124_N	Normal_C125_N	Normal_C126_N	Normal_C129_N	Normal_C130_N	Normal_C132_N	Normal_C134_N	Normal_C136_N	Normal_C137_N	Normal_C138_N	Normal_C139_N	Normal_C140_N	Normal_C142_N	Normal_C143_N	Normal_C152_N	Normal_C155_N	Normal_C157_N	Normal_C162_N	Normal_C165_N	Normal_C170_N
cP3	0.012332705	2.588673485	-1.882665615	-0.996428179	4.691780663	0.301338914	7.065376445	1.682748852	0.547107027	0.132328339	-0.831932185	-0.32557431	-0.879131304	-2.960143822	-1.854126667	-0.666344573	4.305297445	8.70378167	-1.429600106	-2.448656253	-2.002650647	-0.77756212	0.789675324	5.595437245	2.965135908	-1.501629334	-0.824409018	-2.361016108	-1.821647394	-0.633002172	-1.503132909	-1.585034574	-5.042034969	-1.37842313	1.915236844	-0.748020522	6.577526114	-2.786642028	-0.832127749	-1.320609259	-2.750471571	-0.306509537	-1.11588596	-0.816730848	1.678716909	-0.652367015	5.38621984	2.005941872	-1.726638668	-0.174298609	4.955567699	0.172508186	1.581165009	1.189996946	-1.024100171	-0.789157562	1.55618055	2.261885076	-0.470107304	2.387306326	52.50838462	0.186159237	1.10584111	1.205405518	0.304357351	1.252349613	-1.755840984	-1.673789826	-1.329999736	-0.649788614	0.058908635	-0.751840723	-1.842931741	-1.514817595	-2.334968357	-4.332114759	-2.523888109	-1.956634534	-0.774638917	-0.337889207	-0.248565798	-1.826578441	-0.749931361	4.429996493	0.543727227	2.415566807	-0.464528085	2.352582118	0.356325498	-0.475249982	-4.803143362	0.681067139	-0.859851723
cMA01	-3.236733617	3.460320059	-4.660267122	-0.437917128	3.212593085	-2.304760645	-6.242211765	-4.648248715	-2.515442091	-1.590288197	-4.603492328	-2.849736208	-5.397261546	-1.165922692	-3.930453175	3.868995572	9.996292848	8.677248057	-2.883076979	-5.073011468	-4.314120853	2.032464532	-2.588511046	-1.750150148	-4.876199993	-1.678410808	-1.828567622	-6.467032998	-2.375888537	-4.453517334	-4.37042106	-4.15084098	-5.667344619	-2.946039767	-0.222667341	-2.945912182	-5.08603556	-0.43729767	2.104715599	-1.480691667	23.32834232	3.991160366	-2.492166701	1.691924424	1.387704997	-4.049435782	-4.151275237	2.54719255	-1.000101183	1.520816363	4.499394482	-1.268700953	7.904837709	0.76140754	3.450176175	1.490807182	0.583811636	-2.384457972	8.335539	-2.282690623	-12.35477808	-0.659114672	8.20807295	2.129755185	-0.070659857	5.270888123	-5.978578646	7.498842701	1.634254304	-2.993718316	-1.917138586	1.160578988	-2.739112377	4.283897042	-0.955212366	2.43418847	-7.066576766	28.08873332	-4.157690911	4.72131831	0.908794473	-3.126941598	-3.928575483	-5.453819539	-2.519292033	-0.401765628	-3.33041027	-0.691521739	-2.735539188	-0.638577815	-2.141981432	-3.43528766	-5.370694178
cM01	10.77905737	49.16096475	90.13668491	65.2840624	7.604006868	38.74884057	9.52025142	9.363429217	4.327332825	27.41146276	28.74107098	35.73568226	12.89830393	6.675716948	84.50926014	55.51993671	20.00103413	13.65759973	37.16354877	21.99719888	30.36396681	34.14709975	11.27927805	10.86549452	3.082221702	78.53761259	1.9753607	12.07367101	129.644093	13.75475341	40.12641593	50.53853532	85.13003428	28.07288032	4.926808591	6.305537936	4.366094828	32.11397785	42.93495006	8.031841592	80.83131804	31.9775562	58.99253967	14.45158092	6.425458976	100.8709062	72.48654907	3.875562226	23.98513937	39.45751069	8.049128295	16.99319278	27.69500466	9.041037195	13.03431634	19.29040111	30.3368969	24.09196547	62.46499171	36.93638387	-7.632658184	7.050685427	21.29207621	5.561963534	-1.291294616	1.652549849	-4.008535448	18.89681197	-1.318379573	1.035783835	0.936807643	6.058473043	-4.885637629	7.23855421	-3.094126119	-4.492641194	-5.999419343	-3.189046866	-3.117433866	6.082233146	-1.451218731	0.193591108	20.8492678	-3.095725534	-1.315852079	-1.232989898	-0.750165146	1.036863937	2.375106274	0.230141785	-5.34604295	6.328140902	-2.801046094
cM02	5.024133727	14.94913751	54.85179712	53.24932078	10.26569898	9.536101713	26.55617152	48.66829265	1.027791622	11.41218181	53.77373	19.43362954	24.06657583	17.85874481	13.49952771	2.323744916	18.30867372	6.625128698	14.024661	10.93836062	18.05984395	68.63285438	12.43820365	6.923487711	10.85590893	72.78474159	3.193129854	7.297839481	94.36284125	21.96867261	55.23598947	15.42568421	74.14825406	25.46262045	25.42612446	10.62635335	4.593855222	27.9498316	98.88308732	9.244205462	80.59708996	61.83163474	82.98617399	12.19483562	47.29752764	24.96451272	18.34186882	27.34058608	39.73654808	38.19402102	11.18671689	18.89523072	54.04865037	14.46147022	95.83052394	32.67070605	46.23000476	25.72219392	111.5893005	19.83071875	-4.670664871	12.35519546	44.90307789	8.859289377	-2.706332471	-1.802028749	-1.235887791	-2.261737778	8.778443337	2.159298072	-0.628735425	5.857100214	3.076298634	0.442347799	3.356744817	-4.404696552	-6.148668732	0.526224386	-3.863630448	6.286596128	0.419343472	-2.220231343	-3.642010106	-4.124626041	-2.149487858	-2.067178716	-3.577019585	-1.006837909	-1.23414166	10.20085508	-0.460574609	1.306591337	-5.126162214
cM03	1.073159599	0.110729263	-0.571231472	-0.808870405	-1.125209788	0.178934708	-2.533342634	-0.722831911	0.424160459	-0.374449934	-2.870871758	-0.805365032	-1.319420535	-4.111523309	-0.351620641	-0.488005319	-0.941013592	-1.369081481	0.017760264	-2.84401102	-0.774227149	-0.63395973	-0.209731251	0.348453311	-2.513393024	-0.69238293	-1.015425642	-1.450762908	-1.954319332	-0.419042334	-1.350126515	-1.407867093	-3.741522766	-1.185620167	-1.190462605	-0.503821177	-0.780303208	-2.951149106	-1.015170214	-1.459789224	-4.179545587	-2.571024655	-1.264119646	-2.428326119	-0.725862193	-0.79834152	-1.678310527	-1.322539812	-1.588078663	2.214466493	-1.943047165	0.050242138	-1.601385673	-1.789069918	-0.515708356	-0.935687748	-0.25065428	-0.052630992	-3.548707201	0.52592971	-6.077340078	-2.390105998	-0.116584549	2.783185875	0.181948698	1.125875289	-1.619134102	-0.209703096	-1.133448838	-0.7851108	0.37760693	-0.507970319	-2.485357305	-1.665829124	-2.210041204	-4.536014733	-4.073946735	-2.111572413	-0.898988048	-2.553702776	-0.371086873	-1.980271173	0.230625844	-2.924437527	1.403326451	-0.003101425	0.196996092	2.215339159	0.705039266	-0.206992157	-1.902353959	0.516266741	-2.332034112
cM04	-0.760977787	-0.928904884	-1.495405864	-0.346872682	-2.252052469	-0.853003871	-2.707095596	-3.617152228	-0.944733022	-1.252592164	-4.335091341	-2.258044369	-4.136661683	-5.8594535	-1.703015619	0.365605952	-2.491254038	-2.475191462	1.064237432	-4.167275702	-0.803948492	-2.749940275	-0.659320116	-0.972123286	-1.568821014	-0.409340827	-2.675519796	-4.007237159	-1.611898826	-1.564385023	-2.235069716	-2.822584692	-2.96957048	-1.377583461	0.035827736	-0.691139163	-3.199160623	-1.523812843	0.299852674	-0.863533597	-3.958705427	1.244263292	0.735337416	-4.400719959	-2.623190687	-2.010186506	-1.288509162	-2.766516768	2.851604541	-0.461332309	1.55955322	-0.996421369	0.647454933	-2.708669066	0.561120988	-1.471540283	-0.232417163	1.554665935	-2.702254776	-0.785511215	-7.487447132	-1.460671288	-0.849343903	0.545295516	-0.849655453	-0.24718739	-2.580474961	-0.462649523	-0.825662921	-1.328767459	-1.123700385	-0.425258588	-3.489939698	-1.413565735	-2.029732792	-6.216654407	-5.668968677	-0.382224546	-1.810837085	0.18789206	-0.864831076	-0.339447093	-0.693949658	-1.679773096	0.138852154	-1.056123878	-1.141386348	1.307449023	1.640707339	2.885988265	-0.846654801	2.161603441	-3.547759241
cM05	0.449309978	0.062774741	0.594341803	-0.780506827	0.98897109	-0.282398017	-1.995738695	0.291757487	-0.037571031	-0.606691298	4.962447314	-0.776544615	-0.370584037	7.568272942	-2.307577926	-1.662230944	0.227355619	-0.885100152	-0.755079173	-3.479625621	-1.793178018	-0.719342793	0.866434973	-1.545045996	2.190779667	3.231486583	-1.744068466	-2.569343929	-1.413003794	0.605493997	-2.186233597	-1.941839707	-4.029597283	-0.843252136	5.519568299	-0.35052564	-0.433783531	-2.59149877	8.327519428	0.475162344	-3.910965561	7.881134908	1.396211771	4.806443227	-0.199768534	-1.355319325	1.438880977	-0.664834012	2.905608564	7.166822113	2.206149055	1.628358814	2.365041851	-1.324754723	3.262320396	0.219939938	1.434777894	5.682048666	-0.511539972	0.355991715	-1.808191068	-0.710971094	-0.076786873	2.146822184	0.140766813	0.655536699	-1.947089219	-2.900023303	-0.487726488	-0.673874929	1.065302493	-0.023256786	-1.679207086	-1.747478234	-0.160406933	-3.840842841	-4.408300282	-0.400971541	-1.374926054	-2.843199034	-0.836563596	-1.155741791	-1.349464978	-1.74629084	-0.040926102	-0.061911505	-0.7027449	1.711641928	0.197574234	2.815676304	-3.849147772	0.224659485	-1.974647847
cM06	0.268187612	0.217004585	-2.372890214	-0.590463603	-0.277948468	-0.141505497	-1.778713496	-2.713559932	0.560816655	-0.755749765	-1.522812974	-0.586515475	-2.264615111	-4.049073292	-1.616180269	-1.50023425	-2.969602588	-1.219698924	-2.513744906	-2.230360869	-3.074539852	-1.6266329	-0.53126502	-0.081564756	-2.00891054	1.518798557	-2.216692316	-2.873891999	-2.036868631	-1.125770224	-1.745136901	-2.063139765	-4.504751228	-1.251025361	3.224820528	0.513575954	-0.458360368	-3.186498629	-0.293997236	-1.546746488	-3.78396457	1.752059812	-1.379746609	2.787774047	0.555256193	-1.48680936	-1.863175095	-1.481414367	0.367456485	4.835509357	-0.820527626	0.150708351	-0.533754282	-2.011298736	-0.924298971	0.44711018	-0.979458381	0.193759739	-4.18530007	-0.242517833	-5.941068749	-1.30894756	-0.522554798	0.752176211	0.295086255	0.798117394	-1.759763236	4.037297719	-1.799023676	0.153032927	-0.384157192	0.508230412	-3.149620509	-2.584043552	-1.864645327	-5.24134928	-4.363000809	-2.525474475	-0.887411943	1.07542008	0.455769614	-1.902448229	-1.20311281	-1.963994269	1.929036009	-0.323752441	0.183026635	1.86319838	-0.086649112	-0.923391564	-4.520941026	2.114624231	-2.247064458
cM07	9.138325111	0.407344795	1.083148676	0.237581148	-0.447302565	7.438362838	0.215978615	0.006592174	1.773273163	-0.023828564	6.33090505	1.282575605	1.028327586	-2.069830512	1.573078615	10.97722372	1.015780202	1.178552774	3.948357662	-2.452253839	1.487508304	-1.197131488	3.2779878	7.163721005	-2.526627899	1.021006037	1.31190994	-1.325280786	0.240612987	1.797289855	0.263643385	0.569205611	0.33425447	-0.167852542	0.512488276	1.002242555	-1.554821267	23.76954966	2.193139753	-0.473990114	-2.596259183	-0.79991201	4.193106901	2.238569266	3.180452071	-0.793035015	3.51557852	-1.240184523	0.87746531	6.25999872	-0.752412567	2.279534574	2.498173081	-2.439983479	2.27364774	2.127778998	-0.878092841	6.310094023	5.709519858	1.771297032	-5.81724634	-0.736096583	1.738196068	1.386407106	0.976532304	1.433870299	-1.853568887	0.267779519	-1.149592861	-0.829981784	0.232853344	-0.182783141	-2.821368421	-1.59819436	-2.140573344	-4.579309135	-3.865330272	-2.012404198	-0.598749851	-2.362771985	-0.074600127	-2.170416083	-0.574185047	-2.059929183	0.719303655	0.293173838	-0.290058444	2.550837025	1.034489366	-0.30074488	-3.453963539	0.916371267	-2.25314086
cM08	-0.079785713	0.550970437	-1.224794023	-0.286617168	-0.636566197	1.133180753	-1.729337011	-1.860416432	0.867750024	-0.631794032	-3.019435882	-0.641427278	-1.541458126	-3.712669031	-0.882210896	-0.290083064	-2.851436315	-1.484024788	-0.13316362	-2.765747468	-1.81720949	-1.367578207	0.70004656	-0.617835489	-2.330051263	0.209633481	-2.25825503	-2.008575084	-0.838442785	-0.669771826	-1.14377298	-0.574483153	-4.030458925	-1.050259263	-1.054672626	-0.022181416	-1.699905385	-1.880111519	-1.502762426	-1.300091543	-4.204951225	-2.521517987	-0.735466059	-3.595281708	-1.564426279	0.082557985	-0.218213382	-1.685930171	-0.742525161	0.604094927	-2.134787592	0.490084846	-1.621088337	-2.004465091	-0.672008376	-0.412018337	-1.072251465	-0.269633423	-4.31983142	0.590705661	-5.870924473	-2.573831818	-0.325114564	1.536646518	0.622762014	1.584589749	-1.391464336	-1.879064057	-1.002708905	-0.685139355	0.375992237	-0.432370451	-2.653932478	-1.740287692	-1.983320047	-4.55044741	-3.678518992	-2.126814299	-0.454954026	-2.897553355	0.068208406	-2.012764188	-0.430478704	-2.413315915	0.864332754	0.436456586	-0.147079535	2.71656446	0.675131756	-0.157748925	-4.16125481	-0.492121393	-2.094359945
cM09	3.730175787	2.166342305	3.780976426	1.31079709	1.029305433	2.695002903	1.194306596	2.0520628	0.43128933	0.699906253	5.850648709	0.432639826	-1.260291679	-3.723138224	8.420398181	5.128842325	0.884755278	0.476033867	17.01560712	-1.807989475	4.179067906	-1.500848006	0.510830135	2.963505536	-1.247169483	5.838312875	-0.350141511	-1.111813394	-0.585239179	1.27468264	2.633764493	1.988059596	2.009586737	0.353070083	3.255957894	4.355351524	1.126055678	2.679590431	8.649579016	2.170905208	-3.092909634	13.2584734	14.42460828	-0.569797193	-0.403547593	1.916498285	13.96325672	2.932264357	8.315342822	9.50815527	3.363851198	4.532597191	13.57125757	0.516582694	-0.490064729	1.119450571	-0.551085527	7.014544202	1.915034242	0.763714915	-5.20747919	1.034682388	-0.044128496	2.178092831	-0.256247269	0.678884182	-0.395084174	1.768538541	-1.63216312	0.617776649	-0.102584785	-1.327326665	-3.31270964	-2.218024413	-1.313296715	-4.994857716	-4.718539559	-2.680596089	-1.01869597	-3.405474851	-0.439845589	-0.880385203	-0.657555996	-2.804660064	0.427600082	0.368594187	0.034194702	1.736390272	-0.204351644	-1.04384321	-2.404995568	-0.730729233	-3.109232327
cM10	3.873969997	47.58031298	14.07508745	13.31912583	0.439333158	46.31759005	-2.003450134	-0.36878912	1.952409025	4.029905133	-3.989596039	0.075133566	-0.123603495	-1.612945153	0.328544699	0.783352261	-2.606196226	-1.161233786	-0.13316362	8.450584954	-2.590527027	-0.043983064	0.22931403	-0.617835489	-2.330051263	44.04787834	-1.432743043	-2.008575084	24.33925532	10.88694928	-1.467685836	5.869384627	195.6726804	10.9977963	0.715399076	0.384222608	7.861767111	-0.166060216	0.210662548	-0.292935617	-1.578575967	-3.185982732	0.909856546	-3.595281708	-1.564426279	6.181323541	-2.28568173	-0.448554953	-1.052703494	3.374184665	-1.599934731	4.980179404	-1.326160239	8.683896981	1.108344564	5.532518317	0.691064214	-0.656030139	-3.423027783	0.590705661	-5.870924473	-2.056617364	7.315953733	1.536646518	0.622762014	2.217505515	-1.699905385	-1.284704064	-1.002708905	-0.685139355	0.86238284	-0.432370451	-2.653932478	-1.740287692	-1.983320047	-4.55044741	-3.678518992	-2.126814299	-0.454954026	-2.897553355	0.068208406	-2.012764188	-0.430478704	-2.413315915	0.864332754	0.436456586	-0.147079535	2.71656446	0.675131756	-0.157748925	-4.350129873	-0.492121393	-2.094359945
