cancer,infiltrates,rho,p,adj.p
ACC (n=79),MDSC_TIDE,-0.200509052816304,0.0889613940923209,0.0936435727287588
BLCA (n=408),MDSC_TIDE,-0.384123193590119,2.1938889740236e-14,4.38777794804721e-14
BRCA (n=1100),MDSC_TIDE,-0.359925707385151,9.08397760395376e-32,5.19084434511644e-31
BRCA-Basal (n=191),MDSC_TIDE,-0.547429941506846,5.43364190551391e-15,1.14392461168714e-14
BRCA-Her2 (n=82),MDSC_TIDE,-0.677029084159352,6.60707013340354e-11,1.05713122134457e-10
BRCA-LumA (n=568),MDSC_TIDE,-0.490052138049906,1.38111272223412e-32,9.20741814822746e-32
BRCA-LumB (n=219),MDSC_TIDE,-0.47351848735772,4.02094238831588e-12,6.70157064719313e-12
CESC (n=306),MDSC_TIDE,-0.591595053106186,1.52749866189421e-27,6.10999464757682e-27
CHOL (n=36),MDSC_TIDE,-0.373776499073557,0.0269772713166499,0.0308311672190285
COAD (n=458),MDSC_TIDE,-0.535531877630235,1.64609122057452e-31,8.23045610287261e-31
DLBC (n=48),MDSC_TIDE,-0.271344816806106,0.0861464180599366,0.093131262767499
ESCA (n=185),MDSC_TIDE,-0.374308100668982,2.2632587356561e-07,3.23322676522299e-07
GBM (n=153),MDSC_TIDE,-0.39568440050812,1.70368736129229e-06,2.27158314838971e-06
HNSC (n=522),MDSC_TIDE,-0.549311564574016,3.96735214134175e-40,7.93470428268349e-39
HNSC-HPV- (n=422),MDSC_TIDE,-0.509281626530148,8.76271712765101e-28,3.89454094562267e-27
HNSC-HPV+ (n=98),MDSC_TIDE,-0.653983609155909,3.68020549871484e-12,6.40035738906929e-12
KICH (n=66),MDSC_TIDE,-0.326233355546615,0.00799859209141661,0.00969526314111104
KIRC (n=533),MDSC_TIDE,-0.527455592402703,2.24685789217749e-34,1.797486313742e-33
KIRP (n=290),MDSC_TIDE,-0.356664515978473,3.72169404369723e-09,5.72568314414958e-09
LGG (n=516),MDSC_TIDE,-0.102184505925826,0.0254776192217391,0.0299736696726343
LIHC (n=371),MDSC_TIDE,-0.0477749241209868,0.376337569723631,0.385987250998595
LUAD (n=515),MDSC_TIDE,-0.411476339192424,1.44386672019626e-21,4.12533348627504e-21
LUSC (n=501),MDSC_TIDE,-0.650133003362017,1.22133652628209e-58,4.88534610512835e-57
MESO (n=87),MDSC_TIDE,-0.388699523739077,0.000236692023566809,0.000295865029458511
OV (n=303),MDSC_TIDE,-0.427919424585629,1.65271990669531e-12,3.14803791751488e-12
PAAD (n=179),MDSC_TIDE,-0.615684775087841,3.20749814762999e-19,8.01874536907497e-19
PCPG (n=181),MDSC_TIDE,-0.509383935529489,2.06792683889509e-12,3.75986697980925e-12
PRAD (n=498),MDSC_TIDE,-0.442542114543494,2.23117458666512e-21,5.94979889777366e-21
READ (n=166),MDSC_TIDE,-0.468453640987479,6.04126982977631e-09,8.95002937744639e-09
SARC (n=260),MDSC_TIDE,-0.579257944062589,2.89736774397975e-23,8.91497767378383e-23
SKCM (n=471),MDSC_TIDE,-0.396703099677324,1.12535150918092e-18,2.64788590395511e-18
SKCM-Metastasis (n=368),MDSC_TIDE,-0.412149236957578,5.99094424126342e-16,1.33132094250298e-15
SKCM-Primary (n=103),MDSC_TIDE,-0.208376229740893,0.0355805433248965,0.0395339370276628
STAD (n=415),MDSC_TIDE,-0.603567724326996,5.55383445090927e-39,7.40511260121236e-38
TGCT (n=150),MDSC_TIDE,-0.726274745077759,2.25213939041728e-25,7.50713130139094e-25
THCA (n=509),MDSC_TIDE,-0.522000184882149,1.84541773460447e-35,1.84541773460447e-34
THYM (n=120),MDSC_TIDE,-0.0775149748506336,0.410272318017286,0.410272318017286
UCEC (n=545),MDSC_TIDE,-0.56189515376042,8.76526662547681e-26,3.18736968199157e-25
UCS (n=57),MDSC_TIDE,-0.503751281837277,0.000120400243302238,0.000155355152648049
UVM (n=80),MDSC_TIDE,-0.53946402282951,4.13927796142789e-07,5.70934891231434e-07
