cancer,infiltrates,rho,p,adj.p
ACC (n=79),B cell memory_CIBERSORT,0.231592131149944,0.0486708953141838,0.0733732090163576
ACC (n=79),B cell memory_CIBERSORT-ABS,0.228136566978853,0.0522292180347527,0.0781484559123481
ACC (n=79),B cell memory_XCELL,0.0304787144029397,0.79797008239836,0.837031554963315
ACC (n=79),B cell naive_CIBERSORT,-0.285779086628564,0.0142498640788927,0.0240166248520663
ACC (n=79),B cell naive_CIBERSORT-ABS,-0.130958969401733,0.269434436895224,0.341777298387176
ACC (n=79),B cell naive_XCELL,0.0895286034831992,0.451302929047191,0.52783968309613
ACC (n=79),B cell plasma_CIBERSORT,-0.147091266034954,0.214301294328998,0.280132410887579
ACC (n=79),B cell plasma_CIBERSORT-ABS,0.0675181052791957,0.570329364478136,0.637239513383392
ACC (n=79),B cell plasma_XCELL,0.0994761873664449,0.402404258619691,0.476218057538096
ACC (n=79),B cell_EPIC,0.0976638715626226,0.411073549368188,0.485519940198647
ACC (n=79),B cell_MCPCOUNTER,0.181657195585694,0.12401942390838,0.171851395716
ACC (n=79),B cell_QUANTISEQ,-0.184074303655556,0.119010526310214,0.166061199502624
ACC (n=79),B cell_TIMER,0.13418425805021,0.257714177198896,0.328298314903053
ACC (n=79),B cell_XCELL,0.141084679652897,0.233815105316374,0.299762955533813
ACC (n=79),Class-switched memory B cell_XCELL,0.144495375669188,0.222588715994702,0.289561929220738
BLCA (n=408),B cell memory_CIBERSORT,0.081599375819013,0.118139914722372,0.16523064996136
BLCA (n=408),B cell memory_CIBERSORT-ABS,0.0829406002892757,0.112195583753701,0.157651874126981
BLCA (n=408),B cell memory_XCELL,0.259666917894704,4.38966310403887e-07,1.33695322965651e-06
BLCA (n=408),B cell naive_CIBERSORT,0.0511687079276747,0.327635336737301,0.399624511568954
BLCA (n=408),B cell naive_CIBERSORT-ABS,0.0754735342637587,0.148466473018106,0.201083259166735
BLCA (n=408),B cell naive_XCELL,0.138281673478694,0.00789678571988176,0.014185842610566
BLCA (n=408),B cell plasma_CIBERSORT,0.118788628689837,0.02266209712754,0.0365517695605484
BLCA (n=408),B cell plasma_CIBERSORT-ABS,0.224506618643377,1.37536538164162e-05,3.76812433326471e-05
BLCA (n=408),B cell plasma_XCELL,0.274987040592326,8.27996372033621e-08,2.69998816967485e-07
BLCA (n=408),B cell_EPIC,0.326615590492773,1.35201164672952e-10,5.7127252678712e-10
BLCA (n=408),B cell_MCPCOUNTER,0.362387073651413,7.31460578509213e-13,3.53932537988329e-12
BLCA (n=408),B cell_QUANTISEQ,0.204050673867396,8.05988983328657e-05,0.000199831979337684
BLCA (n=408),B cell_TIMER,0.197821903591933,0.00013356729132011,0.000321848894747252
BLCA (n=408),B cell_XCELL,0.31777020444428,4.44454279764981e-10,1.78974877757711e-09
BLCA (n=408),Class-switched memory B cell_XCELL,0.207853887557831,5.8761887257188e-05,0.000148764271537185
BRCA (n=1100),B cell memory_CIBERSORT,0.0694584053847226,0.0285417980042127,0.0454246122082961
BRCA (n=1100),B cell memory_CIBERSORT-ABS,0.103123032597111,0.00113060827775205,0.00231523879403151
BRCA (n=1100),B cell memory_XCELL,0.380950671566215,1.10730375616373e-35,2.65752901479296e-34
BRCA (n=1100),B cell naive_CIBERSORT,0.0764028407982754,0.015983056380685,0.026787245330757
BRCA (n=1100),B cell naive_CIBERSORT-ABS,0.360685061148871,6.63616798493663e-32,1.07613534890864e-30
BRCA (n=1100),B cell naive_XCELL,0.340810115364071,1.86721206433607e-28,2.48961608578143e-27
BRCA (n=1100),B cell plasma_CIBERSORT,-0.154352466535178,1.01043209979415e-06,3.0012834647351e-06
BRCA (n=1100),B cell plasma_CIBERSORT-ABS,0.11772601553539,0.000199293400161914,0.000467093906629486
BRCA (n=1100),B cell plasma_XCELL,0.270917829275714,3.50578532171754e-18,2.50413237265538e-17
BRCA (n=1100),B cell_EPIC,0.531290434315372,1.71390416803348e-73,3.42780833606695e-71
BRCA (n=1100),B cell_MCPCOUNTER,0.598100706412581,1.80230014201166e-97,1.081380085207e-94
BRCA (n=1100),B cell_QUANTISEQ,0.49930722204361,8.57103620590771e-64,1.02852434470893e-61
BRCA (n=1100),B cell_TIMER,0.195892138743058,4.70282447269891e-10,1.88112978907956e-09
BRCA (n=1100),B cell_XCELL,0.580619876094405,1.17686890374785e-90,3.53060671124355e-88
BRCA (n=1100),Class-switched memory B cell_XCELL,0.422020397544879,3.35848573847076e-44,1.55007034083266e-42
BRCA-Basal (n=191),B cell memory_CIBERSORT,0.0825740159427203,0.278708016959412,0.351541460624184
BRCA-Basal (n=191),B cell memory_CIBERSORT-ABS,0.15277581789083,0.0441613461219383,0.0674219024762416
BRCA-Basal (n=191),B cell memory_XCELL,0.493985936615854,4.30718380841766e-12,1.94309043988767e-11
BRCA-Basal (n=191),B cell naive_CIBERSORT,0.125638139506037,0.0985574383641725,0.141132369972562
BRCA-Basal (n=191),B cell naive_CIBERSORT-ABS,0.324597674784775,1.24366567238955e-05,3.43870692826603e-05
BRCA-Basal (n=191),B cell naive_XCELL,0.515093139226976,3.54322527335143e-13,1.72840257236655e-12
BRCA-Basal (n=191),B cell plasma_CIBERSORT,-0.110088362187289,0.148149848045566,0.201083259166735
BRCA-Basal (n=191),B cell plasma_CIBERSORT-ABS,0.133269867474088,0.0795834637730331,0.117322059616265
BRCA-Basal (n=191),B cell plasma_XCELL,0.407898827189005,2.31454178782742e-08,8.07398298079331e-08
BRCA-Basal (n=191),B cell_EPIC,0.560434006279495,8.89006770167384e-16,5.28122833762802e-15
BRCA-Basal (n=191),B cell_MCPCOUNTER,0.607277397063946,6.47416330540571e-19,5.04480257564081e-18
BRCA-Basal (n=191),B cell_QUANTISEQ,0.623802541139124,3.76949552151293e-20,3.14124626792744e-19
BRCA-Basal (n=191),B cell_TIMER,0.380425354146057,2.24264042491364e-07,7.04494374318421e-07
BRCA-Basal (n=191),B cell_XCELL,0.656098126674273,8.67172500817187e-23,8.25878572206845e-22
BRCA-Basal (n=191),Class-switched memory B cell_XCELL,0.548491819275591,4.70071604697306e-15,2.68612345541318e-14
BRCA-Her2 (n=82),B cell memory_CIBERSORT,0.013328616120148,0.91151912760722,0.926843627082457
BRCA-Her2 (n=82),B cell memory_CIBERSORT-ABS,0.0480035999643965,0.688842579019625,0.739365916657916
BRCA-Her2 (n=82),B cell memory_XCELL,0.537036404711892,1.15374718342376e-06,3.39337406889342e-06
BRCA-Her2 (n=82),B cell naive_CIBERSORT,0.292956106239877,0.0125120404103136,0.0215106711925162
BRCA-Her2 (n=82),B cell naive_CIBERSORT-ABS,0.601023519329319,2.37644967223065e-08,8.24202198461497e-08
BRCA-Her2 (n=82),B cell naive_XCELL,0.19148284764444,0.107114778735831,0.151935856362881
BRCA-Her2 (n=82),B cell plasma_CIBERSORT,-0.269859764951042,0.021878505701725,0.0353830280890432
BRCA-Her2 (n=82),B cell plasma_CIBERSORT-ABS,0.00466888276098624,0.968951275136077,0.975454303828265
BRCA-Her2 (n=82),B cell plasma_XCELL,0.383315362471307,0.000888839233170115,0.00187124049088445
BRCA-Her2 (n=82),B cell_EPIC,0.66413578263883,2.0210568762684e-10,8.42107031778501e-10
BRCA-Her2 (n=82),B cell_MCPCOUNTER,0.75188653487327,2.70791523977753e-14,1.45066887845225e-13
BRCA-Her2 (n=82),B cell_QUANTISEQ,0.679335339142606,5.37740863773745e-11,2.30460370188748e-10
BRCA-Her2 (n=82),B cell_TIMER,0.176118497371673,0.138911957354619,0.190725799571559
BRCA-Her2 (n=82),B cell_XCELL,0.738814934380436,1.27784633783972e-13,6.5530581427678e-13
BRCA-Her2 (n=82),Class-switched memory B cell_XCELL,0.692467487517909,1.60514702446181e-11,7.02984098304443e-11
BRCA-LumA (n=568),B cell memory_CIBERSORT,0.0477106070266743,0.278889558761853,0.351541460624184
BRCA-LumA (n=568),B cell memory_CIBERSORT-ABS,0.078560512725768,0.0743074528023051,0.109813969658579
BRCA-LumA (n=568),B cell memory_XCELL,0.266252825836704,7.7154567996855e-10,3.06574442371609e-09
BRCA-LumA (n=568),B cell naive_CIBERSORT,0.122191115341024,0.00540177755769421,0.0100032917735078
BRCA-LumA (n=568),B cell naive_CIBERSORT-ABS,0.426834279818354,2.63155596719512e-24,2.72229927640875e-23
BRCA-LumA (n=568),B cell naive_XCELL,0.24011158526782,3.24975869709067e-08,1.08930459120358e-07
BRCA-LumA (n=568),B cell plasma_CIBERSORT,-0.132906194455901,0.00246095314975205,0.00482539833284716
BRCA-LumA (n=568),B cell plasma_CIBERSORT-ABS,0.153381925024734,0.00046555287770786,0.00101448317552138
BRCA-LumA (n=568),B cell plasma_XCELL,0.130464731360068,0.00295875311388258,0.00574515167744191
BRCA-LumA (n=568),B cell_EPIC,0.493368711710455,4.53197681517349e-33,7.76910311172598e-32
BRCA-LumA (n=568),B cell_MCPCOUNTER,0.581967136584656,3.42240775946666e-48,2.28160517297777e-46
BRCA-LumA (n=568),B cell_QUANTISEQ,0.501392900414096,2.90590221276517e-34,6.01221147468657e-33
BRCA-LumA (n=568),B cell_TIMER,0.180518160656249,3.65000817342719e-05,9.39916267835327e-05
BRCA-LumA (n=568),B cell_XCELL,0.449263943626874,4.76974476969102e-27,5.96218096211377e-26
BRCA-LumA (n=568),Class-switched memory B cell_XCELL,0.322421784990235,5.69202945819811e-14,2.96975449992945e-13
BRCA-LumB (n=219),B cell memory_CIBERSORT,-0.095853499120174,0.185981952044179,0.245791126049576
BRCA-LumB (n=219),B cell memory_CIBERSORT-ABS,-0.0833775902180585,0.250237477656066,0.319452099135403
BRCA-LumB (n=219),B cell memory_XCELL,0.266747220791421,0.000184007798359151,0.000434664090612167
BRCA-LumB (n=219),B cell naive_CIBERSORT,0.0510363720241759,0.482042567323814,0.554071916464154
BRCA-LumB (n=219),B cell naive_CIBERSORT-ABS,0.314558277905786,8.85052033347185e-06,2.45847787040885e-05
BRCA-LumB (n=219),B cell naive_XCELL,0.271763512755867,0.000137239330764329,0.000329374393834391
BRCA-LumB (n=219),B cell plasma_CIBERSORT,-0.0453789158247879,0.531967911288878,0.599963809724298
BRCA-LumB (n=219),B cell plasma_CIBERSORT-ABS,0.204448189943766,0.0044477445015497,0.00847189428866609
BRCA-LumB (n=219),B cell plasma_XCELL,0.182809327111752,0.0111499658595177,0.0194476148712519
BRCA-LumB (n=219),B cell_EPIC,0.433105274665401,3.50949219043094e-10,1.44225706456066e-09
BRCA-LumB (n=219),B cell_MCPCOUNTER,0.486079661167436,8.85838919461474e-13,4.25202681341507e-12
BRCA-LumB (n=219),B cell_QUANTISEQ,0.331657127138265,2.61105820711369e-06,7.4958608816661e-06
BRCA-LumB (n=219),B cell_TIMER,0.035569379336024,0.624275137429498,0.688538754517829
BRCA-LumB (n=219),B cell_XCELL,0.51367399001037,2.5491241919173e-14,1.39043137740944e-13
BRCA-LumB (n=219),Class-switched memory B cell_XCELL,0.308756097623587,1.31707427148539e-05,3.6249750591341e-05
CESC (n=306),B cell memory_CIBERSORT,-0.00539298638048337,0.928802211946995,0.939766150367955
CESC (n=306),B cell memory_CIBERSORT-ABS,0.0418595727769096,0.487785124736161,0.559600525509936
CESC (n=306),B cell memory_XCELL,0.257052401948857,1.47849116962572e-05,4.03224864443378e-05
CESC (n=306),B cell naive_CIBERSORT,-0.00397736171298213,0.94745950311942,0.957029801130727
CESC (n=306),B cell naive_CIBERSORT-ABS,0.0733846532175922,0.223420424208488,0.289561929220738
CESC (n=306),B cell naive_XCELL,0.245572725304712,3.59445070157137e-05,9.29599319371906e-05
CESC (n=306),B cell plasma_CIBERSORT,-0.103849831223005,0.0844810755653325,0.123330037321653
CESC (n=306),B cell plasma_CIBERSORT-ABS,0.10189128507921,0.0905415181921264,0.130818313256516
CESC (n=306),B cell plasma_XCELL,0.176531930040574,0.00319860387855546,0.0061590557808378
CESC (n=306),B cell_EPIC,0.232091243118815,9.67232890316949e-05,0.000235910461052914
CESC (n=306),B cell_MCPCOUNTER,0.402976551224104,3.06975056446343e-12,1.40599262494508e-11
CESC (n=306),B cell_QUANTISEQ,0.325701711642943,2.88521771161134e-08,9.78039902241132e-08
CESC (n=306),B cell_TIMER,0.433638383596499,3.97257339421392e-14,2.09082810221785e-13
CESC (n=306),B cell_XCELL,0.581016753032253,2.09156486332129e-26,2.36780927923164e-25
CESC (n=306),Class-switched memory B cell_XCELL,0.533285727813562,9.30589265094798e-22,8.33363520980416e-21
CHOL (n=36),B cell memory_CIBERSORT,0.0833184299030307,0.634184205698309,0.69246062539472
CHOL (n=36),B cell memory_CIBERSORT-ABS,0.147509617662726,0.397761786456354,0.473525936257564
CHOL (n=36),B cell memory_XCELL,0.38658814774541,0.0217888116705089,0.0353332081143387
CHOL (n=36),B cell naive_CIBERSORT,-0.0809313391152645,0.643961506296186,0.701228500504014
CHOL (n=36),B cell naive_CIBERSORT-ABS,0.160643315820153,0.356596280195143,0.427061413407356
CHOL (n=36),B cell naive_XCELL,0.211628230017775,0.222305394107935,0.289561929220738
CHOL (n=36),B cell plasma_CIBERSORT,0.124202514761538,0.477167188871381,0.549520754938251
