cancer,infiltrates,rho,p,adj.p
ACC (n=79),Mast cell activated_CIBERSORT,-0.135541168806013,0.25288836676214,0.395138073065844
ACC (n=79),Mast cell activated_CIBERSORT-ABS,-0.0532226450107595,0.654728463331841,0.756911518302707
ACC (n=79),Mast cell resting_CIBERSORT,0.0952350358407207,0.422860523266925,0.545626481634742
ACC (n=79),Mast cell resting_CIBERSORT-ABS,0.135893564796504,0.251645227116205,0.395138073065844
ACC (n=79),Mast cell_XCELL,0.0578424482866098,0.62690796168338,0.728962746143465
BLCA (n=408),Mast cell activated_CIBERSORT,-0.00858333768798458,0.869652566714781,0.910630959910765
BLCA (n=408),Mast cell activated_CIBERSORT-ABS,0.0272300120830778,0.60258855682941,0.71312255246084
BLCA (n=408),Mast cell resting_CIBERSORT,-0.0826858615327539,0.113306145185338,0.214117011488831
BLCA (n=408),Mast cell resting_CIBERSORT-ABS,-0.0380581437493882,0.46669823006495,0.587041798823836
BLCA (n=408),Mast cell_XCELL,0.110361645542231,0.0343133839361475,0.0779849634912444
BRCA (n=1100),Mast cell activated_CIBERSORT,-0.148214041856173,2.69332933802918e-06,2.56507556002779e-05
BRCA (n=1100),Mast cell activated_CIBERSORT-ABS,0.179330854484802,1.2482725018288e-08,2.26958636696145e-07
BRCA (n=1100),Mast cell resting_CIBERSORT,-0.134833158499898,1.99786078074373e-05,0.000137783502120257
BRCA (n=1100),Mast cell resting_CIBERSORT-ABS,-0.106117597525992,0.000805474786476362,0.00342755228287814
BRCA (n=1100),Mast cell_XCELL,0.144303037566211,4.92976171464001e-06,4.28674931707827e-05
BRCA-Basal (n=191),Mast cell activated_CIBERSORT,0.234261161763833,0.00186294484687517,0.00702998055424592
BRCA-Basal (n=191),Mast cell activated_CIBERSORT-ABS,0.33541299068885,6.06045553967437e-06,5.05037961639531e-05
BRCA-Basal (n=191),Mast cell resting_CIBERSORT,-0.313316976828972,2.55785053546111e-05,0.00017052336903074
BRCA-Basal (n=191),Mast cell resting_CIBERSORT-ABS,-0.247911001018044,0.000972922462900275,0.00381538220745206
