cancer,infiltrates,rho,p,adj.p
ACC (n=79),T cell CD4+ (non-regulatory)_QUANTISEQ,0.00387508820673334,0.974043467171829,0.982525187310566
ACC (n=79),T cell CD4+ (non-regulatory)_XCELL,0.152938712661388,0.196436849073267,0.253596751877374
ACC (n=79),T cell CD4+ central memory_XCELL,-0.0936890376905351,0.430462944272835,0.509758749796778
ACC (n=79),T cell CD4+ effector memory_XCELL,0.273896304151551,0.019036684443362,0.034168407975265
ACC (n=79),T cell CD4+ memory activated_CIBERSORT,0.120215180682708,0.311026337819296,0.382708189113587
ACC (n=79),T cell CD4+ memory activated_CIBERSORT-ABS,0.120215180682708,0.311026337819296,0.382708189113587
ACC (n=79),T cell CD4+ memory resting_CIBERSORT,0.189980397499561,0.107424895599755,0.151404215274822
ACC (n=79),T cell CD4+ memory resting_CIBERSORT-ABS,0.373228675174571,0.00114514016923333,0.00259510182236329
ACC (n=79),T cell CD4+ memory_XCELL,0.264839014291546,0.0235540436387204,0.0408789187118288
ACC (n=79),T cell CD4+ naive_CIBERSORT,0.15789128368884,0.182162754599503,0.237603592955873
ACC (n=79),T cell CD4+ naive_CIBERSORT-ABS,0.164423195173521,0.164508743143777,0.218650861140464
ACC (n=79),T cell CD4+ naive_XCELL,0.261045664127806,0.0257002516925302,0.0439977134953642
ACC (n=79),T cell CD4+ Th1_XCELL,-0.174957319655175,0.138745004409707,0.188382225814904
ACC (n=79),T cell CD4+ Th2_XCELL,-0.104748205245411,0.377802931652118,0.456844235970891
ACC (n=79),T cell CD4+_EPIC,0.0417328932800267,0.7259150717921,0.793969609772609
ACC (n=79),T cell CD4+_TIMER,-0.0293708906557418,0.8051659965157,0.855404009789024
BLCA (n=408),T cell CD4+ (non-regulatory)_QUANTISEQ,0.096896773938094,0.0633324795901943,0.09591216861015
BLCA (n=408),T cell CD4+ (non-regulatory)_XCELL,0.00853045062713388,0.870448626522624,0.901497116133394
BLCA (n=408),T cell CD4+ central memory_XCELL,0.110370251739962,0.0342992746133558,0.0564618987959749
BLCA (n=408),T cell CD4+ effector memory_XCELL,0.215626065061423,3.02565537919152e-05,9.20851637145245e-05
