cancer,infiltrates,rho,p,adj.p
ACC (n=79),Endothelial cell_EPIC,-0.0656462729911451,0.58108740311489,0.696612831456356
ACC (n=79),Endothelial cell_MCPCOUNTER,0.0387081370939727,0.74507802870229,0.791233304816591
ACC (n=79),Endothelial cell_XCELL,-0.209925813488927,0.0746563123628688,0.144496088444262
BLCA (n=408),Endothelial cell_EPIC,0.0717093407640821,0.169842062679391,0.279192431801739
BLCA (n=408),Endothelial cell_MCPCOUNTER,0.0240595689051643,0.645488255220013,0.72026315521558
BLCA (n=408),Endothelial cell_XCELL,0.0256756896561381,0.623461524555069,0.712527456634364
BRCA (n=1100),Endothelial cell_EPIC,0.116647304893962,0.000228173720754008,0.000883253112596158
BRCA (n=1100),Endothelial cell_MCPCOUNTER,0.145783173643066,3.92884941787812e-06,2.29849540639307e-05
BRCA (n=1100),Endothelial cell_XCELL,0.0122052672763881,0.700730221448716,0.757546185349964
BRCA-Basal (n=191),Endothelial cell_EPIC,0.0602017136932967,0.430049229213226,0.54322007900618
BRCA-Basal (n=191),Endothelial cell_MCPCOUNTER,0.0951588387116499,0.211657662271467,0.324327884752465
BRCA-Basal (n=191),Endothelial cell_XCELL,-0.00957481701276473,0.900212398974918,0.907777209050337
BRCA-Her2 (n=82),Endothelial cell_EPIC,0.272478508817397,0.0205804511723348,0.0472507936748061
BRCA-Her2 (n=82),Endothelial cell_MCPCOUNTER,0.271884249749558,0.020869100539706,0.0472507936748061
BRCA-Her2 (n=82),Endothelial cell_XCELL,0.127475113329255,0.28593021535397,0.40462052547725
BRCA-LumA (n=568),Endothelial cell_EPIC,0.310724397755621,4.91213835487426e-13,9.82427670974851e-12
BRCA-LumA (n=568),Endothelial cell_MCPCOUNTER,0.317939431712866,1.31459941269269e-13,3.94379823807808e-12
BRCA-LumA (n=568),Endothelial cell_XCELL,0.168493819185659,0.000118391443207516,0.000473565772830064
BRCA-LumB (n=219),Endothelial cell_EPIC,0.0914740321820596,0.206994894126711,0.322589445392277
BRCA-LumB (n=219),Endothelial cell_MCPCOUNTER,0.114812156217715,0.112797463529507,0.190643600331562
BRCA-LumB (n=219),Endothelial cell_XCELL,-0.0384189683220598,0.596758285254141,0.696612831456356
CESC (n=306),Endothelial cell_EPIC,-0.0270278691797001,0.654239032654152,0.72026315521558
CESC (n=306),Endothelial cell_MCPCOUNTER,-0.118900062569448,0.0480460213569274,0.0945167633251031
CESC (n=306),Endothelial cell_XCELL,-0.027336082122024,0.650555662119447,0.72026315521558
CHOL (n=36),Endothelial cell_EPIC,0.55606498857328,0.000523676365565394,0.00184826952552492
CHOL (n=36),Endothelial cell_MCPCOUNTER,0.491720985115481,0.00269970011648838,0.00790156131655136
CHOL (n=36),Endothelial cell_XCELL,0.278980251921343,0.104603227328583,0.18646338450978
COAD (n=458),Endothelial cell_EPIC,0.41878210199777,4.19858074821843e-13,9.82427670974851e-12
COAD (n=458),Endothelial cell_MCPCOUNTER,0.413077450083619,9.31101396860636e-13,1.59617382318966e-11
COAD (n=458),Endothelial cell_XCELL,0.365093630277883,4.27440033907447e-10,6.4116005086117e-09
DLBC (n=48),Endothelial cell_EPIC,0.0865887215034749,0.590366544791111,0.696612831456356
DLBC (n=48),Endothelial cell_MCPCOUNTER,0.255276208601451,0.107216446093123,0.18646338450978
DLBC (n=48),Endothelial cell_XCELL,-0.178170867815086,0.265058141671643,0.387889963421917
ESCA (n=185),Endothelial cell_EPIC,0.341678771216169,2.67627240698312e-06,1.69027730967355e-05
ESCA (n=185),Endothelial cell_MCPCOUNTER,0.350662532342794,1.39312560640965e-06,9.287504042731e-06
ESCA (n=185),Endothelial cell_XCELL,0.234758418921911,0.00151329383460774,0.0049079800041332
GBM (n=153),Endothelial cell_EPIC,-0.136495893014533,0.111731591410145,0.190643600331562
GBM (n=153),Endothelial cell_MCPCOUNTER,-0.186052790040364,0.0294968485602333,0.0647742072880611
GBM (n=153),Endothelial cell_XCELL,-0.115128654295817,0.180356418753658,0.286873994437218
