miR.508	FAP
10.1574178710129	35.7004225364751
16.3962454863075	29.3185519170647
7.66929985960349	34.267169860174
13.8772551263547	28.976984489603
8.29933170967288	26.5974411289313
12.1524268830439	28.3706397774539
8.62409299135187	33.4374930546851
12.4155221108924	27.1973298498178
10.5461502816228	29.0420540689847
7.16528746383226	31.1499672878472
12.1117584918509	28.2738251875804
11.8295096315507	30.8019020804904
11.5558817169728	31.0449944543468
11.9083209649871	30.1332727631051
11.5937901409836	31.8157328033864
8.53664342795363	31.446643696933
10.1104152449045	30.7156575684718
14.429785589028	27.4146970138869
11.6817708379816	30.6421377974232
13.7334852796449	28.2924113061728
12.7276261657878	28.4099694276841
12.0819323092754	28.09914395824
11.5631194419706	29.7720469169746
10.9950351648834	32.5417865761714
4.99648403554296	37.3934345999503
17.519198363287	22.5657710955727
12.472862828723	27.7648927908765
11.3851038899584	30.226424953676
6.64392143286545	39.6715813603903
9.38407839586394	33.6735985018447
13.8481070712035	31.9487780394324
15.6130346706918	27.0839230074725
7.82200607295542	33.7051421792912
14.8202497557074	28.8425566211419
12.6227077359301	27.5155378815249
10.4744694177575	28.8578221768678
7.68780119214857	38.8989065695897
8.16132646403869	32.4220769859213
10.3108393707802	27.9868811369574
15.6755102769865	27.2018005722896
7.99846884721305	37.0677323686392
14.0010504911541	28.6510047026015
14.5674847879876	24.7506903466606
16.5084406436527	20.021016829082
14.6659012511965	24.85016478228
1.86506345209063	41.3114337346258
14.2845873728165	26.8772077087449
13.8966975625953	29.3862001309292
12.5416364622656	31.7007830101893
11.7242115194878	30.7199033478405
12.0980462175762	29.2400089175419
9.52875060761999	35.2472383358938
13.7834188330931	24.8487523222963
14.781907666445	25.6450805028472
16.0083333395132	25.8617988943603
11.1681034806454	31.8678861869689
14.3279855414182	27.7679138122888
13.8742413426817	28.1230073927163
13.918350811125	27.3161661700032
10.1721916211661	29.2566984099788
11.1739767141139	30.3855325742934
19.1001660421817	25.4205719484412
12.355512549759	33.2951626038468
17.1354168930058	22.8772894548807
12.1768745496126	35.3652983357553
9.86900229493478	33.4456534917648
15.1278494560197	25.3140914240566
14.6147350326566	29.5661011784349
9.33152850531859	33.2077195937081
11.7963389239836	26.5075568409577
15.4443589092379	22.6371638294306
8.9410323187705	34.2277286358234
10.8456444599447	33.2401729523275
16.676822966139	27.505144068545
9.33922685645664	36.164175494912
15.5302733619049	27.4148874530174
14.38373473421	25.0484035068335
13.3305630265707	28.0970351378593
7.23489136838905	33.847202685292
13.3239640491077	32.8499406739776
8.52120853196767	29.4224636086636
12.7133911968615	31.3725954779277
9.51849889828082	33.207766158764
14.5216222566133	26.5637528504323
18.0617100078681	19.2307658153324
10.1416509777024	34.5376302424786
14.2322560646011	28.2422659315864
13.191056569979	28.5690185570542
13.8283819651554	30.6841605116181
11.7061167319223	27.5030974181526
14.1718047431578	28.2092095676444
10.8331806890409	33.241802275029
7.90610497717626	33.8553352458479
8.54922861617441	29.6455143551916
12.4367829319395	32.7496578682383
12.4255158476887	33.4371178572315
9.09566093854055	35.2451245616688
15.5450888491505	25.405940479898
12.6180809305311	27.796828601114
8.93606824567771	34.9310288307773
