,TCGA-DD-A11D-01A-11R-A131-07,TCGA-DD-AACT-01A-11R-A41C-07,TCGA-G3-AAUZ-01A-11R-A38B-07,TCGA-EP-A26S-11A-12R-A16W-07
ENSG00000011198,5.48623423236,2.3648485556,3.88709026344,2.13080890977
ENSG00000011201,0.0772450796801,0.102114626521,0.0536308688315,0.0140250121931
ENSG00000011243,3.27191045008,5.70470465471,7.69622618994,1.49616323736
ENSG00000011258,1.29158301278,1.2945428981,1.32167538661,1.04179683684
ENSG00000011260,4.06124393547,4.68391272917,7.82239676708,4.08045900502
ENSG00000011275,3.39845907456,3.65622365143,2.59873469365,2.45316247248
ENSG00000011295,2.41175373465,2.10574189691,1.76875157462,3.35081929405
ENSG00000011304,24.0259759163,25.0555082189,15.2722248814,10.706213602
ENSG00000011332,0.0202541142749,0.0151725315905,0.0234372154722,0
ENSG00000011347,31.7968839859,5.13210307588,12.8920826972,15.5544860336
ENSG00000011376,2.99248623295,3.18023914518,1.40180015255,2.63903688414
ENSG00000011405,3.34839855289,1.8911264929,0.831150274894,1.76522632977
ENSG00000011422,0.625300902902,0.408504328218,0.691600309379,1.02915062068
ENSG00000011426,0.792376526525,1.22349356539,0.699841803322,0.0190146159036
ENSG00000011451,4.33308358123,5.78784933895,4.34740484962,1.81735682883
ENSG00000011454,1.83573635603,1.86402549207,1.19841374202,1.21652449293
ENSG00000011465,2.19709921799,8.93416104742,4.69889991029,14.1170801778
ENSG00000011478,4.38219233728,6.10954026651,9.18394526817,2.52868996371
ENSG00000011485,4.07664620511,5.19464149993,4.08941061805,3.54048834911
ENSG00000011523,0.913232010912,0.85302601358,0.756688018956,0.62805454943
ENSG00000011566,1.68789849636,2.52083597219,1.65400991867,1.58745873017
ENSG00000011590,0.0467965095161,0.0920211302242,0.081226450734,0
ENSG00000011600,10.0042372604,28.3845111387,41.3280539555,26.0109568235
ENSG00000011638,0.291380533744,0.825651445428,0.870786926692,0.731791393492
ENSG00000011677,0.0231862028428,0.00868449220542,0,0
ENSG00000012048,0.235630686407,0.3185507655,0.674838433228,0.147732677856
ENSG00000012061,5.70137334397,6.39336087252,6.59739121327,3.23666034873
ENSG00000012124,0.0578782937553,0.632619924087,0.273985957785,0.0440818628316
ENSG00000012171,0.387665432724,0.303029757148,19.4142060591,0.235350375502
ENSG00000012174,4.0222352175,2.02323082843,0.907348680093,2.34022912411
ENSG00000012211,1.30884445409,1.02606976317,0.718526029755,0.581600782937
ENSG00000012223,0.0915655743063,0.317240594594,0.158933789875,0.134584260434
ENSG00000012232,1.44628471071,1.57280161057,0.845867189569,1.96399335539
ENSG00000012504,19.884154731,18.2280865074,12.6804818971,15.5201966226
ENSG00000012660,24.7575074253,19.6920598834,11.6304646283,16.605482021
ENSG00000012779,0.295395125082,1.12268598364,0.40415058959,0.877290027347
ENSG00000012817,0,0,1.07707664214,1.15970871795
ENSG00000012822,3.60558743667,3.79773683507,2.23783527368,2.27398394401
ENSG00000012963,4.06178880749,5.10625102149,4.40370939766,3.2841829426
ENSG00000012983,1.32688370683,1.32849252982,0.776565375646,0.791359866845
ENSG00000013016,0.559216269886,2.08933221903,0.810494906062,3.19324962688
ENSG00000013275,30.7231239911,37.1463236762,29.0413315606,14.2236336956
ENSG00000013288,22.0924175665,7.38676183977,1.4868329276,6.02220324155
ENSG00000013293,0.0154921994645,0.0522240307161,0,0.0068311902914
ENSG00000013297,0.0967039938857,0.694233872512,0.246184013979,0.113709420569
ENSG00000013306,36.0920734011,46.2353424374,51.9867483477,19.0756098949
ENSG00000013364,40.9976782419,34.2023105869,17.7586998955,7.35998003948
ENSG00000013374,11.5468289993,11.9854867918,6.30374901305,5.12055242805
ENSG00000013375,4.84221060566,2.30845879414,1.57360052839,2.9124442206
ENSG00000013392,0.934805274228,0.81698247026,0.925469534031,1.02667498827
ENSG00000013441,6.16790667591,5.61354321594,5.40950879665,3.01820432609
ENSG00000013503,3.23532167093,2.10628968807,1.4079697331,2.70023593572
ENSG00000013523,1.54605774073,3.86055060115,1.20672061702,3.19920467896
ENSG00000013561,11.9112224475,4.46870150395,4.26804523827,6.67052705162
ENSG00000013563,1.39670018051,2.08962129993,0.561131202395,1.34937014579
ENSG00000013573,0.704322674572,0.69140650286,1.03443931676,0.453905266839
ENSG00000013583,11.6369948838,17.9742925083,24.944496709,17.6978703252
ENSG00000013588,0.0153585700663,0.00862892791879,0.0159950664834,0.0406336033693
ENSG00000013619,0.717970616796,0.32392514574,0.502259763594,0.366950491656
ENSG00000013725,0.201249339556,0.776197990735,0.672197277592,0.1990646458
ENSG00000013810,0.982920251578,2.03601986417,2.91931198602,0.409334172831
ENSG00000014123,6.97537594946,2.19013939152,2.46361847237,5.23223665153
ENSG00000014138,1.16020773353,1.47538693497,2.50302584799,0.621390408494
ENSG00000014164,6.09740583051,8.7155641128,5.98223774819,1.79240912424
ENSG00000014216,21.8947163024,10.6884689642,8.63884653444,9.72434092374
ENSG00000014257,0.270505699832,0.00868449220542,0.0160980635726,0.0477111313908
ENSG00000014641,32.1987650742,22.6949450485,36.2430469834,24.2033502031
ENSG00000014824,3.45819728299,3.89592811167,1.26434451245,3.00425272948
ENSG00000014914,3.25406985171,0.991452728635,1.69078757665,0.149399961855
ENSG00000014919,7.39369725794,7.36650564176,4.67016116395,6.10304984227
ENSG00000015133,0.216461160125,0.433710222192,0.226337184666,0.239193034051
ENSG00000015153,0.789310625495,0.507290843105,0.801263452844,0.640713087172
ENSG00000015171,7.24562276704,6.43773378129,3.00562388908,4.79102128381
ENSG00000015285,0.966344973387,2.66108743898,3.6475827658,1.90246383072
ENSG00000015413,0.0710411023162,0.266087510539,0.419249568695,0.0365459945053
ENSG00000015475,6.80057170257,7.72345332787,11.4877147902,5.4188191124
ENSG00000015479,0.206463957951,0.0866118011285,0.00764516712651,0.0424848738366
ENSG00000015520,0.401071569801,0.055466985251,19.2138756544,9.02751474095
ENSG00000015532,5.29449653854,3.91957066089,4.18580444749,1.71828954209
ENSG00000015568,0,0,0,0
ENSG00000015592,0,0,0,0
ENSG00000015676,9.70306860865,7.51110077671,3.77776487659,3.42506762149
ENSG00000016082,0,0,0,0
ENSG00000016391,9.59081131741,13.3161553356,4.41409954508,7.98280781292
ENSG00000016402,0,0,0.00475681328823,0.138967496231
ENSG00000016490,0,0,0,0
ENSG00000016602,0,0,0,0.00414548414608
ENSG00000016864,7.91131082609,21.1733530735,7.98636882689,5.92232693848
ENSG00000017260,5.86379513709,3.30726693524,2.58141715568,3.15664796205
