x,g
2.7004259591666,a
-3.52003731765747,a
-2.69245608393946,a
-4.33350420083226,a
-0.993040735063934,a
-8.70188696232618,a
-3.17776718413411,a
0.833864213867584,a
2.24845775514391,a
0.724747609998545,a
3.0185571103885,a
-0.55543807566904,a
-2.94548013957298,a
0.278723835714149,a
-0.1583531866534,a
-0.240983695618336,a
-1.96231100169101,a
-2.85205052723874,a
3.05868528843654,a
2.57713923704757,a
1.09338235139734,a
1.15095300168007,a
3.34021715187741,a
3.63452936170394,a
-1.04497638488311,a
-2.57866034092793,a
1.95008156284781,a
0.984177391535405,a
-1.55383971782014,a
-0.716946448349691,a
0.353336565152747,a
2.49455535935087,a
-4.67675675621877,a
-0.661557207632553,a
-2.45158328995622,a
3.23003232528042,a
3.23899201125843,a
0.426384314996568,a
0.470938639151536,a
-0.506160794642274,a
-0.807113076766815,a
2.42330525699756,a
-3.3741517155866,a
-4.29236406673475,a
0.181070033195591,a
-2.37894748536887,a
1.02082779610145,a
-0.778406188947365,a
-3.91454594149977,a
1.1045203256131,a
5.0795700489881,a
2.98751106478578,a
0.560256406483125,a
3.71501219417647,a
0.9281198924289,a
1.90715378682069,a
0.069549823755213,a
3.53359080754985,a
-1.36063979901518,a
1.24778261611669,a
-4.01532717157369,a
-3.8759242152288,a
-0.927222642099629,a
0.469536278867148,a
-2.50175025561352,a
-0.0736478492839666,a
-3.41205465517805,a
3.21616274256976,a
6.94349574537416,a
1.26891931498719,a
-0.410817141656288,a
3.9851895703944,a
1.30960699620703,a
0.199285542837761,a
3.91397942884466,a
-0.627778617329555,a
3.05475911181639,a
4.09810488799447,a
4.43008754669406,a
2.66191959362925,a
-3.04772669862379,a
5.61260718326386,a
3.22859525903593,a
-3.22322288648808,a
-6.58672792065022,a
1.60363370568315,a
4.03120028822113,a
4.15501062355141,a
8.24078032608029,a
-0.137834065483652,a
2.22925601769502,a
0.781274085916244,a
1.28484571154675,a
-1.10477626178196,a
8.66226991060706,a
-1.8212179314366,a
-5.63759621021882,a
2.15506970609893,a
0.754276706969022,a
1.40106891942532,a
-2.17888380406603,b
-12.1764770721889,b
-7.54078505304678,b
1.91230180754749,b
10.4728276468011,b
10.8982838509479,b
6.95474419346297,b
-5.2436875648724,b
2.6401592917573,b
12.4120039307679,b
6.43297238832006,b
-9.96762609202578,b
-20.0229845442566,b
-4.758391069409,b
0.441799818968731,b
-13.8113535845175,b
2.47519654615787,b
2.24189650327058,b
8.61478944000314,b
-9.26762264610717,b
-3.20443004778735,b
6.73024776822382,b
-12.656297569836,b
-5.18520962505735,b
11.2249412557148,b
-3.15977535543141,b
-17.5829920357427,b
12.3725343829518,b
-16.639523691326,b
18.5573445646735,b
10.5799741476978,b
0.37268816531187,b
0.0460502278263289,b
-19.4383427325281,b
-15.6962340992842,b
-2.73297159471753,b
4.68853819748489,b
10.3253876207181,b
-14.1839610423229,b
-0.878775027423643,b
15.7863074815094,b
2.44624932417036,b
14.9709349748032,b
9.15906418894991,b
3.20841191182473,b
5.62724274556869,b
5.3929531793684,b
-10.7340491133218,b
-18.8316062840544,b
9.11390200666301,b
0.495963524563537,b
-12.3565490640261,b
-12.6375190760533,b
-11.4286495774446,b
6.54411751984567,b
-6.76819447121683,b
-10.7391049115054,b
-9.7565812908772,b
-11.2627462451387,b
-19.6931272991899,b
-5.81988976960552,b
-17.6250713899534,b
-5.27826007219868,b
-13.7432758051148,b
-19.3371260489532,b
9.79783093084013,b
-14.9568950933583,b
17.0080954906188,b
-14.0102569024578,b
-4.84463044585117,b
-12.1617861579043,b
1.04770518942688,b
-2.42537109604883,b
-14.1578104579648,b
-10.4945983778176,b
2.69056969828784,b
-4.78716160979568,b
-2.99448367799035,b
10.3814850764499,b
10.2892511563562,b
-19.7167519660192,b
-12.8332990181865,b
0.485812522811293,b
12.1063108931905,b
-4.84670634473374,b
-7.93309612493324,b
1.72414357127203,b
11.0521310429321,b
7.40875529151376,b
-2.41446649313909,b
6.14957442314019,b
13.8254646922311,b
-5.8320256031758,b
-1.97930075801755,b
-6.03229478622739,b
-10.8864840085595,b
1.83915273946049,b
13.0713629476604,b
-1.68283290629343,b
3.43840747833843,b
3.76474561796317,c
-1.94539609047167,c
-21.1533602349203,c
-9.13067401929311,c
3.49709252151001,c
4.05577108101648,c
5.05326123524365,c
-17.9186710644922,c
-6.61488935405728,c
-3.7227284546399,c
1.5866100854359,c
-6.78412415849817,c
0.824890277792071,c
12.4374010927818,c
8.80495548151513,c
