id	coef	HR	HR.95L	HR.95H	pvalue
SNHG5	0.0991284825317088	1.10420816190545	0.913291263362181	1.33503485003237	0.306075577015123
LINC01270	0.0699249726451627	1.07242771682089	0.865840015122891	1.32830683234527	0.521859210298151
CHKB.AS1	0.13755568571024	1.14746560163002	0.939270281436944	1.4018087582946	0.178101822070965
NUTM2A.AS1	0.105278248658295	1.11101970709367	0.844958121598737	1.46085913372249	0.450987987530152
LINC00205	0.024367419312223	1.02466673108124	0.751857958925468	1.39646311822683	0.877394083921072
IL10RB.AS1	-0.147264262986093	0.863065870913352	0.655560451461887	1.13625325608698	0.293915217109335
ROR1.AS1	-0.025925691664355	0.974407493517692	0.754165469787761	1.25896769536616	0.84279375713296
MIR181A2HG	0.162415828522858	1.1763492992233	0.885911891852784	1.56200372351826	0.261589590659512
CCNT2.AS1	0.0329561243022253	1.03350519248503	0.74166263353029	1.44018713442423	0.845655985202857
INHBA.AS1	0.0588663148207115	1.06063344029044	0.832502296865411	1.35127950865485	0.633793461210744
AC007365.3	0.135693538286858	1.14533083975406	0.939627773681407	1.39606636716607	0.179128985438009
DLG3.AS1	-0.337698872840353	0.713410082708253	0.559939319802251	0.908944823323963	0.00628638191780048
LINC01134	-0.301612257677521	0.739624793132655	0.554104780737377	0.987258824745276	0.0406588889508585
NIFK.AS1	0.419829301602094	1.52170178139157	1.234774186768	1.8753034654468	8.20982569979871e-05
RP11.443B7.1	-0.377669345733002	0.685457112517816	0.528943520437638	0.88828284107255	0.00429375436016884
LSAMP.AS1	0.212737763042698	1.2370602058003	1.05049731447406	1.45675570197992	0.010753508331128
HMGN3.AS1	-0.00463048208936222	0.995380222064657	0.80331172834308	1.23337149392937	0.966232692480324
LPP.AS2	0.0806667276010727	1.08400956589085	0.877928431446693	1.33846529722989	0.453365583961401
RP11.1109F11.3	0.0299149522099352	1.03036689979924	0.805215113095853	1.31847494034245	0.81203597252389
RP11.710C12.1	0.108576505829667	1.11469018557367	0.891268666117837	1.39411858292569	0.341421086410949
RP3.368A4.6	-0.00924040106235916	0.990802160248126	0.769091506214373	1.2764266837173	0.943001234052377
KB.431C1.5	0.0471853290951757	1.0483162745842	0.821451389712438	1.33783572019132	0.704518467817119
RP11.155O18.6	0.0602116956050635	1.06206135647036	0.855606216964383	1.31833348395902	0.585093986987416
CASC15	-0.018615066516126	0.981557123734878	0.770863845799093	1.2498372992911	0.879979097541563
RP11.449P15.2	0.0812785266077002	1.08467296477913	0.875394898869141	1.34398251810995	0.457384344617742
FLJ16779	0.118424405877488	1.12572177293583	0.933930175743337	1.35689963016043	0.213981285096937
