,logFC,AveExpr,t,P.Value,adj.P.Val,B
HALLMARK_APICAL_SURFACE,0.661301994498565,-0.0430462788297171,4.25803457847902,0.000930707436319901,0.0332176311429784,-0.502188998720141
HALLMARK_E2F_TARGETS,-0.642394944219865,-0.0501560889485822,-4.06750233452565,0.00132870524571914,0.0332176311429784,-0.841667906265623
HALLMARK_HYPOXIA,0.446394613346105,0.00820961929286265,2.94495507316675,0.0113690517094099,0.189484195156831,-2.8769327385396
HALLMARK_OXIDATIVE_PHOSPHORYLATION,-0.470033882103907,-0.074504691431275,-2.73500369405105,0.0170028476860402,0.200734396787252,-3.25261212074677
HALLMARK_IL6_JAK_STAT3_SIGNALING,-0.51276593619899,-0.0480707849191531,-2.64793969463003,0.0200734396787252,0.200734396787252,-3.40658694397795
HALLMARK_DNA_REPAIR,-0.379087435612958,-0.0466771822097228,-2.53837839406682,0.0247115933685733,0.205929944738111,-3.59842435114286
HALLMARK_MYC_TARGETS_V2,-0.528003014080052,-0.0956204717243295,-2.14682299951092,0.0512281627392213,0.365915448137295,-4.26039413057779
HALLMARK_UNFOLDED_PROTEIN_RESPONSE,-0.287592847899518,-0.048953120898412,-2.03693040681775,0.0625263062217477,0.385636772480809,-4.43760139922191
HALLMARK_INTERFERON_GAMMA_RESPONSE,0.375193291515841,0.0523341863331194,1.97864844012484,0.0694146190465456,0.385636772480809,-4.52971723210848
HALLMARK_ESTROGEN_RESPONSE_LATE,0.29110706180732,0.0153363222260995,1.88943941244331,0.081313417954726,0.397841128209806,-4.6679845202236
HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,-0.337129902805365,-0.0616428431502363,-1.83714405676168,0.0891214537994347,0.397841128209806,-4.74740339972057
HALLMARK_G2M_CHECKPOINT,-0.248249812676801,-0.0349900455021624,-1.79751061188147,0.0954818707703535,0.397841128209806,-4.80674279535527
HALLMARK_ADIPOGENESIS,-0.214714058704394,-0.0309842704880229,-1.55942859335745,0.142870714319027,0.486479467670645,-5.14623518723481
HALLMARK_INTERFERON_ALPHA_RESPONSE,0.344966537794374,0.0121132810044404,1.54603252269666,0.146057669483172,0.486479467670645,-5.16440297329461
HALLMARK_ANDROGEN_RESPONSE,-0.240568124924449,-0.00256240204869065,-1.50720476595564,0.155640127039068,0.486479467670645,-5.21645654973107
HALLMARK_MYC_TARGETS_V1,-0.277979391290755,-0.0846391871685276,-1.4538246238264,0.16967992980078,0.486479467670645,-5.28651396120956
HALLMARK_TNFA_SIGNALING_VIA_NFKB,0.239903624905862,0.0208269912708573,1.40579380687792,0.183205690324019,0.486479467670645,-5.34801154434658
HALLMARK_ESTROGEN_RESPONSE_EARLY,0.214339235390287,0.0347020526493123,1.40433662012261,0.183629645804856,0.486479467670645,-5.34985396895379
HALLMARK_HEDGEHOG_SIGNALING,0.237318165980613,0.0408273991059549,1.36668131764161,0.194869407110512,0.486479467670645,-5.39697861342855
HALLMARK_P53_PATHWAY,0.23245846835076,0.0546029619719679,1.34231688170418,0.202438355310994,0.486479467670645,-5.42696492669927
HALLMARK_INFLAMMATORY_RESPONSE,0.194050276431617,-0.0043787292069139,1.33637112716036,0.204321376421671,0.486479467670645,-5.4342214847911
HALLMARK_APICAL_JUNCTION,0.201388790077927,0.0324473959251394,1.29999706293685,0.216152825497466,0.49125642158515,-5.47808511968641
HALLMARK_CHOLESTEROL_HOMEOSTASIS,-0.224534261380937,-0.0302146721040544,-1.14112021886434,0.274380986427911,0.596480405278067,-5.65856278000317
HALLMARK_COAGULATION,0.143302770335993,0.0258280647113978,1.02171687463341,0.325530676045184,0.669521202940832,-5.78156963952575
HALLMARK_ALLOGRAFT_REJECTION,0.139614514995271,0.0166752254819646,0.977558624615935,0.346113150506169,0.669521202940832,-5.82415768607456
HALLMARK_IL2_STAT5_SIGNALING,0.130409209092488,0.0237237202767933,0.945581076334398,0.361586460609451,0.669521202940832,-5.85398863383823
HALLMARK_KRAS_SIGNALING_DN,0.132220785339775,-0.00789901849041641,0.93463190294194,0.366994532321445,0.669521202940832,-5.86400532002458
HALLMARK_NOTCH_SIGNALING,-0.158545051642309,0.0220978389118369,-0.91876368542338,0.374931873646866,0.669521202940832,-5.87834175339692
HALLMARK_XENOBIOTIC_METABOLISM,-0.109853402019664,-0.024603749628288,-0.778854464739263,0.449994349430863,0.756089059857121,-5.99528784792922
HALLMARK_UV_RESPONSE_DN,-0.114009781809506,-0.0207234588230102,-0.768311447545848,0.456016630053413,0.756089059857121,-6.00339668215465
HALLMARK_MYOGENESIS,0.105907775092106,0.00680196001074754,0.746260542303998,0.468775217111415,0.756089059857121,-6.02003057440575
HALLMARK_COMPLEMENT,0.0999634148570426,0.0128597938191555,0.682808890094898,0.50669947855794,0.791717935246782,-6.06540699164738
HALLMARK_MITOTIC_SPINDLE,0.0951041310005453,0.00545809670520525,0.622123283137183,0.544605377006348,0.82515966213083,-6.10529436235281
HALLMARK_UV_RESPONSE_UP,0.0775832967772641,-0.0296552456085226,0.53480487099072,0.60180194943667,0.860240482593709,-6.1565326088632
HALLMARK_PEROXISOME,-0.0887888321987413,0.0141588947311282,-0.534259837008106,0.602168337815596,0.860240482593709,-6.15682930954237
HALLMARK_GLYCOLYSIS,-0.0639778071853905,-0.00823479229863989,-0.421004359490093,0.680620638230036,0.902448239600572,-6.21215349012764
HALLMARK_REACTIVE_OXIGEN_SPECIES_PATHWAY,-0.0515604276878335,0.0547680873710574,-0.362394905875207,0.722873285152082,0.902448239600572,-6.23577451749517
HALLMARK_PI3K_AKT_MTOR_SIGNALING,-0.0599186749023779,-0.00842861545792423,-0.361380142306726,0.723613744772562,0.902448239600572,-6.23615305708891
HALLMARK_WNT_BETA_CATENIN_SIGNALING,-0.0705917431932643,-0.0528858236041542,-0.354636769300575,0.728541617858457,0.902448239600572,-6.23864213356539
HALLMARK_ANGIOGENESIS,-0.0862493270033818,0.00459486178146834,-0.349490095242325,0.732311145438618,0.902448239600572,-6.24051091984656
HALLMARK_FATTY_ACID_METABOLISM,-0.0631775368843996,0.000832468755896494,-0.339012318823372,0.740007556472469,0.902448239600572,-6.24423262301733
HALLMARK_SPERMATOGENESIS,-0.0411919303237358,-0.00756710244974489,-0.299239065517527,0.769482296007568,0.916050352389961,-6.25734578037034
HALLMARK_HEME_METABOLISM,-0.0339041308095776,0.0162751466901647,-0.235279702444667,0.817652894972427,0.919142698538832,-6.27504733595992
HALLMARK_TGF_BETA_SIGNALING,-0.0399161917356515,0.0457606490790371,-0.210591580902058,0.836467026108779,0.919142698538832,-6.28075708304257
HALLMARK_PROTEIN_SECRETION,-0.0350945692628858,0.0201787434054808,-0.20193484899097,0.843089605182303,0.919142698538832,-6.28261050961287
HALLMARK_KRAS_SIGNALING_UP,0.0268380169053182,0.00470123579671103,0.1646431662682,0.871754293945853,0.919142698538832,-6.28971028006735
HALLMARK_PANCREAS_BETA_CELLS,0.0280647228382071,-0.0158576364458867,0.164466903383232,0.871890263680777,0.919142698538832,-6.28974042427861
HALLMARK_MTORC1_SIGNALING,0.0289366990226691,0.0263031794955778,0.150888618960215,0.882376990597279,0.919142698538832,-6.29196589488297
HALLMARK_APOPTOSIS,0.0151193738663258,-0.00181479177613918,0.103399649612492,0.919221994204544,0.937981626739331,-6.29824614637439
HALLMARK_BILE_ACID_METABOLISM,0.00818090928008048,-0.00830331231748053,0.0543314366389116,0.957496203887059,0.957496203887059,-6.30227439822009
