TCGA.DD.A11D.01A.11R.A131.07	TCGA.DD.AACT.01A.11R.A41C.07	TCGA.G3.AAUZ.01A.11R.A38B.07	TCGA.EP.A26S.11A.12R.A16W.07
ENSG00000000003	54.7479721024826	38.9851936662605	30.6182682192494	55.3028650894085
ENSG00000000005	0.274155476587725	0.0757326422259547	0.121130091400565	0.0292755988729139
ENSG00000000419	46.8085837739838	89.8056118405855	30.6451437258061	44.6735451765433
ENSG00000000457	8.11214225472019	10.5401837309826	2.87112750908483	3.49240073144699
ENSG00000000460	1.75683258522258	4.29113563542739	1.03496159319125	1.15326332680864
ENSG00000000938	1.84230270608533	4.80839058600426	2.09577605846766	6.03756557642463
ENSG00000000971	735.474406249347	1312.76737962605	168.48211702231	357.423432370866
ENSG00000001036	77.1603374238347	102.371931289646	20.062867101985	68.2789142835996
ENSG00000001084	22.9613715224	33.2233902264697	14.0951075477278	31.9905535012275
ENSG00000001167	10.0184367480949	14.0454143791347	5.76546603151926	6.95070778593282
ENSG00000001460	0.855709110040291	2.13459094625593	1.14569056018629	0.537183677121721
ENSG00000001461	2.17081052482066	2.8524566010669	2.06687986315462	1.95471592219297
ENSG00000001497	18.6380595606141	11.715185272731	16.0742455995757	10.8958237122071
ENSG00000001561	35.5171632448633	19.1375133107212	2.68356151750468	4.80356493740605
ENSG00000001617	14.7480705896458	14.3758632856972	5.11862066023387	3.27181812103318
ENSG00000001626	0.0777369350662623	0.0429480641013691	0.24424180301973	0.769236382736809
ENSG00000001629	10.4156971790708	8.43075317166999	2.82636879934653	4.257238700616
ENSG00000001630	19.3934380947021	4.48930611133236	1.93072763097236	6.30532013525732
ENSG00000001631	9.19563161054661	7.60585709086486	1.76033027734929	4.67994325245021
ENSG00000002016	2.87061721875775	2.76451256049159	1.53595268642292	1.09116235703651
ENSG00000002079	0.0173885249490324	0.0192136076242967	0.0717058582878649	0
ENSG00000002330	47.2918197113826	55.3251781835099	120.079304405492	47.3820768479608
ENSG00000002549	73.1180261429355	64.4277696083419	42.8166870768112	98.152690940358
ENSG00000002586	148.619775688603	69.8755848348012	144.997711166232	109.294529087015
ENSG00000002587	0.14864356754741	0.522597892411529	0.310464463998755	0.173158391570137
ENSG00000002726	4.93447595837909	0.0318853436150071	0.0679984125365796	5.80543393862954
ENSG00000002745	0.135354283135921	0.0373902342789902	0.0199345238837688	0.0144537608664187
ENSG00000002746	0.0237051727876604	0.0611175709191915	0.00930991512853134	0.0270010535970735
ENSG00000002822	27.1519147471575	8.8875345711557	35.9738500722359	10.4241782824953
ENSG00000002834	159.043664467695	89.0512264402195	45.0377725290007	45.4048327275219
