ENTREZID,log2fc
541612,1.7600181279704
541613,0.103144401684403
541614,1.38188241794705
541615,-1.59342694655061
541617,-0.962505134753883
541618,-1.94932176824659
541619,-0.467637410387397
541620,0.580133006908
541622,0.647387012839317
541624,-0.19213895034045
541625,0.9284413671121
541626,0.077177950181067
541627,1.29171624593437
541628,0.142254359088838
541629,-1.47812893986702
541630,-1.54904397483915
541632,-1.47193245496601
541633,-1.38223262596875
541634,1.94002655427903
541635,-0.0218260297551751
541636,-0.6122244047001
541638,1.80467185564339
541639,-0.428543428890407
541640,-0.948501698672771
541641,0.156798944808543
541642,0.0313801877200603
541643,1.32402199134231
541644,0.0134479375556111
541645,-1.56433698628098
541646,1.70322740450501
541647,1.19439826812595
541648,-1.64701348450035
541649,1.65018210653216
541650,1.85708897747099
541651,-0.463895572349429
541652,1.56203619763255
541654,-0.410141218453646
541656,-0.219845110550523
541657,0.486519996076822
541658,-0.973153788596392
541659,-1.6462627472356
541661,-0.251417969353497
541662,-1.15720134600997
541663,1.20933022163808
541664,0.349827072583139
541665,-1.22542227711529
541666,-0.823699863627553
541667,0.959267481230199
541668,-1.01683249603957
541669,1.18617694824934
541670,0.92518949881196
541674,-0.72465614695102
541675,-0.708884947001934
541677,1.26152172032744
541678,-0.356702391989529
541679,-0.744292753748596
541680,0.405887644737959
541681,-0.996733395382762
541682,0.296264939941466
541683,-1.16227850690484
541684,0.71289789211005
541685,-1.9104217318818
541686,0.9238714678213
541687,-0.822083804756403
541689,1.78308571036905
541691,-0.558738142251968
541692,1.46030698809773
541693,-1.6143344072625
541694,1.58197243511677
541695,0.712188408710063
541699,1.50279548484832
541700,-1.44196782913059
541702,1.60289786849171
541703,1.89077714737505
541705,0.186998374760151
541707,-0.745013159699738
541708,1.66887551359832
541709,-1.15898713096976
541710,0.704080577008426
541711,0.604324412532151
541712,1.84185159578919
541713,-1.18267225008458
541714,-1.61426027491689
541716,0.378393840976059
541717,1.97548724990338
541726,-0.348968224599957
541728,1.18921239115298
541729,1.86073315143585
541730,-1.41909534111619
541731,-0.204558084718883
541732,0.97992957290262
541733,-0.909271697513759
541734,0.710947400890291
541743,0.151734793558717
541744,-0.206720440648496
541747,-1.94325240887702
541748,-0.102026025764644
541753,-0.165206135250628
541754,1.74630584660918
541755,-0.444982084445655
541757,-0.440719957463443
541758,0.480535748414695
541761,0.342599254101515
541763,1.21917943749577
541764,-1.58196831587702
541765,0.0188751174136996
541767,1.80476655438542
541768,1.36678040120751
541769,-1.65303653478622
541771,0.832513082772493
541772,0.110395803116262
541773,-1.7333303373307
541774,1.11594421975315
541775,-1.98420121893287
541776,-1.17802233807743
541777,-0.677162894979119
541778,1.33736928086728
541779,1.27114411909133
541780,1.90907614398748
541781,-1.08646685723215
541782,-0.691253519617021
541784,-0.105111842043698
541785,-0.622899644076824
541786,1.94658093433827
541788,0.0584378615021706
541789,-0.379347908310592
541790,-1.10797616932541
541791,1.82387561909854
541793,1.60447594802827
541794,1.71735492814332
541795,1.65973168890923
541796,-1.40414490085095
541798,-1.67626242525876
541799,1.22127196937799
541800,0.451042521744967
541802,1.77982528228313
541803,-0.925822341814637
541804,1.00015288963914
541805,-0.396128146909177
541806,1.55027226172388
541807,-0.919311081059277
541808,1.0753355845809
541809,1.94796135183424
541810,-0.273524466902018
541811,0.753033997491002
541812,1.38396657444537
541814,0.236552706919611
541815,1.93398201465607
541816,-1.72851970605552
541817,0.274942219257355
541818,-0.846046975813806
541819,-0.0400173468515277
541820,1.22772464156151
541821,0.778941252268851
541822,-0.193122454918921
541823,1.32390845380723
541824,0.913937288336456
