gene,Group,pct
RBM15,CNV_loss,7.02341137123746
RBM15,CNV_gain,36.7892976588629
RBM15,CNV_normal,56.1872909698997
ADAR,CNV_loss,0.668896321070234
ADAR,CNV_gain,55.5183946488294
ADAR,CNV_normal,43.8127090301003
CPSF3,CNV_loss,1.00334448160535
CPSF3,CNV_gain,52.8428093645485
CPSF3,CNV_normal,46.1538461538462
TRMT61B,CNV_loss,0.334448160535117
TRMT61B,CNV_gain,53.1772575250836
TRMT61B,CNV_normal,46.4882943143813
RBM15B,CNV_loss,4.0133779264214
RBM15B,CNV_gain,44.4816053511706
RBM15B,CNV_normal,51.505016722408
TRMT10C,CNV_loss,1.00334448160535
TRMT10C,CNV_gain,50.5016722408027
TRMT10C,CNV_normal,48.494983277592
CFI,CNV_loss,5.01672240802676
CFI,CNV_gain,33.1103678929766
CFI,CNV_normal,61.8729096989967
METTL14,CNV_loss,5.68561872909699
METTL14,CNV_gain,32.7759197324415
METTL14,CNV_normal,61.5384615384615
WTAP,CNV_loss,1.67224080267559
WTAP,CNV_gain,49.1638795986622
WTAP,CNV_normal,49.1638795986622
CPSF4,CNV_loss,0
CPSF4,CNV_gain,67.8929765886288
CPSF4,CNV_normal,32.1070234113712
CPSF1,CNV_loss,1.00334448160535
CPSF1,CNV_gain,71.5719063545151
CPSF1,CNV_normal,27.4247491638796
ADARB2,CNV_loss,2.67558528428094
ADARB2,CNV_gain,43.8127090301003
ADARB2,CNV_normal,53.5117056856187
CSTF3,CNV_loss,1.67224080267559
CSTF3,CNV_gain,47.1571906354515
CSTF3,CNV_normal,51.1705685618729
CLP1,CNV_loss,2.67558528428094
CLP1,CNV_gain,46.1538461538462
CLP1,CNV_normal,51.1705685618729
PCF11,CNV_loss,2.34113712374582
PCF11,CNV_gain,45.4849498327759
PCF11,CNV_normal,52.1739130434783
ZC3H13,CNV_loss,1.00334448160535
ZC3H13,CNV_gain,71.2374581939799
ZC3H13,CNV_normal,27.7591973244147
METTL3,CNV_loss,8.69565217391304
METTL3,CNV_gain,34.1137123745819
METTL3,CNV_normal,57.190635451505
PABPN1,CNV_loss,8.69565217391304
PABPN1,CNV_gain,33.7792642140468
PABPN1,CNV_normal,57.5250836120401
CPSF2,CNV_loss,9.69899665551839
CPSF2,CNV_gain,33.7792642140468
CPSF2,CNV_normal,56.5217391304348
TRMT61A,CNV_loss,10.0334448160535
TRMT61A,CNV_gain,34.4481605351171
TRMT61A,CNV_normal,55.5183946488294
NUDT21,CNV_loss,0.668896321070234
NUDT21,CNV_gain,52.1739130434783
NUDT21,CNV_normal,47.1571906354515
TRMT6,CNV_loss,8.69565217391304
TRMT6,CNV_gain,54.5150501672241
TRMT6,CNV_normal,36.7892976588629
CSTF1,CNV_loss,0
CSTF1,CNV_gain,80.9364548494983
CSTF1,CNV_normal,19.0635451505017
ADARB1,CNV_loss,7.35785953177258
ADARB1,CNV_gain,39.1304347826087
ADARB1,CNV_normal,53.5117056856187
CSTF2,CNV_loss,19.3979933110368
CSTF2,CNV_gain,41.4715719063545
CSTF2,CNV_normal,39.1304347826087
