id	fc	log2fc	pvalue	padj
PLVAP	11.7551163360104	3.55521691176471	8.07671419343918e-117	1.47779639597357e-112
CLEC4M	0.0632052189918087	-3.9838125	8.2492194697193e-110	7.5467984318727e-106
CD34	5.72628416229016	2.51759926470588	2.13503291603823e-94	1.30215657549171e-90
GBA	5.14871793120559	2.36421323529412	1.33036378484909e-93	6.08541654284596e-90
PTH1R	0.116430756479447	-3.10245588235294	1.59922991728911e-88	5.85222195932778e-85
ANGPTL6	0.216988603313645	-2.20430882352941	4.74042563221858e-88	1.44559279654506e-84
GDF2	0.212620007355995	-2.23365073529412	1.19629867034627e-86	3.1269538244751e-83
ADAMTS13	0.204382784828536	-2.29065441176471	3.32434680482968e-85	7.60319668599609e-82
COMMD4	2.93411714224252	1.55292647058823	4.28956953855297e-85	8.72069487187819e-82
CLEC4G	0.0777965109715871	-3.68415073529412	1.11783624826232e-84	2.04530498344558e-81
FCN2	0.0720755830099919	-3.79434558823529	9.85634700168728e-84	1.63946891899884e-80
KRTCAP2	3.23020337392125	1.691625	4.66055002199399e-82	7.10617364603534e-79
DBH	0.176335769549258	-2.50360294117647	1.51795166014667e-80	2.13645857890028e-77
COA6	3.51966348647866	1.8154375	3.51528307615042e-79	4.59422388888031e-76
MDK	20.3642000097211	4.34796323529412	3.85934338091322e-79	4.70762705603794e-76
NUDT1	3.86101890332127	1.94898161764706	4.02891470432635e-77	4.60731577156621e-74
COLEC10	0.154933058264031	-2.69028308823529	4.64208009069714e-77	4.99624349526385e-74
NSMCE2	3.28204629332348	1.71459558823529	6.3143356521702e-76	6.41852219043101e-73
LMNA	3.67973772495621	1.87960294117647	1.30333115708578e-75	1.25510790427361e-72
COX4I2	3.16734069416451	1.66327205882353	2.34346352929886e-75	2.14391760977907e-72
CXCL14	0.123095129775357	-3.02215441176471	2.851276169405e-75	2.48427619388587e-72
MTX1	2.59526588980971	1.37588235294118	4.44565944505679e-75	3.697374130282e-72
SCAMP3	2.98038007591239	1.57549632352941	1.79706729110204e-74	1.42960609675191e-71
PSMD4	2.88972087688736	1.53093014705882	5.12993195457355e-74	3.91093187386801e-71
PRPF6	2.66840553909268	1.41597794117647	5.81680690400686e-74	4.25720463690454e-71
PSMB4	2.44981497826445	1.29267279411765	7.21457365497603e-74	5.07711746788833e-71
CCT3	3.15839404870671	1.65919117647059	1.04335303645768e-73	7.0704557437282e-71
