,TPM_BALB_notx_rep1,TPM_BALB_notx_rep2,TPM_BALB_KLA_rep1,TPM_BALB_KLA_rep2,TPM_C57_notx_rep1,TPM_C57_notx_rep2,TPM_C57_KLA_rep1,TPM_C57_KLA_rep2,TPM_NOD_notx_rep1,TPM_NOD_notx_rep2,TPM_NOD_KLA_rep1,TPM_NOD_KLA_rep2,TPM_PWK_notx_rep1,TPM_PWK_notx_rep2,TPM_PWK_KLA_rep1,TPM_PWK_KLA_rep2,TPM_SPRET_notx_rep1,TPM_SPRET_notx_rep2,TPM_SPRET_KLA_rep1,TPM_SPRET_KLA_rep2
NM_008175,3275.442,3891.982,2908.833,3467.862,3011.406,3285.294,2547.198,2789.734,2701.155,2372.784,2436.135,2358.5,4443.15,4654.413,3755.302,4126.335,2030.385,2762.974,1785.52,2311.565
NM_001001892,2304.544,2205.384,1924.147,2088.337,1479.279,1468.184,1590.235,1454.776,1627.963,1865.665,1511.225,1793.113,2396.844,3640.85,2043.491,3276.907,1176.731,1329.308,1094.67,1174.119
NM_001014836,1671.897,1761.84,1069.667,1232.086,1350.924,1121.66,856.276,781.351,839.46,900.556,555.599,673.348,1927.676,1403.108,1265.224,968.686,885.531,777.543,607.462,522.315
NM_001310726,1163.775,749.909,1000.776,638.082,1145.916,793.66,979.497,673.233,746.538,859.366,672.715,626.074,1396.889,858.886,1132.531,793.751,1022.007,653.46,920.125,543.112
NM_022325,1258.239,1541.872,1154.059,1423.373,809.996,966.767,755.027,855.944,964.308,835.642,906.232,776.835,1582.309,2001.974,1362.978,1741.408,915.047,986.176,790.682,883.283
NM_008509,594.516,648.249,540.597,577.637,737.828,860.515,603.623,780.191,994.849,1033.388,836.288,925.501,624.887,169.297,556.197,159.041,999.436,809.774,878.93,597.042
NM_018860,858.744,648.472,721.266,545.614,793.325,699.465,674.713,587.607,468.535,608.662,456.218,513.385,1275.797,645.403,908.914,590.08,867.271,355.271,720.575,278.516
NM_009790,739.831,656.58,699.27,596.354,738.852,691.544,683.854,626.455,931.363,958.176,864.907,811.3,565.018,439.56,562.839,406.988,1015.808,873.637,943.532,772.208
NM_011804,793.218,843.193,687.877,742.14,691.554,691.671,568.808,549.818,548.982,471.994,505.853,420.039,1319.586,1837.951,1080.707,1591.962,244.57,168.304,186.92,140.284
NM_001320492,492.526,594.924,445.076,510.904,571.373,645.397,487.011,555.586,443.629,414.829,410.652,388.915,582.037,613.511,488.857,528.442,486.482,448.976,401.852,388.053
NM_007653,523.308,500.289,491.624,448.67,478.221,642.309,409.313,563.633,260.235,272.428,250.36,258.138,656.306,604.54,505.215,533.009,337.199,447.339,336.409,387.58
NM_020255,639.944,550.781,499.856,461.623,558.842,478.131,492.222,436.509,450.071,521.888,347.919,489.687,661.776,510.706,457.093,454.199,536.851,462.261,426.643,351.14
NM_177337,562.539,520.466,438.455,414.325,496.857,498.77,345.535,364.441,345.007,347.815,249.229,251.01,667.219,630.06,492.274,516.56,460.388,402.141,321.399,348.949
NM_010062,582.829,501.181,494.837,458.25,478.812,400.69,403.584,358.325,323.879,320.422,274.934,286.621,543.191,537.11,405.347,450.259,382.823,351.115,305.318,322.082
NM_011034,258.391,309.833,249.944,307.451,360.388,467.047,318.569,467.276,494.744,460.374,495.233,332.686,410.699,994.348,388.525,1008.023,89.374,81.961,90.373,70.751
NM_021460,329.61,388.621,300.906,350.467,389.984,427.209,330.79,345.929,241.522,207.485,200.968,184.299,483.641,549.509,431.136,470.952,258.12,227.12,207.843,183.868
NM_001142810,380.616,463.652,339.759,426.122,360.716,387.912,320.353,334.768,139.466,124.546,120.022,120.237,553.649,676.973,442.215,587.972,213.269,199.886,175.065,169.541
NM_028657,459.425,492.19,298.184,345.904,380.916,337.73,236.095,205.908,249.091,240.68,167.008,201.638,547.67,406.816,343.912,269.331,254.325,229.16,159.12,144.915
NM_001329871,395.497,425.04,361.899,368.123,348.722,357.359,307.555,301.343,269.089,254.603,267.473,227.359,503.787,423.53,413.777,376.695,223.982,213.49,185.771,184.859
NM_152806,304.004,347.666,256.134,262.568,335.994,362.798,261.507,280.254,296.114,289.995,210.028,255.801,373.745,413.672,306.911,329.58,257.569,268.425,220.404,230.648
NM_010261,384.092,323.928,321.724,273.706,321.703,314.299,272.945,259.144,165.998,188.079,127.321,189.365,357.98,354.719,253.175,308.726,218.788,224.294,186.19,188.417
NM_010749,321.066,327.629,329.928,313.637,311.18,319.081,300.856,305.173,322.947,329.861,321.928,276.117,348.147,439.796,332.441,399.836,288.342,260.499,263.739,247.802
NR_104458,334.134,372.941,293.334,308.274,312.146,317.207,261.282,277.474,257.101,247.919,213.035,240.813,409.01,458.233,322.615,416.514,303.963,311.854,250.652,275.918
NM_010358,311.457,402.534,280.035,344.926,258.524,320.349,230.8,261.768,102.888,78.242,96.539,58.341,579.368,814.222,468.926,683.753,174.612,186.161,126.896,142.762
NM_010398,505.948,370.2,399.145,325.583,295.816,258.088,247.147,212.641,217.168,219.911,182.055,211.128,452.63,615.601,366.258,520.325,103.122,85.747,92.412,79.395
NM_172871,224.495,380.6,204.037,320.525,204.223,329.157,183.504,269.537,119.527,126.102,99.07,113.298,336.407,352.574,319.012,302.869,170.127,206.355,134.739,158.168
NM_001305232,261.493,281.721,210.086,228.923,247.728,269.472,203.802,221.926,162.56,168.641,125.157,145.933,249.637,266.181,175.78,215.997,165.714,207.481,132.354,163.687
NM_008094,277.961,326.517,249.908,288.853,240.424,263.752,197.845,217.76,269.974,233.526,229.938,231.922,334.985,459.534,292.026,397.15,121.99,141.474,101.545,125.501
NM_001040684,376.556,360.28,299.586,288.467,248.648,253.332,203.233,206.725,149.245,150.557,120.633,136.088,357.942,363.969,272.212,301.686,213.52,203.344,187.542,176.106
NM_028207,254.005,279.148,207.865,228.066,203.3,232.044,177.277,181.751,151.215,126.089,125.599,113.784,268.136,221.85,206.316,173.873,154.989,149.144,121.25,112.628
NM_022993,235.154,257.027,214.105,234.41,213.088,208.585,214.465,193.002,208.391,197.924,215.896,200.472,289.019,283.381,255.723,251.013,200.43,234.853,183.914,195.216
NM_001199270,165.226,174.465,137.986,154.299,164.336,196.253,130.674,169.279,95.475,97.844,100.943,105.931,169.699,210.747,150.361,180.256,109.835,155.957,112.487,124.779
NM_008881,151.752,242.666,131.25,213.539,142.998,186.441,129.172,160.843,104.405,66.277,96.895,71.287,326.588,442.935,297.498,380.897,46.184,58.066,41.143,46.744
NM_133913,160.06,164.876,133.566,138.611,167.481,160.765,143.157,121.564,189.553,174.667,164.521,154.852,188.826,251.394,150.055,207.986,91.159,79.055,73.963,63.574
NM_013463,213.926,225.78,195.787,211.771,157.36,170.101,134.485,141.448,141.993,115.155,112.998,111.763,230.603,286.527,200.913,252,42.609,43.828,35.608,40.156
NM_013539,189.2,153.61,108.471,115.622,172.204,133.401,91.351,82.199,126.614,133.178,75.142,84.675,225.865,167.466,133.575,129.546,116.086,93.579,66.879,54.839
NM_001287389,73.379,129.639,68.338,106.288,112.297,167.981,94.839,131.955,15.574,14.774,11.667,17.893,94.247,146.681,87.92,115.647,52.497,71.222,41.136,54.542
NM_001285423,119.732,129,121.239,122.887,131.999,147.741,113.275,132.353,93.797,85.794,91.574,69.116,107.844,199.637,102.602,194.879,66.556,49.849,57.854,43.833
NM_001199122,133.436,142.771,141.314,136.568,127.218,150.104,126.338,142.283,144.075,153.082,142.044,134.161,133.318,248.144,129.736,228.301,86.392,97.775,79.081,86.409
NM_023132,160.898,170.612,137.531,145.858,129.221,144.382,112.684,132.115,104.636,98.822,101.905,81.258,184.946,227.107,156.571,200.873,112.251,115.256,100.641,108.878
NM_019760,150.176,167.544,141.963,151.666,118.66,153.944,115.243,132.599,126.605,125.589,116.891,113.565,141.706,190.33,141.389,165.296,86.004,95.584,81.016,84.874
NR_028418,124.494,151.74,114.591,125.295,123.988,143.921,102.113,119.9,88.709,99.326,81.071,92.813,135.507,150.477,100.249,124.379,103.698,113.691,81.187,112.12
NM_031249,117.009,144.906,94.513,122.256,109.948,156.888,103.638,118.762,81.775,83.444,79.904,75.809,128.756,143.377,116.047,125.868,86.362,103.857,77.361,86.325
NM_001310625,100.502,107.355,90.939,93.895,130.366,133.109,110.553,112.883,141.31,148.563,114.602,123.151,134.875,179.121,93.354,163.278,85.288,84.478,75.659,75.463
NM_175491,103.261,126.907,109.141,128.643,122.34,138.53,116.796,125.605,77.708,77.797,82.579,96.971,120.745,162.241,120.165,140.042,91.91,94.055,71.721,74.119
NM_177140,166.521,168.728,160.137,147.378,133.966,122.058,120.056,120.433,93.689,107.036,91.913,90.758,170.136,218.44,148.397,211.84,133.278,116.834,99.594,89.911
NM_197991,138.183,137.091,116.378,131.323,124.303,130.757,115.744,118.346,87.056,88.831,83.663,89.899,133.582,146.523,104.652,125.959,91.087,101.968,74.428,86.207
NM_025842,122.102,121.9,107.842,101.999,115.408,137.538,98.155,114.77,86.656,89.526,79.483,83.513,137.847,133.745,117.14,114.554,95.571,84.573,81.238,73.554
NM_001146025,107.974,131.176,95.756,119.756,116.864,132.199,109.517,121.651,94.287,78.718,90.466,89.29,121.525,125.509,106.979,110.726,89.897,113.623,74.535,90.731
NM_001285905,113.02,110.738,82.152,76.402,124.55,123.399,97.533,91.375,88.046,93.239,72.761,83.909,118.316,134.946,86.008,89.553,94.642,94.772,70.862,64.741
NM_008363,124.317,116.067,98.777,96.865,127.549,115.443,106.869,101.626,66.942,67.521,61.009,51.585,121.695,111.902,102.135,97.47,88.411,89.13,73.856,72.91
NM_026130,103.934,131.241,95.889,116.031,111.223,126.815,99.311,105.684,111.202,97.343,109.577,95.301,111.146,142.162,108.703,121.262,91.969,112.803,84.726,98.814
NM_019652,124.841,128.24,113.909,114.998,114.986,122.754,96.291,106.94,95.242,102.326,78.804,88.063,130.147,162.744,107.912,141.004,108.376,106.387,86.46,101.965
NM_009294,142.298,133.959,110.784,114.298,123.803,113.515,105.059,102.953,87.439,87.466,79.719,76.116,149.683,145.637,123.695,128.596,110.485,90.314,95.775,82.009
NM_025836,153.978,148.926,119.75,132.824,117.652,119.268,97.146,106.05,67.822,80.268,52.633,64.737,162.578,150.777,127.846,125.598,62.323,58.123,51.873,52.72
NM_025813,105.056,111.44,102.571,103.646,108.576,124.846,99.562,109.901,87.28,95.383,82.609,84.331,140.845,158.851,123.638,139.802,65.812,61.198,54.976,53.545
NM_008669,156.803,188.432,134.967,151.284,113.054,118.26,90.847,97.615,72.491,65.904,57.633,64.802,157.354,146.02,132.575,120.229,77.74,85.751,65.341,66.32
NM_001199283,74.006,104.005,60.661,89.059,104.824,121.086,85.728,96.778,70.035,54.982,56.451,55.348,129.17,155.201,108.651,126.484,52.102,76.149,44.739,58.912
NM_001316674,114.882,153.573,103.359,138.63,96.514,126.144,84.827,107.651,91.948,83.58,81.118,75.411,101.273,151.501,91.692,130.821,52.993,66.619,46.374,57.543
NM_007651,117.403,136.653,116.649,129.227,93.955,126.972,90.791,118.587,68.582,86.875,64.978,77.354,115.287,144.95,107.289,129.183,81.19,104.421,77.162,98.673
NM_026977,87.614,105.011,70.14,79.882,100.431,117.132,77.508,92.279,56.092,62.6,46.949,56.504,89.539,118.563,56.856,93.143,61.739,78.822,42.396,54.927
NM_011503,126.78,105.271,106.678,87.864,116.462,100.799,99.516,88.511,96.307,97.048,83.402,79.723,140.709,125.068,114.559,108.612,107.499,87.568,92.731,76.706
NR_027804,116.255,121.379,94.451,105.706,111.139,105.569,90.211,86.781,82.174,68.945,71.819,65.68,140.683,129.361,99.562,104.619,93.598,85.949,74.097,75.094
NM_026738,100.818,88.842,88.553,77.991,104.368,109.384,93.354,91.493,72.055,70.441,60.299,59.503,96.374,105.177,73.147,85.014,78.39,69.902,58.896,55.894
NM_001099314,85.973,118.938,65.603,94.006,98.772,109.769,71.322,83.73,53.575,30.467,43.325,51.251,121.887,133.389,72.975,90.449,61.623,81.157,43.526,66.985
NM_028766,91.132,78.782,72.407,62.097,108.671,95.824,85.778,76.16,85.289,90.22,81.353,76.145,105.35,114.004,84.67,92.261,81.724,65.756,63.602,50.305
NR_045715,115.972,122.946,99.383,100,95.552,108.093,81.751,89.664,85.562,72.712,67.884,68.274,119.774,154.346,94.695,130.675,68.767,66.265,56.476,53.502
NR_110986,86.276,108.988,68.604,82.244,86.08,117.057,66.018,80.306,68.436,73.425,48.752,49.19,76.426,99.394,64.074,66.541,55.255,62.103,37.462,50.087
NM_028932,96.992,107.933,91.717,95.633,96.732,105.219,97.133,90.309,89.043,81.978,82.423,74.694,117.776,161.775,97.451,130.193,91.534,74.643,90.715,71.258
NM_145530,295.327,176.413,83.742,140.363,117.787,79.763,27.086,36.76,100.758,93.183,26.154,37.079,305.122,209.461,107.43,96.343,113.054,60.643,58.231,39.16
NM_001284411,90.798,95.098,78.31,78.357,91.782,97.187,74.123,80.761,52.289,58.468,45.138,51.427,91.511,91.154,74.536,81.846,67.152,82.478,51.752,67.893
NM_080837,116.167,88.73,97.014,77.833,104.3,80.406,87.378,70.222,89.262,108.174,80.909,75.125,106.918,115.866,80.993,97.891,109.488,81.468,91.192,79.542
NM_001310693,81.813,88.953,78.897,84.648,82.554,100.125,80.699,99.085,85.058,89.044,80.587,75.632,72.894,96.031,80.449,93.09,77.141,73.496,73.505,74.097
NM_153142,115.412,103.786,91.988,89.405,94.424,87.659,78.679,78.003,78.127,80.151,63.791,65.85,120.846,117.074,88.67,102.628,73.636,76.059,60.379,59.195
NM_138950,85.232,97.473,63.072,78.5,89.031,88.065,62.181,62.361,82.218,74.695,66.939,68.893,93.25,108.504,68.162,80.487,72.533,76.806,50.956,56.503
NM_021607,78.282,84.215,70.395,77.388,87.188,89.878,79.172,77.768,80.185,70.155,76.741,63.191,99.08,113.309,85.045,103.225,72.65,76.054,60.67,65.438
NM_001168220,116.107,137.321,86.239,109.78,81.184,94.16,61.804,71.767,33.736,30.41,28.037,25.999,118.602,138.909,100.182,110.802,59.392,55.1,46.772,47.652
NM_145609,97.313,85.026,73.722,74.018,85.664,88.453,67.334,69.99,61.646,76.857,64.664,71.918,89.118,94.974,82.156,88.413,79.839,76.824,64.548,56.253
NM_001164709,88.304,105.819,73.906,99.414,78.48,93.594,75.078,82.195,89.166,86.807,92.295,80.934,92.521,103.487,77.9,87.931,87.98,86.598,72.305,70.604
NM_008720,52.294,64.729,48.628,62.077,75.403,93.607,65.301,79.689,47.188,36.211,40.551,35.549,62.709,78.957,61.082,74.918,42.51,49.163,37.64,42.086
NM_001271591,87.676,45.767,78.207,43.508,110.724,56.179,93.916,43.502,31.245,42.491,24.36,27.26,139.427,67.317,123.576,62.032,70.18,29.469,72.58,23.065
NM_010807,33.838,38.691,1301.155,858.726,61.231,100.548,1283.891,885.426,1490.896,1307.897,3621.593,3393.43,94.315,102.235,1217.062,908.615,891.321,834.071,3804.472,3183.747
NM_026875,74.158,79.551,53.545,63.065,74.052,87.007,59.329,61.623,30.181,35.546,22.448,27.987,126.251,108.096,80.538,83.518,46.964,75.847,29.191,46.597
NM_025289,80.574,80.242,69.528,68.06,78.42,80.775,68.194,65.452,61.141,62.262,58.778,58.36,93.235,87.587,80.82,71.991,75.749,64.553,61.863,53.758
NM_023625,86.151,98.805,78.719,95.2,74.55,83.937,69.419,75.341,76.901,68.769,70.22,77.002,83.922,98.754,70.853,80.812,72.649,85.793,61.052,68.906
NM_026819,81.184,84.671,67.659,65.517,76.928,81.163,62.343,66.412,55.276,55.733,44.614,56.575,107.536,74.852,87.476,66.237,49.607,51.361,44.353,42.1
NM_175402,78.431,80.822,56.559,66.089,81.86,73.635,72.027,62.496,49.506,70.037,45.513,74.181,81.766,99.124,70.885,72.311,73.73,69.352,58.071,47.622
NM_053197,94.619,95.699,82.124,82.847,75.858,78.475,62.007,65.638,78.52,66.828,69.43,58.772,103.163,101.479,91.898,89.052,87.862,75.937,73.99,56.992
NM_028994,50.737,46.644,35.754,34.709,71.586,75.596,49.641,53.438,22.188,22.116,11.974,17.366,65.897,72.588,46.521,57.372,21.788,23.699,17.85,18.483
NM_009875,77.673,62.446,66.708,49.276,79.31,67.063,77.241,55.273,41.156,50.855,32.888,47.39,82.855,58.14,82.75,52.638,60.272,50.28,27.616,31.421
NM_029748,87.382,80.817,70.219,66.46,73.081,71.556,57.659,57.572,65.681,69.534,52.531,56.355,86.151,94.28,62.069,76.303,58.606,55.185,45.464,44.688
NM_013543,86.677,90.97,71.296,75.116,70.442,73.357,54.095,61.838,46.729,39.254,32.741,52.935,105.756,79.487,80.194,66.093,62.046,58.887,56.289,54.817
NM_019437,60.523,74.559,57.819,61.565,70.838,72.71,59.163,62.327,57.354,65.799,48.273,53.791,88.664,89.753,78.494,76.772,61.01,67.688,52.104,57.929
NR_045889,70.601,68.458,66.18,60.305,77.287,65.684,71.872,59.923,52.77,40.129,47.216,43.689,82.076,82.689,73.673,70.938,65.329,57.303,55.482,48.251
NM_181278,55.622,69.086,52.064,60.764,58.104,80.935,58.734,67.931,49.49,52.97,46.055,47.729,60.252,62.326,60.744,58.335,46.489,64.174,43.531,60.62
NM_001123038,61.112,83.961,48.133,65.371,55.978,82.37,41.442,59.605,54.66,59.553,43.169,42.911,65.325,100.397,59.093,72.897,55.86,67.61,47.545,50.484
NM_001009949,43.709,51.168,37.207,40.197,65.051,70.003,54.541,56.336,47.344,45.947,33.649,35.827,55.234,59.319,64.922,53.02,39.844,45.39,34.673,32.021
NM_001025371,54.669,74.633,44.442,55.944,55.978,77.804,43.362,55.169,43.873,46.909,32.101,33.455,49.165,66.088,41.029,44.872,36.223,44.257,25.189,35.591
NM_001291039,57.471,77.762,48.084,62.714,57.976,72.691,44.928,56.082,44.368,38.542,41.351,39.157,67.048,83.899,58.12,69.786,42.462,51.162,35.971,42.553
NM_001305982,59.213,61.713,45.292,48.187,68.13,59.605,48.005,53.078,41.547,51.718,32.067,37.83,63.04,65.685,45.811,54.501,49.413,43.391,37.56,34.009
NM_023764,66.953,83.174,67.899,78.296,59.523,68.134,58.57,67.203,43.407,41.358,43.994,43.428,61.388,72.511,61.229,68.027,47.918,55.354,43.313,48.026
NM_001291036,63.283,71.898,38.813,45.668,61.627,65.719,39.846,44.785,47.704,43.934,36.857,38.371,87.15,85.312,61.53,70.827,51.882,58.801,36.661,39.819
NM_027439,62.034,73.437,62.6,68.808,57.308,67.85,54.297,64.505,66.056,62.681,62.502,61.901,71.139,87.491,68.588,80.773,42.869,53.396,42.094,47.704
NM_026160,60.313,80.926,51.482,66.371,51.681,72.043,38.211,53.56,43.905,44.657,39.069,36.255,68.082,84.261,54.404,72.591,39.722,51.182,31.016,38.682
NM_030252,66.094,69.652,53.064,55.208,59.072,61.873,45.61,48.548,41.506,34.975,27.214,29.768,61.075,70.293,43.839,54.772,38.393,38.241,31.653,31.493
NM_001253832,64.819,62.538,50.867,54.606,58.789,61.962,48.927,49.456,44.67,41.441,34.12,37.018,68.446,62.742,49.485,52.34,52.792,48.068,36.102,35.951
NM_054097,70.114,72.575,60.053,58.551,56.748,63.71,49.166,53.581,50.052,44.449,42.342,42.367,71.739,91.607,56.644,77.643,41.619,39.079,33.34,31.472
NM_172866,51.854,64.538,40.204,48.826,58.467,60.586,42.938,49.172,35.361,30.287,27.369,27.928,63.645,74.516,44.834,54.224,37.484,45.175,29.173,34.87
NM_133708,65.138,62.473,56.698,59.553,56.159,61.789,46.03,55.157,51.874,50.106,46.596,43.953,76.723,74.65,60.961,63.926,47.541,52.483,42.813,45.848
NM_198424,52.719,58.425,41.67,50.897,53.184,62.783,40.135,48.182,38.501,37.054,29.331,37.73,60.286,65.511,46.176,53.208,37.548,52.724,28.301,36.935
NM_001199009,57.872,57.191,47.224,53.1,54.675,60.817,45.182,51.273,38.945,39.152,30.678,34.775,67.358,73.106,53.85,58.366,31.854,41.388,31.293,34.04
NM_145512,45.561,61.612,39.283,50.267,44.616,69.373,38.513,52.159,45.118,47.554,35.586,41.266,55.171,56.41,46.057,44.181,35.459,50.982,28.987,38.766
NM_010700,42.776,53.797,57.88,68.022,59.385,53.072,73.145,67.468,82.395,68.791,95.41,87.573,43.678,40.192,51.501,44.826,67.989,89.347,77.501,94.371
NM_031392,70.968,57.405,53.471,47.631,58.859,52.892,45.38,40.802,51.483,44.76,38.248,36.69,65.855,62.908,56.529,52.94,42.495,37.004,38.389,30.43
NM_001316728,49.267,48.01,35.62,36.093,53.138,55.042,38.864,42.698,30.526,20.684,22.458,23.613,69.002,69.478,57.349,53.537,35.835,40.211,28.51,31.879
NM_001081145,49.652,54.227,33.403,42.769,48.069,59.102,31.042,43.576,52.385,43.086,37.294,24.748,64.528,77.649,49.546,74.633,26.997,23.872,15.155,21.082
NM_172749,46.972,48.414,28.195,31.44,53.92,50.542,32.657,33.022,28.724,32.136,19.009,26.192,50.594,53.685,33.851,40.042,34.858,37.211,19.871,21.111
