,TPM_BALB_notx_rep1,TPM_BALB_notx_rep2,TPM_BALB_KLA_rep1,TPM_BALB_KLA_rep2,TPM_C57_notx_rep1,TPM_C57_notx_rep2,TPM_C57_KLA_rep1,TPM_C57_KLA_rep2,TPM_NOD_notx_rep1,TPM_NOD_notx_rep2,TPM_NOD_KLA_rep1,TPM_NOD_KLA_rep2,TPM_PWK_notx_rep1,TPM_PWK_notx_rep2,TPM_PWK_KLA_rep1,TPM_PWK_KLA_rep2,TPM_SPRET_notx_rep1,TPM_SPRET_notx_rep2,TPM_SPRET_KLA_rep1,TPM_SPRET_KLA_rep2
NM_026618,269.263,267.302,218.777,227.209,282.413,279.643,219.102,201.584,299.636,307.787,246.153,266.256,271.267,282.974,212.347,237.884,203.42,198.105,161.722,166.774
NM_001042408,183.215,185.957,170.894,163.125,175.554,174.455,155.767,147.745,175.578,184.103,167.469,181.953,187.222,181.327,160.389,176.384,166.207,154.207,155.511,125.836
NM_022417,121.234,124.018,97.569,107.809,105.502,97.923,90.528,82.02,123.154,121.914,97.479,102.689,128.025,120.638,98.557,96.908,78.194,86.846,62.189,68.044
NM_001177352,82.494,91.428,221.538,231.248,89.661,113.255,232.541,255.678,74.197,71.3,192.062,228.81,52.848,56.597,127.8,124.266,148.762,154.38,426.339,363.265
NM_025340,87.37,83.995,68.79,75.596,89.526,98.107,71.626,76.875,80.412,82.791,67.43,73.008,91.839,96.855,70.674,82.208,68.681,66.054,54.166,53.359
NM_153526,86.153,93.082,152.297,199.055,75.076,67.147,117.254,126.419,138.447,122.493,168.516,172.093,64.649,64.867,95.603,106.966,137.961,175.85,213.526,324.449
NM_012051,56.458,62.188,123.815,117.304,62.155,70,142.747,133.464,86.595,78.783,113.434,138.059,59.668,61.673,109.046,76.874,130.704,93.276,311.499,237.438
NM_001291032,54.716,65.633,37.588,46.143,47.728,55.19,32.905,31.346,46.022,53.655,33.966,41.534,64.933,64.904,49.048,52.269,28.889,37.883,17.962,19.047
NM_010511,25.94,26.34,36.613,30.513,43.921,51.771,80.148,62.012,29.743,29.087,54.066,56.112,45.066,27.642,70.575,37.919,36.035,58.039,52.382,60.559
NM_008551,37.1,43.198,60.59,59.291,45.524,49.208,79.039,74.833,71.257,63.545,93.749,85.917,52.902,58.176,69.266,65.754,120.038,111.524,192.209,153.366
NM_007707,34.874,34.452,2083.461,1162.032,37.922,47.395,2685.97,1564.662,100.228,74.446,1515.346,1718.361,34.145,53.222,883.617,376.922,196.4,201.554,5202.096,4608.438
NR_028053,42.602,41.77,27.293,27.921,26.339,22.568,12.484,12.433,29.604,36.693,17.637,19.187,32.908,31.012,22.258,21.557,21.392,22.423,14.717,14.286
NM_025926,17.871,19.687,39.253,51.217,18.398,20.291,35.577,51.252,17.024,18.318,31.498,24.186,21.475,23.48,51.438,45.82,44.185,26.912,122.312,92.968
NM_145459,18.32,12.481,8.578,8.054,16.973,14.436,8.961,5.982,31.569,29.745,10.886,14.732,40.82,30.652,24.183,18.769,26.754,19.055,195.111,142.118
NR_132308,12.484,14.484,12.009,13.748,11.316,13.205,14.016,14.152,8.543,8.957,8.068,7.825,16.546,15.592,20.531,15.289,20.844,24.513,69.835,62.999
NM_027514,12.307,12.593,41.414,36.117,10.565,11.65,44.537,40.029,8.03,7.503,24.944,24.647,7.443,10.287,36.995,20.77,15.354,10.558,113.279,96.09
NM_021451,5.968,9.696,11.865,14.889,8.29,12.076,12.326,22.245,17.132,15.075,20.944,23.662,17.7,20.275,21.058,20.34,43.72,28.696,118.072,107.944
NM_146085,11.605,11.531,9.915,6.248,9.871,9.135,10.931,8.787,15.184,14.233,24.787,28.225,14.617,11.559,13.72,9.865,23.962,23.658,44.916,46.409
NM_172833,15.018,18.884,44.557,44.633,8.105,9.102,24.709,25.954,5.472,4.794,26.847,22.996,27.477,29.21,45.272,36.176,47.464,39.686,86.228,80.149
NM_145968,5.537,8.376,25.52,20.2,8.047,7.811,23.006,14.446,6.926,6.733,9.606,10.414,10.2,8.605,16.46,8.881,8.903,12.264,30.541,50.777
NM_008176,10.218,8.54,5509.465,3326.696,6.65,9.119,1600.143,1238.071,38.079,21.623,4067.432,3371.054,8.925,43.991,2014.416,1725.079,95.247,137.33,9632.52,8244.146
NM_010444,6.574,4.688,21.073,18.68,5.736,7.368,20.301,25.463,4.135,4.522,11.056,16.08,12.249,5.893,25.369,10.187,11.55,6.003,35.026,54.006
NM_010215,5.217,3.663,17.328,3.781,5.209,6.405,17.898,5.274,3.635,1.656,5.059,7.774,4.538,6.731,7.842,4.207,11.191,9.911,61.747,18.072
NM_025499,6.416,11.348,10.627,24.737,4.193,5.926,9.941,29.457,5.255,2.299,9.238,11.034,6.938,10.948,21.952,38.181,14.934,13.373,73.775,91.289
NM_011636,6.127,5.87,12.806,14.957,4.599,5.394,12.89,14.95,8.326,9.642,14.369,11.285,6.296,6.325,12.356,9.05,10.072,14.153,30.199,38.529
NM_029423,3.67,3.809,13.854,15.084,3.855,4.449,17.26,18.87,5.153,4.509,24.26,21.999,8.782,13.236,23.089,25.697,29.159,34.892,74.453,79.505
NR_045840,2.548,2.35,6.364,8.695,2.273,3.03,9.789,9.499,4.231,2.865,11.335,14.104,4.809,8.046,14.257,14.784,14.687,17.826,42.963,45.083
