,TPM_BALB_notx_rep1,TPM_BALB_notx_rep2,TPM_BALB_KLA_rep1,TPM_BALB_KLA_rep2,TPM_C57_notx_rep1,TPM_C57_notx_rep2,TPM_C57_KLA_rep1,TPM_C57_KLA_rep2,TPM_NOD_notx_rep1,TPM_NOD_notx_rep2,TPM_NOD_KLA_rep1,TPM_NOD_KLA_rep2,TPM_PWK_notx_rep1,TPM_PWK_notx_rep2,TPM_PWK_KLA_rep1,TPM_PWK_KLA_rep2,TPM_SPRET_notx_rep1,TPM_SPRET_notx_rep2,TPM_SPRET_KLA_rep1,TPM_SPRET_KLA_rep2
NM_053110,7477.928,9801.512,6898.924,8867.352,7127.824,8739.95,6415.121,7499.835,3489.529,2661.433,3048.666,2558.681,16719.951,18467.211,15339.903,16126.146,11421.403,12860.692,9751.739,10762.12
NR_110993,7458.778,8444.73,6872.152,7917.065,6515.756,7338.195,5780.436,6316.337,4778.432,3729.823,4334.38,3501.189,8291.813,9621.669,7418.564,8506.376,6761.371,8168.387,5241.766,7240.822
NM_001146124,4900.107,6967.937,4214.61,6072.096,4482.474,5468.329,3735.749,4388.588,2263.879,1627.049,1978.694,1598.856,6675.781,7201.275,5745.76,6115.854,4247.325,5814.466,3688.963,4684.352
NM_001177307,3223.49,3534.762,2711.465,2818.062,3026.398,3945.403,2658.532,3455.154,2294.658,2211.834,2099.738,2078.334,3564.689,3968.256,2966.049,3481.191,3144.378,4479.468,2805.035,3539.027
NM_012053,2100.094,1734.082,1760.425,1509.463,2097.844,1753.108,1825.427,1520.288,1604.6,1910.813,1574.917,1642.325,2801.453,2353.335,2043.802,2202.526,2504.534,2112.223,2250.287,1857.472
NM_008906,2110.808,2448.669,1890.911,2140.938,1325.936,1503.321,1133.481,1268.233,1370.685,1147.074,1212.807,1101.042,2026.695,2006.961,1752.634,1723.914,1502.414,1704.878,1206.327,1428.767
NM_008143,1193.065,1109.286,1048.924,978.826,1242.963,1221.254,1051.812,1052.466,1063.871,1186.665,930.243,983.349,1335.01,1354.618,1057.572,1173.523,1135.606,1224.307,1044.339,1073.359
NR_110499,1060.723,949.907,902.711,813.254,1210.893,1163.979,1060.309,917.238,829.918,918.437,814.616,758.426,1470.599,1309.205,1229.222,1241.514,1291.684,1239.835,1085.302,1105.284
NM_019749,1084.999,1233.471,1032.16,1074.725,1014.768,1226.333,909.83,1041.089,831.796,784.572,725.441,637.853,980.357,1177.689,835.553,993.873,981.818,1224.918,767.529,1060.594
NM_001172101,1321.819,1133.733,1134.679,999.416,1039.802,984.236,843.209,848.759,632.43,620.175,510.127,543.468,1157.577,1183.664,911.33,1038.893,1098.314,936.346,965.155,862.722
NM_011333,519.434,469.376,2881.379,2907.85,737.838,809.104,4185.593,4684.742,2018.626,1635.77,5484.961,4075.204,439.5,163.957,1150.895,529.358,431.497,253.793,1638.144,1652.474
NM_001001806,855.299,591.451,491.508,509.276,857.73,618.29,489.643,476.217,459.976,494.105,300.697,413.793,851.485,501.661,501.748,389.923,604.779,486.515,407.319,341.558
NM_018794,609.125,699.129,560.867,641.28,583.695,703.141,512.204,612.073,524.109,507.186,466.066,446.111,676.941,721.627,604.557,623.81,565.822,683.64,488.715,575.893
NM_173742,681.584,874.007,609.315,732.421,546.795,656.162,514.696,570.797,509.255,544.815,465.045,483.233,756.949,889.009,578.313,761.085,641.919,678.1,473.548,550.72
NM_020003,691.479,789.64,616.211,710.77,531.634,576.179,470.826,496.777,551.086,431.678,479.406,476.869,772.99,810.995,615.123,700.65,604.762,709.587,494.145,608.413
NM_009906,580.481,696.683,534.639,631.484,488.595,551.089,418.866,458.256,268.188,186.316,223.085,192.721,634.297,713.141,549.475,616.526,512.212,620.383,418.05,525.852
NM_001287523,781.383,685.051,381.528,470.212,607.825,387.448,308.353,243.439,198.519,252.346,108.263,167.332,762.313,642.078,398.122,475.521,573.164,517.688,319.287,277.806
NR_125891,449.698,449.062,380.329,386.096,459.297,477.389,398.945,409.907,388.586,427.816,360.611,383.59,497.414,555.994,400.95,474.931,475.397,435.874,387.233,374.497
NM_001039176,426.044,527.412,370.266,481.164,409.492,450.416,349.238,348.114,403.101,375.434,370.622,331.694,430.915,564.151,359.428,461.483,487.024,481.234,384.872,392.218
NM_011778,409.562,386.557,321.39,323.098,390.52,408.961,314.257,321.85,321.694,328.121,264.847,302.14,431.914,393.768,331.244,328.034,419.175,416.188,349.682,333.535
NM_011602,330.081,333.246,283.562,284.946,411.923,368.5,352.248,345.436,315.831,256.331,308.147,269.889,435.309,358.05,416.963,321.778,389.846,381.492,354.608,302.117
NM_177715,344.569,444.175,564.824,712.886,326.408,373.024,675.453,736.554,806.786,769.568,1128.556,1048.844,205.546,135.681,424.049,227.52,137.679,205.93,211.306,323.292
NM_013654,135.025,154.803,860.335,1009.92,293.477,384.47,1933.775,2397.533,1221.918,947.676,3961.998,2733.716,114.814,38.729,287.631,109.613,26.926,19.014,113.805,112.289
NM_007853,331.935,417.714,366.748,430.656,289.708,364.799,290.582,356.475,306.241,290.562,330.502,281.837,298.602,364.884,329.022,386.268,354.589,403.359,314.369,360.633
NM_026911,315.771,344.585,298.753,296.21,301.138,336.618,254.468,308.796,212.847,213.244,140.648,170.172,250.197,317.224,198.037,255.002,262.156,256.816,229.595,229.691
