tumor	gene	term	NES	pval	FDR
BLCA	CDKN1A	HALLMARK_ALLOGRAFT_REJECTION	2.57427297018654	1e-10	3.84615384615385e-10
BLCA	CDKN1A	HALLMARK_APOPTOSIS	2.38645017889323	1e-10	3.84615384615385e-10
BLCA	CDKN1A	HALLMARK_COMPLEMENT	2.17405168200609	1e-10	3.84615384615385e-10
BLCA	CDKN1A	HALLMARK_E2F_TARGETS	-2.07365062477858	1e-10	3.84615384615385e-10
BLCA	CDKN1A	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	2.43889171542908	1e-10	3.84615384615385e-10
BLCA	CDKN1A	HALLMARK_HYPOXIA	2.32285725162543	1e-10	3.84615384615385e-10
BLCA	CDKN1A	HALLMARK_IL2_STAT5_SIGNALING	2.22072373898455	1e-10	3.84615384615385e-10
BLCA	CDKN1A	HALLMARK_INFLAMMATORY_RESPONSE	2.66744859725392	1e-10	3.84615384615385e-10
BLCA	CDKN1A	HALLMARK_INTERFERON_ALPHA_RESPONSE	2.77630706258716	1e-10	3.84615384615385e-10
BLCA	CDKN1A	HALLMARK_INTERFERON_GAMMA_RESPONSE	2.88457414886076	1e-10	3.84615384615385e-10
BLCA	CDKN1A	HALLMARK_KRAS_SIGNALING_UP	2.14447604710897	1e-10	3.84615384615385e-10
BLCA	CDKN1A	HALLMARK_P53_PATHWAY	2.92998587576653	1e-10	3.84615384615385e-10
BLCA	CDKN1A	HALLMARK_TNFA_SIGNALING_VIA_NFKB	3.30888324037903	1e-10	3.84615384615385e-10
BLCA	CDKN1A	HALLMARK_IL6_JAK_STAT3_SIGNALING	2.37207877610249	7.16140985648936e-10	2.55764637731763e-09
BLCA	CDKN1A	HALLMARK_COAGULATION	2.2111912909446	9.71123294256719e-10	3.2370776475224e-09
BLCA	CDKN1A	HALLMARK_G2M_CHECKPOINT	-1.94500624261893	1.71991537209373e-08	5.3747355377929e-08
BLCA	CDKN1A	HALLMARK_ESTROGEN_RESPONSE_LATE	1.9686842314827	2.20511682426983e-08	6.48563771844066e-08
BLCA	CDKN1A	HALLMARK_ESTROGEN_RESPONSE_EARLY	1.94526668907462	2.42290967862062e-08	6.73030466283504e-08
BLCA	CDKN1A	HALLMARK_APICAL_JUNCTION	1.94805631486925	4.48846999926384e-08	1.18117631559575e-07
BLCA	CDKN1A	HALLMARK_SPERMATOGENESIS	-1.89509684060853	6.72241870942411e-07	1.68060467735603e-06
BLCA	CDKN1A	HALLMARK_TGF_BETA_SIGNALING	2.20420506500878	1.77768917306724e-06	4.23259326920771e-06
BLCA	CDKN1A	HALLMARK_UV_RESPONSE_UP	1.67247125753069	0.000180509148413374	0.000410248064575849
BLCA	CDKN1A	HALLMARK_ANGIOGENESIS	1.9405503229303	0.000850338150667245	0.00184856119710271
BLCA	CDKN1A	HALLMARK_UV_RESPONSE_DN	1.5336895844391	0.00256506261224363	0.00534388044217423
BLCA	CDKN1A	HALLMARK_PANCREAS_BETA_CELLS	-1.61547458024295	0.00796321320863216	0.0159264264172643
BLCA	CDKN1A	HALLMARK_KRAS_SIGNALING_DN	1.32333119473628	0.0147978781991254	0.0284574580752411
BLCA	CDKN1A	HALLMARK_ANDROGEN_RESPONSE	1.43640533489237	0.0188622372562846	0.0349300689931196
BLCA	CDKN1A	HALLMARK_GLYCOLYSIS	1.28201372059697	0.0199905810818121	0.0356974662175217
BLCA	CDKN1A	HALLMARK_BILE_ACID_METABOLISM	-1.3893611332989	0.022392181357679	0.0386072092373775
BLCA	CDKN1A	HALLMARK_HEME_METABOLISM	1.28935807414439	0.0265137547198784	0.0441895911997973
BLCA	CDKN1A	HALLMARK_MITOTIC_SPINDLE	-1.29454661743114	0.0401034928848642	0.0646830530401035
BLCA	CDKN1A	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	1.33066546853778	0.0838150289017341	0.13096098265896
BLCA	CDKN1A	HALLMARK_APICAL_SURFACE	1.29838571195725	0.112426035502959	0.170342478034786
BLCA	CDKN1A	HALLMARK_MYOGENESIS	1.19275323188183	0.121076233183857	0.178053284093907
BLCA	CDKN1A	HALLMARK_WNT_BETA_CATENIN_SIGNALING	1.23962120532937	0.140350877192982	0.200501253132832
