,TPM_BALB_notx_rep1,TPM_BALB_notx_rep2,TPM_BALB_KLA_rep1,TPM_BALB_KLA_rep2,TPM_C57_notx_rep1,TPM_C57_notx_rep2,TPM_C57_KLA_rep1,TPM_C57_KLA_rep2,TPM_NOD_notx_rep1,TPM_NOD_notx_rep2,TPM_NOD_KLA_rep1,TPM_NOD_KLA_rep2,TPM_PWK_notx_rep1,TPM_PWK_notx_rep2,TPM_PWK_KLA_rep1,TPM_PWK_KLA_rep2,TPM_SPRET_notx_rep1,TPM_SPRET_notx_rep2,TPM_SPRET_KLA_rep1,TPM_SPRET_KLA_rep2
NM_010239,22062.87,25677.391,19762.789,23106.775,23129.373,29526.056,21590.22,24591.64,31148.186,26140.726,30749.928,26045.324,52546.02,62393.491,45654.937,56710.154,33710.237,34144.603,27430,30802.967
NM_010821,6311.533,7379.755,5813.405,6556.321,5528.383,6971.48,4869.925,5932.151,7092.373,5372.852,6238.817,5093.25,9622.79,9561.338,9545.078,8489.95,5285.225,7702.894,4646.969,6294.919
NM_007793,2730.73,2815.151,2708.248,2486.409,2302.924,2412.331,1933.932,2206.177,1931.281,1905.747,1768.532,1631.089,3000.743,3899.963,2425.942,3513.611,2373.679,2599.768,2150.825,2412.711
NM_024212,1015.141,842.318,880.501,732.043,1070.969,903.336,954.464,811.937,852.578,972.639,786.641,853.253,1522.985,1389.05,1353.771,1294.508,1254.344,989.366,1072.04,898.867
NM_001287180,652.404,527.321,536.675,580.424,886.478,975.619,773.211,829.605,535.334,594.343,587.314,648.216,961.087,1442.652,927.64,1140.74,778.147,720.627,777.611,755.332
NM_001291892,851.53,842.743,1622.485,1236.1,727.415,791.075,1274.203,1151.728,849.595,615.33,1090.414,858.427,180.148,241.624,385.95,361.986,935.924,725.396,1028.696,784.332
NM_013725,611.764,470.856,556.729,421.989,696.462,598.485,574.915,478.966,439.346,444.563,379.573,403.974,1072.657,1047.745,930.951,917.22,800.644,717.374,693.065,615.765
NM_009438,576.78,394.611,457.996,358.53,711.871,571.108,588.588,484.147,558.16,688.553,472.85,609.493,1001.921,863.605,802.622,742.03,576.151,531.045,527.915,463.404
NM_023168,644.284,872.186,603.841,748.884,567.583,700.96,530.543,611.418,537.665,442.943,462.119,429.689,1168.862,1564.572,953.106,1303.836,633.287,768.128,501.101,658.56
NM_011018,341.923,344.57,782.456,577.004,542.552,668.179,1119.112,924.293,414.481,356.57,709.372,596.455,540.854,1181.25,780.894,1407.664,361.086,411.258,391.581,392.422
NM_011032,529.401,625.959,424.237,496.765,444.997,481.663,380.74,403.621,537.036,543.932,479.397,498.408,375.479,341.145,329.892,300.782,542.598,596.826,471.291,507.374
NM_026524,391.451,335.586,407.776,387.649,408.328,345.297,430.263,405.375,442.392,388.977,394.533,397.162,273.314,142.939,248.578,155.901,483.243,303.212,554.371,402.559
NM_008577,432.257,384.38,398.134,376.707,375.598,367.024,347.11,367.507,321.113,318.518,343.518,310.853,694.519,1187.258,596.482,1060.021,259.612,212.08,210.557,191.316
NM_029688,247.142,231.648,239.212,283.328,311.87,322.579,286.076,343.351,208.259,171.205,199.517,135.403,354.004,696.165,326.103,786.698,327.129,263.089,287.49,256.645
NM_001130453,227.763,247.461,214.979,216.842,296.495,333.7,311.075,307.04,388.045,321.577,313.736,316.408,318.462,523.036,307.534,442.283,279.968,314.095,237.077,266.102
NM_001033380,243.016,317.055,215.167,267.421,281.384,346.555,276.298,330.226,331.816,326.228,314.12,309.125,675.501,1158.435,840.357,1096.859,355.996,418.502,325.258,348.828
NM_030693,150.69,240.788,109.227,193.943,244.504,367.341,234.791,318.645,82.919,73.515,75.009,78.421,275.037,632.969,214.279,511.967,123.014,128.292,94.415,114.164
NM_001161428,218.939,216.289,187.111,190.43,256.289,265.15,218.142,218.096,291.887,291.921,242.455,283.412,495.691,362.85,395.191,309.755,295.186,355.812,255.095,302.054
NM_020600,252.765,189.564,218.593,179.524,265.72,247.628,227.641,214.957,197.605,268.429,184.362,212.735,378.867,348.328,301.381,307.954,341.374,261.108,310.664,238.172
NM_009443,274.383,360.359,307.886,341.276,222.685,289.35,234.825,274.409,177.495,172.645,226.875,209.864,297.003,500.649,335.147,453.967,257.862,295.717,251.354,287.107
NM_001171035,213.186,282.407,194.136,255.853,225.446,263.158,204.712,238.291,269.479,257.073,260.405,253.346,343.284,438.967,298.113,396.624,247.054,319.599,226.978,270.268
NM_009391,206.598,120.704,172.241,108.932,292.941,180.615,254.361,150.382,156.499,171.872,151.725,151.89,271.736,268.582,245.441,241,153.631,84.469,143.836,78.177
NM_009911,437.006,303.371,356.468,278.731,263.903,187.794,165.45,158.724,111.553,111.041,55.193,63.901,742.479,612.948,422.464,443.128,315.261,282.823,186.881,214
NM_009673,220.238,248.553,225.302,235.14,191.597,232.876,188.362,224.122,176.129,149.687,178.97,168.86,286.4,368.596,296.159,358.201,261.175,284.148,234.069,249.254
NM_009444,240.878,274.431,265.086,263.795,198.977,223.411,208.098,212.097,134.548,139.906,176.053,159.45,258.963,382.48,278.546,345.737,225.773,224.524,217.302,219.045
NM_013515,217.44,227.161,193.368,176.603,192.488,213.37,179.294,169.347,264.783,235.448,257.795,223.401,84.332,79.696,72.762,59.794,244.281,283.324,200.897,210.743
NM_025974,175.944,145.788,153.03,120.692,198.016,177.806,166.745,141.31,160.254,171.917,128.966,146.712,318.656,221.835,224.683,228.627,248.865,205.321,228.47,182.276
NR_024619,180.952,184.138,184.094,183.876,183.555,190.862,183.411,197.716,237.607,254.883,185.874,212.872,146.501,153.372,146.746,146.989,205.652,216.651,194.2,213.468
NM_016852,166.205,211.6,150.576,192.533,168.712,202.922,156.386,170.497,130.882,106.015,127.814,114.422,278.297,343.048,234.871,300.455,186.919,228.772,154.002,186.935
NM_010893,205.601,211.568,181.524,207.988,182.169,185.525,154.091,160.786,195.073,196.986,188.001,173.921,245.649,317.101,199.898,264.447,197.989,189.11,162.315,182.791
NM_028662,185.662,188.518,176.686,178.992,177.743,188.277,166.414,171.145,153.796,178.417,143.744,152.168,115.671,104.175,98.51,113.856,173.02,193.223,163.778,202.33
NM_001110499,172.933,197.673,156.527,179.376,165.545,186.239,160.764,164.937,203.963,189.159,197.54,172.92,134.517,162.89,136.078,146.924,180.501,188.287,164.406,168.193
NM_028071,183.997,176.087,154.372,159.133,185.538,159.743,162.772,149.242,167.738,167.259,140.229,142.716,117.52,65.448,95.285,60.895,168.827,166.307,135.262,140.779
NM_010481,102.62,116.258,94.932,104.33,149.201,177.424,134.758,165.169,117.968,120.525,112.579,111.778,159.687,290.134,151.097,266.217,171.553,160.404,158.187,151.43
