gene	Amp	Del	tumor
DPP4	0.397205588822355	-0.165668662674651	LUSC
ATP5G3	0.429141716566866	-0.155688622754491	LUSC
NFE2L2	0.435129740518962	-0.149700598802395	LUSC
FANCD2	0.06187624750499	-0.0419161676646707	LUSC
TFRC	0.898203592814371	-0.00998003992015968	LUSC
SLC7A11	0.0738522954091816	-0.101796407185629	LUSC
CDKN1A	0.341317365269461	-0.145708582834331	LUSC
HSPB1	0.572854291417166	-0.0678642714570858	LUSC
FDFT1	0.12375249500998	-0.0578842315369262	LUSC
EMC2	0.710578842315369	-0.0518962075848303	LUSC
RPL8	0.724550898203593	-0.0419161676646707	LUSC
HSPA5	0.251497005988024	-0.0918163672654691	LUSC
NCOA4	0.171656686626747	-0.155688622754491	LUSC
CISD1	0.143712574850299	-0.157684630738523	LUSC
CARS	0.143712574850299	-0.11377245508982	LUSC
LPCAT3	0.596806387225549	-0.0578842315369262	LUSC
CS	0.399201596806387	-0.11377245508982	LUSC
GLS2	0.397205588822355	-0.11377245508982	LUSC
MT1G	0.249500998003992	-0.11377245508982	LUSC
ALOX15	0.137724550898204	-0.0898203592814371	LUSC
GPX4	0.207584830339321	-0.131736526946108	LUSC
SLC1A5	0.375249500998004	-0.131736526946108	LUSC
SAT1	0.219560878243513	-0.157684630738523	LUSC
ACSL4	0.30938123752495	-0.157684630738523	LUSC
