gene	Amp	Del	tumor
DPP4	0.145945945945946	-0.359459459459459	LIHC
ATP5G3	0.162162162162162	-0.356756756756757	LIHC
NFE2L2	0.2	-0.340540540540541	LIHC
FANCD2	0.178378378378378	-0.243243243243243	LIHC
TFRC	0.218918918918919	-0.335135135135135	LIHC
SLC7A11	0.0405405405405405	-0.351351351351351	LIHC
CDKN1A	0.402702702702703	-0.262162162162162	LIHC
HSPB1	0.381081081081081	-0.135135135135135	LIHC
FDFT1	0.0783783783783784	-0.0756756756756757	LIHC
EMC2	0.62972972972973	-0.0945945945945946	LIHC
RPL8	0.613513513513513	-0.0918918918918919	LIHC
HSPA5	0.0972972972972973	-0.254054054054054	LIHC
NCOA4	0.162162162162162	-0.186486486486486	LIHC
CISD1	0.156756756756757	-0.189189189189189	LIHC
CARS	0.118918918918919	-0.359459459459459	LIHC
LPCAT3	0.135135135135135	-0.337837837837838	LIHC
CS	0.178378378378378	-0.386486486486486	LIHC
GLS2	0.172972972972973	-0.394594594594595	LIHC
MT1G	0.0837837837837838	-0.145945945945946	LIHC
ALOX15	0.072972972972973	-0.113513513513514	LIHC
GPX4	0.224324324324324	-0.175675675675676	LIHC
SLC1A5	0.281081081081081	-0.197297297297297	LIHC
SAT1	0.205405405405405	-0.191891891891892	LIHC
ACSL4	0.302702702702703	-0.181081081081081	LIHC
