gene	Amp	Del	tumor
DPP4	0.00200400801603206	-0.0581162324649299	THCA
ATP5G3	0.00200400801603206	-0.0601202404809619	THCA
NFE2L2	0.00200400801603206	-0.0601202404809619	THCA
FANCD2	0.00601202404809619	-0.0861723446893788	THCA
TFRC	0.00801603206412826	-0.0861723446893788	THCA
SLC7A11	0.0140280561122244	-0.0741482965931864	THCA
CDKN1A	0.00400801603206413	-0.0681362725450902	THCA
HSPB1	0.0440881763527054	-0.030060120240481	THCA
FDFT1	0.0180360721442886	-0.0521042084168337	THCA
EMC2	0.0200400801603206	-0.0581162324649299	THCA
RPL8	0.0260521042084168	-0.0541082164328657	THCA
HSPA5	0.00801603206412826	-0.0861723446893788	THCA
NCOA4	0.00400801603206413	-0.0681362725450902	THCA
CISD1	0.00400801603206413	-0.0681362725450902	THCA
CARS	0.0120240480961924	-0.0460921843687375	THCA
LPCAT3	0.0280561122244489	-0.0380761523046092	THCA
CS	0.032064128256513	-0.0420841683366733	THCA
GLS2	0.032064128256513	-0.0420841683366733	THCA
MT1G	0.0340681362725451	-0.0440881763527054	THCA
ALOX15	0.0460921843687375	-0.0240480961923848	THCA
GPX4	0.0440881763527054	-0.0521042084168337	THCA
SLC1A5	0.0440881763527054	-0.0460921843687375	THCA
SAT1	0.0280561122244489	-0.0561122244488978	THCA
ACSL4	0.0280561122244489	-0.0581162324649299	THCA
