gene	Amp	Del	tumor
DPP4	0.0745233968804159	-0.435008665511265	GBM
ATP5G3	0.0693240901213172	-0.441941074523397	GBM
NFE2L2	0.0693240901213172	-0.440207972270364	GBM
FANCD2	0.138648180242634	-0.204506065857886	GBM
TFRC	0.166377816291161	-0.249566724436742	GBM
SLC7A11	0.0901213171577123	-0.391681109185442	GBM
CDKN1A	0.0849220103986135	-0.358752166377816	GBM
HSPB1	0.856152512998267	-0.0294627383015598	GBM
FDFT1	0.136915077989601	-0.261698440207972	GBM
EMC2	0.159445407279029	-0.299826689774697	GBM
RPL8	0.17157712305026	-0.277296360485269	GBM
HSPA5	0.21317157712305	-0.247833622183709	GBM
NCOA4	0.0155979202772964	-0.0814558058925477	GBM
CISD1	0.0103986135181976	-0.072790294627383	GBM
CARS	0.048526863084922	-0.306759098786828	GBM
LPCAT3	0.143847487001733	-0.315424610051993	GBM
CS	0.116117850953206	-0.322357019064125	GBM
GLS2	0.121317157712305	-0.320623916811092	GBM
MT1G	0.131715771230503	-0.2842287694974	GBM
ALOX15	0.136915077989601	-0.315424610051993	GBM
GPX4	0.492201039861352	-0.195840554592721	GBM
SLC1A5	0.329289428076256	-0.218370883882149	GBM
SAT1	0.072790294627383	-0.348353552859619	GBM
ACSL4	0.0814558058925477	-0.348353552859619	GBM
