gene	Amp	Del	tumor
DPP4	0.204081632653061	-0.159554730983302	UCEC
ATP5G3	0.204081632653061	-0.159554730983302	UCEC
NFE2L2	0.211502782931354	-0.155844155844156	UCEC
FANCD2	0.128014842300557	-0.178107606679035	UCEC
TFRC	0.307977736549165	-0.133580705009276	UCEC
SLC7A11	0.0296846011131725	-0.2430426716141	UCEC
CDKN1A	0.230055658627087	-0.213358070500928	UCEC
HSPB1	0.179962894248609	-0.204081632653061	UCEC
FDFT1	0.192949907235622	-0.12430426716141	UCEC
EMC2	0.37847866419295	-0.122448979591837	UCEC
RPL8	0.374768089053803	-0.115027829313544	UCEC
HSPA5	0.0408163265306122	-0.176252319109462	UCEC
NCOA4	0.239332096474954	-0.155844155844156	UCEC
CISD1	0.239332096474954	-0.150278293135436	UCEC
CARS	0.0760667903525046	-0.23191094619666	UCEC
LPCAT3	0.183673469387755	-0.139146567717996	UCEC
CS	0.185528756957328	-0.168831168831169	UCEC
GLS2	0.176252319109462	-0.174397031539889	UCEC
MT1G	0.0593692022263451	-0.172541743970315	UCEC
ALOX15	0.0667903525046382	-0.120593692022263	UCEC
GPX4	0.0816326530612245	-0.115027829313544	UCEC
SLC1A5	0.155844155844156	-0.152133580705009	UCEC
SAT1	0.252319109461967	-0.0630797773654917	UCEC
ACSL4	0.244897959183673	-0.0649350649350649	UCEC
