gene	Amp	Del	tumor
DPP4	0.358695652173913	-0.119565217391304	ESCA
ATP5G3	0.391304347826087	-0.119565217391304	ESCA
NFE2L2	0.402173913043478	-0.108695652173913	ESCA
FANCD2	0.146739130434783	-0.0923913043478261	ESCA
TFRC	0.695652173913043	-0.0489130434782609	ESCA
SLC7A11	0.152173913043478	-0.173913043478261	ESCA
CDKN1A	0.347826086956522	-0.152173913043478	ESCA
HSPB1	0.597826086956522	-0.0760869565217391	ESCA
FDFT1	0.309782608695652	-0.130434782608696	ESCA
EMC2	0.75	-0.0434782608695652	ESCA
RPL8	0.733695652173913	-0.0652173913043478	ESCA
HSPA5	0.342391304347826	-0.135869565217391	ESCA
NCOA4	0.282608695652174	-0.228260869565217	ESCA
CISD1	0.255434782608696	-0.222826086956522	ESCA
CARS	0.168478260869565	-0.206521739130435	ESCA
LPCAT3	0.418478260869565	-0.114130434782609	ESCA
CS	0.298913043478261	-0.114130434782609	ESCA
GLS2	0.298913043478261	-0.114130434782609	ESCA
MT1G	0.28804347826087	-0.190217391304348	ESCA
ALOX15	0.168478260869565	-0.119565217391304	ESCA
GPX4	0.135869565217391	-0.114130434782609	ESCA
SLC1A5	0.304347826086957	-0.135869565217391	ESCA
SAT1	0.217391304347826	-0.108695652173913	ESCA
ACSL4	0.380434782608696	-0.157608695652174	ESCA
