gene	Amp	Del	tumor
DPP4	0.184782608695652	-0.146739130434783	PAAD
ATP5G3	0.184782608695652	-0.157608695652174	PAAD
NFE2L2	0.179347826086957	-0.157608695652174	PAAD
FANCD2	0.0706521739130435	-0.195652173913043	PAAD
TFRC	0.195652173913043	-0.152173913043478	PAAD
SLC7A11	0.0760869565217391	-0.21195652173913	PAAD
CDKN1A	0.0652173913043478	-0.222826086956522	PAAD
HSPB1	0.342391304347826	-0.0543478260869565	PAAD
FDFT1	0.130434782608696	-0.119565217391304	PAAD
EMC2	0.385869565217391	-0.0760869565217391	PAAD
RPL8	0.396739130434783	-0.0815217391304348	PAAD
HSPA5	0.0923913043478261	-0.271739130434783	PAAD
NCOA4	0.125	-0.168478260869565	PAAD
CISD1	0.130434782608696	-0.16304347826087	PAAD
CARS	0.0869565217391304	-0.201086956521739	PAAD
LPCAT3	0.222826086956522	-0.184782608695652	PAAD
CS	0.201086956521739	-0.157608695652174	PAAD
GLS2	0.201086956521739	-0.157608695652174	PAAD
MT1G	0.179347826086957	-0.157608695652174	PAAD
ALOX15	0.0543478260869565	-0.157608695652174	PAAD
GPX4	0.103260869565217	-0.233695652173913	PAAD
SLC1A5	0.244565217391304	-0.228260869565217	PAAD
SAT1	0.0760869565217391	-0.239130434782609	PAAD
ACSL4	0.125	-0.255434782608696	PAAD
