gene	Amp	Del	tumor
DPP4	0.196078431372549	-0.151960784313725	BLCA
ATP5G3	0.186274509803922	-0.151960784313725	BLCA
NFE2L2	0.193627450980392	-0.149509803921569	BLCA
FANCD2	0.517156862745098	-0.0686274509803922	BLCA
TFRC	0.612745098039216	-0.0588235294117647	BLCA
SLC7A11	0.122549019607843	-0.166666666666667	BLCA
CDKN1A	0.276960784313726	-0.186274509803922	BLCA
HSPB1	0.455882352941176	-0.115196078431373	BLCA
FDFT1	0.125	-0.102941176470588	BLCA
EMC2	0.644607843137255	-0.071078431372549	BLCA
RPL8	0.627450980392157	-0.0588235294117647	BLCA
HSPA5	0.193627450980392	-0.166666666666667	BLCA
NCOA4	0.215686274509804	-0.156862745098039	BLCA
CISD1	0.161764705882353	-0.169117647058824	BLCA
CARS	0.0784313725490196	-0.159313725490196	BLCA
LPCAT3	0.382352941176471	-0.129901960784314	BLCA
CS	0.284313725490196	-0.188725490196078	BLCA
GLS2	0.274509803921569	-0.191176470588235	BLCA
MT1G	0.205882352941176	-0.186274509803922	BLCA
ALOX15	0.147058823529412	-0.115196078431373	BLCA
GPX4	0.166666666666667	-0.208333333333333	BLCA
SLC1A5	0.42156862745098	-0.181372549019608	BLCA
SAT1	0.25	-0.186274509803922	BLCA
ACSL4	0.227941176470588	-0.181372549019608	BLCA
