gene	Amp	Del	tumor
DPP4	0.190972222222222	-0.0659722222222222	KIRP
ATP5G3	0.197916666666667	-0.0694444444444444	KIRP
NFE2L2	0.201388888888889	-0.0729166666666667	KIRP
FANCD2	0.267361111111111	-0.267361111111111	KIRP
TFRC	0.378472222222222	-0.166666666666667	KIRP
SLC7A11	0.03125	-0.302083333333333	KIRP
CDKN1A	0.0173611111111111	-0.548611111111111	KIRP
HSPB1	0.611111111111111	-0.152777777777778	KIRP
FDFT1	0.0798611111111111	-0.479166666666667	KIRP
EMC2	0.118055555555556	-0.427083333333333	KIRP
RPL8	0.118055555555556	-0.430555555555556	KIRP
HSPA5	0.0173611111111111	-0.482638888888889	KIRP
NCOA4	0.0277777777777778	-0.652777777777778	KIRP
CISD1	0.0277777777777778	-0.65625	KIRP
CARS	0.0416666666666667	-0.527777777777778	KIRP
LPCAT3	0.409722222222222	-0.263888888888889	KIRP
CS	0.409722222222222	-0.267361111111111	KIRP
GLS2	0.409722222222222	-0.267361111111111	KIRP
MT1G	0.534722222222222	-0.170138888888889	KIRP
ALOX15	0.607638888888889	-0.0763888888888889	KIRP
GPX4	0.0416666666666667	-0.381944444444444	KIRP
SLC1A5	0.0381944444444444	-0.430555555555556	KIRP
SAT1	0.548611111111111	-0.104166666666667	KIRP
ACSL4	0.569444444444444	-0.0868055555555556	KIRP
