gene	Amp	Del	tumor
DPP4	0.284848484848485	-0.254545454545455	READ
ATP5G3	0.296969696969697	-0.248484848484848	READ
NFE2L2	0.296969696969697	-0.248484848484848	READ
FANCD2	0.187878787878788	-0.23030303030303	READ
TFRC	0.284848484848485	-0.163636363636364	READ
SLC7A11	0.0545454545454545	-0.315151515151515	READ
CDKN1A	0.333333333333333	-0.193939393939394	READ
HSPB1	0.593939393939394	-0.096969696969697	READ
FDFT1	0.096969696969697	-0.133333333333333	READ
EMC2	0.648484848484848	-0.121212121212121	READ
RPL8	0.660606060606061	-0.127272727272727	READ
HSPA5	0.272727272727273	-0.103030303030303	READ
NCOA4	0.0727272727272727	-0.363636363636364	READ
CISD1	0.0545454545454545	-0.321212121212121	READ
CARS	0.224242424242424	-0.278787878787879	READ
LPCAT3	0.260606060606061	-0.212121212121212	READ
CS	0.175757575757576	-0.242424242424242	READ
GLS2	0.175757575757576	-0.242424242424242	READ
MT1G	0.333333333333333	-0.224242424242424	READ
ALOX15	0.0484848484848485	-0.121212121212121	READ
GPX4	0.248484848484848	-0.2	READ
SLC1A5	0.242424242424242	-0.181818181818182	READ
SAT1	0.296969696969697	-0.206060606060606	READ
ACSL4	0.272727272727273	-0.2	READ
