SYMBOL	logFC
A2M	-0.503617369905914
NAT1	-3.25012047331658
NAT2	-0.284921132277061
SERPINA3	-0.631372494922665
AADAC	-0.188961018777124
AAMP	-0.0360582252585587
AANAT	0.767543440464164
AARS	0.689855415716692
ABAT	-1.97967931201938
ABCA1	-0.0476174784327821
ABCA2	-0.196251857061505
ABCA3	-0.617998339777531
ABCB7	-0.191903979733088
ABCF1	0.352090077581875
ABCA4	0.791781483142744
ABL1	-0.262569890621515
AOC1	0.911962391187295
ABL2	-0.0694107331940837
ABO	0.0121359601320198
ABR	-0.634212292259068
ACAA1	-0.484713050386473
ACACA	-0.368880734841611
ACACB	-1.39100221584289
ACADL	-0.782550016494588
ACADM	-0.269076159742423
ACADS	-0.584184689886202
ACADSB	-1.76348225463254
ACADVL	-0.600437654222801
ACAT1	-0.383839534174717
ACAT2	0.554340353447669
ASIC2	0.283864323147461
ASIC1	0.0989425838355768
ACHE	0.140732421177108
ACLY	0.004285569117962
ACO1	-0.177149123323636
ACR	0.225136115848505
ACO2	0.603114423531157
ACOX1	0.0216633034686801
ACP1	0.387211552362952
ACP2	0.240555770646525
ACP5	0.331516843069222
ACPP	-0.294106221983133
ACRV1	0.227129774228134
ACTA1	0.768339199442639
ACTA2	-0.385669828241824
ACTB	0.102663532485671
ACTC1	-0.38489781119431
ACTG1	-0.11902330925952
ACTG2	-0.533491421315762
ACTN4	-0.129102652641244
ACTL6A	0.580792885906714
ACTN1	-0.145341216906132
ACTN2	0.39183745259502
ACTN3	-0.0996357704559053
ACVR1	-0.45847488376977
ACVR1B	-0.146700239565061
ACVR2A	-0.196370468100589
ACVR2B	0.112421507167615
ACVRL1	-0.618792626014105
ACYP1	0.154443173134892
ACYP2	0.00286886866462432
ADA	0.681736501686609
ADAM8	0.234399075093739
ADAM10	-0.260276645808496
ADAR	-0.0574575072139259
ADARB1	-0.184102932580486
ADARB2	0.0169975167286863
ADCY1	-0.525143908347814
ADCY2	-0.592868649443432
ADCY3	0.183013241238093
ADCY6	-0.309172849340098
ADCY7	0.344189432166736
ADCY8	0.960543867339116
ADCY9	-0.456912386487428
ADCYAP1	-0.192049275809792
ADCYAP1R1	0.363892863684105
ADD1	-0.53066258407075
ADD2	0.760584915523274
ADD3	-0.464457204889548
PLIN2	-0.169440484126029
ADH1A	-0.269183409407701
ADH1B	-2.27109140657784
ADH1C	-1.10176451975787
ADH5	0.0640519282945141
ADH6	0.0249175964217379
ADH7	0.451806255703249
ADK	0.129029177903181
ADM	1.29669748477269
ADORA1	0.248660345958641
ADORA2A	-0.165912721689755
ADORA2B	1.01047547660537
ADORA3	-0.100815686734675
ADPRH	-0.508744074696973
PARP1	0.552625917403514
PARP4	-0.134737457554814
ADRA1D	-0.0738260522949344
ADRA1B	0.587579840072433
ADRA1A	-0.0386280300415839
ADRA2A	-1.80409212189828
ADRA2B	0.338316090322736
ADRA2C	0.265127664400172
ADRB1	0.346130455825496
ADRB2	-0.512587194631331
ADRB3	0.322359253885146
GRK2	0.215516205211434
GRK3	0.10714658721908
ADSL	0.579480942214563
ADSS	-0.0938251595997783
AP2A2	-0.121994054775918
AP1B1	0.32533309303005
AP2B1	-0.248250845424962
AP1G1	0.453655719190255
AEBP1	-1.46821997354999
AES	-0.550797069789795
CRISP1	-0.852839602199511
AFM	-0.162323942580067
AFP	-1.36546531678401
AGA	-0.283343762450654
ACAN	0.394028087113799
AGER	-0.00644800198404223
AGL	-0.486436456838646
AGRP	-0.694204224355187
JAG1	-0.649781260654081
AGT	-0.169212688850072
AGTR1	-1.59253352267369
AGTR2	-0.0984416857212462
APLNR	-0.789013227042855
AGXT	0.131235513832931
NR0B1	0.103220722533078
AHCY	0.666493071888053
AHR	-0.742114560903475
AHSG	-0.0828551856976126
AIF1	0.197239619641937
CRYBG1	-0.0161886957526807
AK1	-0.160262854446049
AK2	0.543442989398486
AKT1	-0.0565691328722994
AKT2	0.237447728375865
ALAD	-0.985246417198237
ALAS1	0.448758247981372
ALAS2	0.122342635924065
ALB	-1.40190122968029
ALCAM	-1.56517209193513
ABCD1	0.598880936646499
ALDH1A1	-1.02172935050593
ALDH2	-0.355250334705176
ALDH3A1	0.108127930911789
ALDH1B1	0.604972196106355
ALDH1A3	-0.35905063762772
ALDH3B1	0.50537519876804
ALDH3B2	-0.46271947945711
ALDH9A1	-0.400667123669195
ALDH3A2	-0.614245269875223
ABCD2	-0.696534736178146
ALDOA	0.142426670141552
ALDOAP2	-0.257425529794448
ALDOB	0.227045675736435
ALDOC	0.115318630667715
AKR1B1	0.260919227866456
ALK	0.424648576680404
ALOX12	0.702435284670341
ALOX5	-0.359254887159723
ALOX5AP	0.164288679916399
ALOX12B	0.330210227014449
ALOX12P2	0.768229439412781
ALOX15	0.537312356458852
ALOX15B	-1.56818282276525
ALPI	0.162902994867151
ALPL	0.298102367134024
ALPP	0.371779904410666
ALPPL2	-0.0598316204296087
ALX3	0.587446706035813
AMBN	-0.0264542513410347
AMBP	0.325172621993027
AMD1	1.14086243353705
AMELX	0.390464353508092
AMELY	0.579716306692246
AMFR	-0.0976678310965765
AMH	-0.600841441068261
AMHR2	0.143919966578467
AMPD1	-0.549658859406909
AMPD2	0.0326491424801141
AMPD3	0.287181017743641
AMPH	-1.03252707816101
BIN1	0.714840588824242
AMT	-1.0062316016681
ANG	-0.91941710866783
ANGPT1	-0.0430133115840542
ANGPT2	-0.207095285139074
ANK1	0.43457078374624
ANK2	-0.343504720644885
ANK3	-0.275726032708575
ANPEP	-1.28943552173642
SLC25A4	-0.233407973946418
SLC25A5	0.761647918819746
SLC25A6	0.0670484201101195
ANXA1	-0.101513238835819
ANXA2	-0.105991017934523
ANXA2P1	-0.101271984525146
ANXA2P2	-0.114427964875893
ANXA2P3	-0.118221326646602
ANXA3	-0.641134331400274
ANXA4	-0.339052772736616
ANXA5	-0.0811854387857907
ANXA6	-0.342511237635545
ANXA7	-0.0976416664348642
ANXA11	-0.483287980770458
ANXA13	0.237585470870637
AOAH	1.04017390961126
AOC2	-0.263432201598648
AOX1	-0.886571009692129
APAF1	-0.160807423017214
NUDT2	-0.176767261786305
APOF	-0.354293993761915
APBA1	-0.139453847256333
APBA2	0.869990772573638
APBB1	-0.658381618309063
APBB2	-0.911011554406274
APC	-0.737627133431963
APCS	0.157978513802454
AIRE	0.202075093258131
APEH	-0.38757862747871
APEX1	0.342296238866607
BIRC2	0.00803894828904365
BIRC3	1.0528378697289
XIAP	-0.0107134739420872
BIRC5	2.35506049138685
APLP1	1.61502872734756
APLP2	-0.185858658515267
APOA1	0.0621327604906705
APOA2	0.927315988290581
APOA4	0.139508599146485
APOB	-0.355004270491996
APOBEC1	0.156527281263891
APOC1	0.914707973454157
AQP8	0.102284928338458
APOC3	0.510132686653093
APOD	-1.55059856733616
APOE	0.494311171652401
APOH	-0.501842303727488
APP	-0.140927899684969
APRT	0.768902392220542
KLK3	-0.421160215468759
FAS	0.0250985956762339
FASLG	0.434829658556412
SHROOM2	-0.275731413892777
AQP1	-1.00052615685106
AQP2	0.251422004560466
AQP3	0.327193634298494
AQP4	0.171951571343796
AQP5	1.03485610463043
AQP6	-0.0934718973864581
AQP9	2.28164291672685
AR	-1.67737855522665
ABCC6	-0.516291394352344
ARAF	-0.0992055475367254
ARCN1	0.125070404155883
TRIM23	-0.994751419303354
AREG	-0.246793192938428
ARF3	0.258470918928487
ARF4	-0.042728919150461
ARL4D	-0.673877664939458
ARF5	0.216463514525349
ARF6	0.307298403336732
ARG1	-0.0905131858318891
ARG2	0.308836762590369
RHOA	-0.223629164255686
RHOB	-1.26551842190827
RND3	-0.218985171080102
RHOG	0.249071489980364
ARHGAP1	-0.399317044256509
ARHGAP4	0.240321514460323
ARHGAP5	-0.638433612899596
ARHGAP6	-0.198477450234627
ARHGDIA	0.0356552187643162
ARHGDIB	-0.325146662696712
ARHGDIG	-0.587706129438068
RHOH	-0.469445068816068
ARL1	-0.269617331346319
PHOX2A	0.457937385283629
ARL2	0.255653196970641
ARL3	-0.453977744929218
ARNT	-0.144737722894803
ARNTL	-0.42614473905938
ARR3	0.0775577886414919
ARRB1	-0.576929996281535
ARRB2	0.64559761469376
ARSA	-0.0101605957315985
ARSB	0.423955475040491
STS	-0.183340448035141
ARSD	-0.923735744186917
ARSE	-0.429735745481326
ARSF	0.889908499985282
ART1	0.0429221146397617
ART3	1.85941881550488
ART4	-0.457048182274235
ARVCF	-0.317250200757735
ASAH1	-0.650318696022064
ASCL1	-0.289395786297895
ASCL2	0.897351065958091
ASGR1	0.129941817930834
ASGR2	-0.0532825920097164
ASIP	0.0251653526404509
ASL	-0.169101007663428
ASMT	0.342205464668183
ASNA1	-0.00250566587384868
ASNS	1.30764580813371
ASPA	-1.25163816926705
ASPH	-0.788820343566949
ASS1	1.44745142951011
ASTN1	-0.663793393610239
SERPINC1	0.246181955875031
ZFHX3	-0.371190930789442
ATF1	-0.516061475620459
ATF3	0.717431948071729
ATF4	0.539811175792422
ATIC	0.113586504645921
ATM	-0.397665807231966
RERE	-0.279515796138103
ATOH1	0.513289856077246
ATOX1	0.327310114787055
ATP1A1	-0.0355491076866049
ATP1A2	-1.12876491276158
ATP1A3	-0.0321752637204238
ATP12A	0.112791625035596
ATP1B1	-0.920352991799482
ATP1B2	-0.713138458857379
ATP1B3	0.736168430091944
FXYD2	-0.0904831038615873
ATP2A1	-0.106634171395197
ATP2A2	0.0254164790122831
ATP2A3	-0.239661650799266
ATP2B1	-0.587634977668126
ATP2B2	0.63740558906223
ATP2B3	0.038317790780502
ATP2B4	-0.15775706813085
ATP4A	0.683333039687874
ATP4B	0.337537143866102
ATP5F1A	0.0212518978434115
ALDH7A1	0.0353269397951958
ATP5F1B	0.486079016889009
ATP5F1C	0.424004441397069
ATP5F1D	-0.147771310502471
ATP5F1E	0.202497349727049
ATP5PB	0.116225255105249
ATP5MC1	0.311381155077967
ATP5MC2	-0.398445441518955
ATP5MC3	0.508282408394063
ATP5ME	-0.113347499112466
ATP5PF	0.227163914501396
ATP6V1A	0.0731668183406261
ATP6V1B1	0.472106707800177
ATP6V1B2	0.0708081967925694
ATP6V0C	-0.00214215706958017
ATP6V1C1	0.203509379623617
ATP6V1E1	0.0865943961869764
ATP6V0B	0.553207928072754
ATP6V1G2	-0.43256163960283
ATP6V0A1	-0.413448198370323
ATP6AP1	-0.080201875893476
ATP7A	-0.354470269121185
ATP5PO	-0.118798963677821
ATP7B	-0.806495060279681
ATR	-0.128963209785837
ATRX	-0.461192710459094
KIF1A	0.0656376010412919
AUH	-0.653911197778765
AUP1	-0.0366829882127896
AVP	0.481635579998863
AVPR1A	0.129246433376807
AVPR1B	-0.899803691241035
AVPR2	-0.421135886620207
AXL	-0.675342148742735
AZGP1	-1.82164190410355
AZU1	0.143293698862562
B2M	-0.0163384821151986
BAAT	0.465853046446603
BACH1	-0.303745349956616
BAD	-0.172159366372663
BAG1	-0.805636712319001
BAGE	-0.540570308869868
ADGRB1	0.696591131562125
ADGRB2	-1.69356634845083
ADGRB3	-0.0719252133710995
BAK1	0.778481087043663
NKX3-2	-0.504814193336682
BARD1	0.464598494713849
BAX	0.200375892206414
BBS1	-1.07046711869442
BBS4	-1.10255039544408
BCAT1	0.821020015802991
BCAT2	-0.454356823524439
BCHE	-0.831781577180872
BCKDHA	-0.269245139455953
BCKDHB	-1.07369604277179
CCND1	-0.747994253630056
BCL2	-0.688834103473766
BCL2A1	2.96722291461667
BCL2L1	-0.404427121326038
BCL2L2	-0.289090745647355
BCL3	-0.0108926375799008
BCL6	-0.645872516123687
BCL7A	-0.419972868306813
BCL9	-0.579590423174235
TNFRSF17	0.934535485509121
HCN2	0.391971432684495
OPN1SW	-0.173958682009493
BCR	0.507844423363456
BCS1L	-0.0245433183025453
BDH1	-0.0735187525897664
BDKRB1	0.221299976729145
BDKRB2	-0.234233492179894
BDNF	-0.576182261453929
CFB	-0.804123071635748
BFSP1	0.261677974169532
BGN	-1.37560645323777
CEACAM1	-0.0670605253426639
BHMT	-0.241687469965046
BICD1	-0.268565055958769
