symbol	Mø-4	Mø-6	Mø-9	Mø-10	Mø-1	Monocyte	Mø-2	Mø-11	Mø-3	Mø-5	Mø-7
Acod1	0.510606843190991	0.514377829757624	0.527598304752993	0.725756493196244	0.639639164488946	0.270578381072663	0.273996087994102	0.329650618782148	0.59137821432604	0.506346614956634	0.581264394740635
Aprt	0.954444254026664	1.40190307875976	1.22411114288704	1.18405134747111	1.12559900921134	1.53176406353874	1.27979311598282	1.62444271455525	1.3952562088454	1.1869118068141	1.03955776515743
Arpc1b	1.02031430095409	1.18289921470882	0.918875609087291	1.46128707873784	1.18855487720392	1.15510457302583	1.19610196516836	1.48410397589893	1.17919464384955	1.20703535057716	1.17465140437185
AW112010	0.754129686721051	0.262256340046352	0.602339086092582	0.913859018917539	0.860030940200635	0.313040927893895	0.657379464648484	0.40136460040146	0.461373844386453	0.452369981697184	0.217105590116124
B2m	0.92084146967043	0.746721138365949	0.854817919758621	0.750581308241625	1.05418096321138	0.698364791037323	0.947136799530145	0.773586153563562	0.770072958616414	0.712311374742288	0.703496667489465
Btg1	0.835924078578682	0.767767023264314	0.932539233100504	0.892404337332092	0.968312897130203	0.810759769059391	0.818274256251701	0.662968106267389	0.660033659284616	0.714451390039964	0.625890872267861
C3	0.515665397413953	0.398780663422857	0.636638690754161	0.809847427901028	0.60748587520524	0.568079113695446	0.576674380838371	0.391774473111184	0.526908652205157	0.636552190035302	0.647169194923218
C4b	0.29829483738234	0.516333558820329	0.478746194174173	0.794621117252913	0.538665146031107	0.52275672985551	0.352384210076654	0.296583804759914	0.587175301054457	0.714480717113803	0.432089155736826
Ccl12	1.23749511656063	1.56828487039875	0.914486598652748	1.27312467486217	2.34067440359801	1.69738632800217	0.74067222006323	2.55790772176693	3.45940174841556	3.14467452990681	1.95668885144159
Ccl2	1.14398570856195	2.06432159479031	0.883970919887732	1.11427108076832	0.610098102701888	1.89707406056712	0.602379196166055	1.66234753011554	3.24581134012724	2.34511565456087	1.79825094051053
Ccl5	0.580260367660456	0.683289418579745	0.390749084360461	1.15754783489218	0.381318312958404	0.342126629400805	0.620894440511031	0.457381005175337	0.493433661639175	0.817841630977208	0.207889545523338
Ccl7	1.5990391332362	2.41665322872547	0.883404158422172	1.21874753139634	0.943519987618796	3.52690290284637	0.602134532541124	1.63602443439622	3.20786309762256	3.12614093582994	1.85719332848867
Cd274	0.525395767916593	1.30727597614607	0.597169079727391	0.467108819394924	0.258759938777588	0.406983296226718	0.492170304856171	0.462226826791591	0.479641334614152	0.249491012367518	0.506630623245038
Cd63	1.32799731793983	0.865819920598427	1.4562115690433	1.68288357330495	2.08088716114066	2.65484648994782	1.2657453134094	1.94536084168727	1.71412130036818	2.10222252524481	1.28437156578909
Cd68	0.988459910424326	1.45775031703799	1.02889780240202	1.63196315592929	0.913426036572238	1.23648537896411	1.10240672035131	1.68332488850865	1.30800015051529	1.34730062542673	1.00041330253393
Cd74	0.913544804520752	0.718834723226914	0.504310833158963	0.920031834225993	0.767384600195448	0.476962774431592	0.972084425508213	0.758393111538665	0.953843428383535	0.658771606739526	0.682292972874898
