id,score,-log10P,group,size,pval
ROV34E,0.22901983742632,20.7253551905388,PathwayA,1.50755672288882,0.0482500777818516
JNE15P,0.131832157947158,5.24046835360543,PathwayA,0.40291148201269,0.190822638841431
TJV01Q,-0.0081768557006387,1.05156554126317,PathwayA,1.06600358177805,0.950963074349858
HVW15V,0.291393510603735,52.6861891687186,PathwayA,0.540562477617335,0.0189803061443231
MZW99F,-0.0791964284432853,1.7929231909269,PathwayA,1.0960377280453,0.557748377097528
MUC13O,0.0911721976209004,9.40965984044268,PathwayA,0.180187492539112,0.106273767272862
UXE44M,0.0451972479618657,1.76503727761147,PathwayA,0.254823595718813,0.566560271946917
QMD07S,0.023801714153775,1.15856937237504,PathwayA,0.56980288229819,0.86313346774395
QOU88F,0.0902997222763054,2.06274905693158,PathwayA,0.441367414752375,0.484789944098939
GBF25Z,0.0356082788229146,1.39556670810579,PathwayA,3.40454242019527,0.716554783223014
DQN64L,0.0547974729263076,1.42761834454914,PathwayA,0.82572282384477,0.700467322949545
JOH42Z,-0.0426867167314171,1.30647843147913,PathwayA,0.82572282384477,0.765416386451822
NPA38H,0.211287793001329,10.7271578548646,PathwayA,1.22209103323218,0.0932213372385969
KRX47E,-0.096566828737214,2.17881037216495,PathwayA,0.540562477617335,0.458966054492555
WLH40U,-0.114067248038102,2.63807068894663,PathwayA,1.06600358177805,0.379064899280351
WJP80B,0.106179633607214,4.90166329901062,PathwayA,0.254823595718813,0.204012380899734
IYM65H,0.128063182643039,3.89968762651633,PathwayA,1.84637236468999,0.256430795430997
UNE14X,0.100180753956113,21.4516166945653,PathwayA,0.180187492539112,0.0466165331144178
NHT86N,-0.014239759704779,1.08954664829415,PathwayA,0.597614304667197,0.917812928492459
OII18P,-0.0855980183191151,1.880188634965,PathwayA,0.624187783932359,0.531861527829422
FEU18W,0.0751863556086548,1.71492203181166,PathwayA,0.56980288229819,0.583116888960595
EXG67A,0.0286220206851141,1.21420804884395,PathwayA,1.4638501094228,0.823582087890208
UHU44N,0.24122448411007,20.8810887078628,PathwayA,1.55003141987426,0.0478902232537066
HAH51B,0.157083503530384,5.95170741003421,PathwayA,1.60154146525623,0.168019012210523
YMN45A,-0.0691185130786689,1.60737922991154,PathwayA,0.674199862463242,0.62213072148197
OVC20I,-0.078410813452506,1.83929928318641,PathwayA,0.56980288229819,0.543685309476985
LOA62V,-0.010368670360872,1.10136633513971,PathwayA,0.254823595718813,0.907963107364408
IHF05L,-0.0178122231774847,1.16879359431727,PathwayA,0.31209389196618,0.85558306005615
BAZ60S,0.119042933476287,2.78539849917463,PathwayA,0.953462589245592,0.359015056659333
HHN98O,0.0202110480168122,1.12758778291674,PathwayA,1.06600358177805,0.886848913362022
IIQ97Y,-0.37247921122167,4355.3917110137,PathwayA,3.76242530236072,0.000229600473700505
FXH67N,0.141603636313379,6.90452325434387,PathwayA,2.92215007125935,0.144832592079528
PVY72Q,0.191881033387639,6.78036510480159,PathwayA,1.19522860933439,0.147484683279347
IXU10Z,0.0948351220190203,3.45690640992847,PathwayA,0.31209389196618,0.289275983037299
GCV55R,-0.0772144006051427,2.64956195938417,PathwayA,0.31209389196618,0.377420877612701
HVZ11C,-0.0435351009522191,1.41153574939202,PathwayA,1.96561348276724,0.708448227705688
JJG42Y,-0.036448080622438,1.31950925057697,PathwayA,1.31178474635865,0.757857513740614
ETK33E,-0.145163671893025,4.71817863116176,PathwayA,0.40291148201269,0.211946193260972
GAL18E,0.0648071654666075,1.84838853841951,PathwayA,2.07802353648408,0.541011794443967
ZQO65K,0.056743560413109,2.22571961720658,PathwayA,0.254823595718813,0.449292890384397
WXK43G,-0.021411849248506,1.29821717797775,PathwayA,0.180187492539112,0.770287142215842
VCN51X,0.0869066773043103,1.92318944533684,PathwayA,1.11075030216797,0.519969575761089
RXQ78C,0.320672700348076,266.663054891287,PathwayA,1.69988540484657,0.0037500507912792
LMR41B,-0.0330281259355518,1.51474800224697,PathwayA,0.180187492539112,0.660175817044554
ZNP09G,-0.086138914637757,2.20368946226945,PathwayA,1.4638501094228,0.453784445186827
PQW66E,-0.011947004999153,1.09674011753461,PathwayA,2.24331619092529,0.911793034659772
ATS81M,0.497386226499543,18119.1365171922,PathwayA,1.78376517003169,5.51902679827572e-05
