Chr14	51546521	51226587	Chr14	52193758	51532740
Chr14	52382578	51501480	Chr14	52193758	51649644
Chr14	52178411	51414830	Chr14	44082040	41689439
Chr14	52178797	51462691	Chr14	44128015	42996459
Chr14	52674300	51414830	Chr18	8874386	10371082
Chr14	52174951	51415205	Chr8	144872899	145782211
Chr14	52674300	51480948	Chr12	16923994	18777643
Chr14	52178411	51415205	Chr17	35204138	33136089
Chr14	52352326	51226587	Chr8	11416044	12784475
Chr14	52664386	51414830	Chr8	10183251	12243218
Chr14	52284849	51414830	Chr8	112349668	110960103
Chr14	51481761	51415205	Chr8	111961774	111465925
Chr14	52674300	52178686	Chr1	111964575	111636857
Chr14	52071234	51415205	Chr3	136198259	135529515
Chr14	52352326	51466585	Chr3	152295584	150488880
Chr14	52352326	51414830	Chr3	5981919	4101800
Chr14	52178797	51482048	Chr12	14373437	14820924
Chr14	52352326	51415205	Chr3	17956210	16407045
Chr14	52674300	51916345	Chr3	41811402	43513737
Chr9	28464050	28791720	Chr9	28540975	28781688
Chr2	50656805	51584038	Chr18	9128163	10381188
Chr2	50820988	51619996	Chr19	5286569	5677994
Chr14	44238832	42703039	Chr14	52674300	51462691
Chr14	43484137	41701667	Chr14	52174951	51392645
Chr14	43620796	42835243	Chr2	50778781	51365589
Chr14	44129116	42143116	Chr14	43520378	41703340
Chr14	44128426	42997605	Chr14	44129116	43473388
Chr14	43560386	42012263	Chr3	128557119	130260356
Chr14	44110809	41701667	Chr18	7862734	10371082
Chr14	44204395	42316656	Chr18	7866360	10073280
Chr14	44110809	42760477	Chr1	31272815	30590817
Chr14	44238832	42143116	Chr1	28000268	27180637
Chr14	44239239	42143116	Chr5	28481196	30022068
Chr14	44129116	42703039	Chr5	28480476	30022068
Chr14	43425775	41701667	Chr8	101022404	101592711
Chr14	44238832	42703039	Chr5	39640075	37325198
Chr14	44312038	44082750	Chr6	30270989	29570424
Chr14	44204395	42279731	Chr12	16814760	18400904
Chr14	42997273	42124614	Chr12	16589938	17520560
Chr14	43484137	42432395	Chr2	54293939	55833914
Chr14	43620352	41704030	Chr2	123478	1726715
Chr14	43484137	41704441	Chr2	274483	1961608
Chr14	44312038	43473823	Chr9	21370580	20008248
Chr14	42373307	42011117	Chr9	21370580	20758139
Chr14	44238832	42432395	Chr19	10953071	11949336
Chr14	43560386	41704441	Chr19	10953071	11851186
Chr14	44312038	42852512	Chr14	35843537	34691986
Chr14	42997273	41704030	Chr14	35645728	34786810
Chr14	44129116	43472722	Chr8	6028255	7972595
Chr14	43473536	42373183	Chr8	112288344	111465925
Chr14	44082451	42432395	Chr15	13314249	12547296
Chr14	44109687	42315969	Chr3	67262434	68178208
Chr14	44066792	42996882	Chr3	65613735	66595104
Chr14	43484137	42143116	Chr8	186267273	187088944
Chr14	43469632	41704030	Chr17	27633369	28165376
Chr14	42316384	41701667	Chr17	27633369	28165376
Chr14	43483735	42372488	Chr10	26222236	27005839
Chr14	43634246	43332191	Chr1	111964164	111559445
Chr14	43560386	41704441	Chr12	27630101	29005825
Chr14	43620796	42701575	Chr3	137348616	136637389
Chr14	43620796	42996459	Chr10	36473585	37057322
Chr14	43560386	42996459	Chr1	94312243	94980426
Chr14	44109687	41704441	Chr11	23598851	25746326
Chr14	44110386	42996459	Chr11	23599574	25746326
Chr14	44129116	42373183	Chr11	23599574	25443103
Chr14	43473536	41703340	Chr11	24701077	25746326
Chr14	43473536	42124614	Chr2	60455338	58984372
Chr14	44238832	42518266	Chr3	174805140	175208486
Chr14	44312038	43472722	Chr14	8356009	7098384
Chr14	44066792	42996459	Chr8	35186784	36470140
Chr14	43620796	42703039	Chr10	55875434	57175230
Chr14	43560386	42703039	Chr7	16481439	17008634
Chr14	43236948	42143116	Chr3	190391604	190779265
Chr14	44129116	42315969	Chr3	190415561	190746865
Chr14	43620796	42194343	Chr8	38953745	39742375
Chr14	44239712	42011516	Chr3	5809129	3698906
Chr14	42996583	41704030	Chr3	4997709	3698906
Chr14	44128426	43484013	Chr3	5981919	4998017
Chr14	43484137	42317067	Chr12	14373437	14885099
Chr14	43560386	42315969	Chr3	131343765	130430979
Chr14	44110386	42533741	Chr3	17886485	15763739
Chr14	43236948	41704030	Chr3	16769769	15744396
Chr14	43560386	42703039	Chr10	17269660	17930605
Chr14	43560386	42315969	Chr19	4546736	5706545
Chr14	44204395	42997605	Chr19	4515388	5707872
Chr14	44129116	41704441	Chr3	40487048	43715164
Chr3	128465751	129638344	Chr3	128535052	130228277
Chr3	128533588	129561754	Chr2	41380570	39851498
Chr3	128485819	130245401	Chr1	28030398	27180637
Chr3	128533588	129857033	Chr1	27798484	27381808
Chr3	128485819	129097217	Chr12	17519124	18356235
Chr3	128465751	129097217	Chr2	4266400	4937197
Chr3	128533588	130261455	Chr2	933284	2055675
Chr3	128485819	130261455	Chr3	136824922	135529515
Chr3	128485819	130261455	Chr11	23497861	24915610
Chr3	128835720	129691543	Chr2	60455338	59265617
Chr3	128971191	130245401	Chr3	5872426	4656008
Chr3	128465751	129855910	Chr3	119406842	120065976
Chr3	128465751	129428842	Chr3	41791021	42424314
Chr8	57892577	56411272	Chr8	58347698	56411272
Chr8	56965891	56576560	Chr3	41008427	41930352
Chr8	134649266	132770941	Chr14	1731214	625925
Chr8	130671373	131045747	Chr3	119205085	120065976
Chr2	41528047	39024012	Chr14	44066792	42143116
Chr2	41617310	39366056	Chr3	128465751	130228277
Chr2	41617310	40331090	Chr8	57431648	56257417
Chr2	41528047	38944983	Chr2	41637784	39851498
Chr2	41426586	38944983	Chr18	8060449	10382310
Chr2	40953229	39024012	Chr1	28000268	27180637
Chr2	41528047	40046690	Chr1	28000268	27381808
Chr2	41426586	39857640	Chr6	30270290	28558968
Chr2	41528047	39024012	Chr12	16589938	18777643
Chr2	40858872	39024012	Chr12	17073617	18721308
Chr2	41277323	40108355	Chr8	147517705	148042784
Chr2	41165527	39024012	Chr8	10098439	12050776
Chr2	40330803	39366056	Chr19	10829260	11974096
Chr2	41528047	39024012	Chr4	14161261	15344644
Chr2	40108437	39366056	Chr12	27995914	29048721
Chr2	41165527	39052563	Chr3	137208298	135828805
Chr2	41426586	39869248	Chr11	23599985	24691286
Chr2	41165527	39024012	Chr11	23637637	25416149
Chr2	41528047	40226136	Chr3	70995694	70453361
Chr2	41528047	40108724	Chr3	119205085	119940786
Chr2	40330803	39366056	Chr3	119205085	119933051
Chr2	40294852	38787561	Chr3	119205085	120065976
Chr2	41277323	38787561	Chr19	4724365	6272422
Chr2	41528047	40295139	Chr3	41791021	43503412
Chr18	8913446	10381584	Chr14	52674300	51392645
Chr18	8427595	9193392	Chr2	50820988	51238267
Chr18	7866360	10125765	Chr14	43473138	42155697
Chr18	8060449	10075514	Chr2	41637784	39851498
Chr18	8380665	10339161	Chr18	8406238	9721328
